Id,Id2,Geography,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78
1400000US36005046201,36005046201,"Census Tract 462.01, Bronx County, New York",28272,1754,28272,,28272,1754,28272,,6720,1063,23.8,4.0
1400000US36005046202,36005046202,"Census Tract 462.02, Bronx County, New York",8016,811,8016,,8016,811,8016,,658,226,8.2,2.9
1400000US36005048400,36005048400,"Census Tract 484, Bronx County, New York",3600,523,3600,,3600,523,3600,,265,150,7.4,4.2
1400000US36005050400,36005050400,"Census Tract 504, Bronx County, New York",33,36,33,,33,36,33,,14,20,42.4,57.6
1400000US36005051600,36005051600,"Census Tract 516, Bronx County, New York",4126,564,4126,,4126,564,4126,,3404,484,82.5,8.2
1400000US36027010000,36027010000,"Census Tract 100, Dutchess County, New York",4405,17,4405,,4405,17,4405,,3724,386,84.5,8.7
1400000US36027020003,36027020003,"Census Tract 200.03, Dutchess County, New York",4314,320,4314,,4314,320,4314,,4003,411,92.8,5.0
1400000US36027020004,36027020004,"Census Tract 200.04, Dutchess County, New York",2778,192,2778,,2778,192,2778,,2667,203,96.0,2.9
1400000US36027020005,36027020005,"Census Tract 200.05, Dutchess County, New York",5648,285,5648,,5648,285,5648,,5079,368,89.9,5.6
1400000US36027030000,36027030000,"Census Tract 300, Dutchess County, New York",4312,19,4312,,4312,19,4312,,4123,144,95.6,3.3
1400000US36027040001,36027040001,"Census Tract 400.01, Dutchess County, New York",4780,294,4780,,4780,294,4780,,4416,345,92.4,4.7
1400000US36027040003,36027040003,"Census Tract 400.03, Dutchess County, New York",3863,297,3863,,3863,297,3863,,3116,434,80.7,9.0
1400000US36027050102,36027050102,"Census Tract 501.02, Dutchess County, New York",3566,272,3566,,3566,272,3566,,3386,304,95.0,3.9
1400000US36027050103,36027050103,"Census Tract 501.03, Dutchess County, New York",5511,278,5511,,5511,278,5511,,4919,389,89.3,4.7
1400000US36027050104,36027050104,"Census Tract 501.04, Dutchess County, New York",6544,375,6544,,6544,375,6544,,5777,423,88.3,4.1
1400000US36027050203,36027050203,"Census Tract 502.03, Dutchess County, New York",5592,279,5592,,5592,279,5592,,4976,369,89.0,4.7
1400000US36027050204,36027050204,"Census Tract 502.04, Dutchess County, New York",2811,222,2811,,2811,222,2811,,2431,293,86.5,7.9
1400000US36027050205,36027050205,"Census Tract 502.05, Dutchess County, New York",5107,275,5107,,5107,275,5107,,4862,324,95.2,3.2
1400000US36027060100,36027060100,"Census Tract 601, Dutchess County, New York",4934,452,4934,,4934,452,4934,,3662,428,74.2,5.6
1400000US36027060201,36027060201,"Census Tract 602.01, Dutchess County, New York",3424,277,3424,,3424,277,3424,,2794,349,81.6,6.5
1400000US36027060202,36027060202,"Census Tract 602.02, Dutchess County, New York",3985,356,3985,,3985,356,3985,,3422,359,85.9,5.5
1400000US36027060301,36027060301,"Census Tract 603.01, Dutchess County, New York",4720,451,4720,,4720,451,4720,,4353,471,92.2,5.1
1400000US36027060302,36027060302,"Census Tract 603.02, Dutchess County, New York",2302,220,2302,,2302,220,2302,,1568,175,68.1,5.8
1400000US36027060400,36027060400,"Census Tract 604, Dutchess County, New York",2248,264,2248,,2248,264,2248,,1740,288,77.4,12.1
1400000US36027070101,36027070101,"Census Tract 701.01, Dutchess County, New York",4432,339,4432,,4432,339,4432,,4054,368,91.5,3.8
1400000US36027070102,36027070102,"Census Tract 701.02, Dutchess County, New York",3509,266,3509,,3509,266,3509,,3272,299,93.2,5.4
1400000US36027070201,36027070201,"Census Tract 702.01, Dutchess County, New York",3220,269,3220,,3220,269,3220,,3073,268,95.4,3.0
1400000US36027070301,36027070301,"Census Tract 703.01, Dutchess County, New York",6257,405,6257,,6257,405,6257,,5441,471,87.0,6.4
1400000US36027070401,36027070401,"Census Tract 704.01, Dutchess County, New York",4096,359,4096,,4096,359,4096,,3490,314,85.2,3.7
1400000US36027080103,36027080103,"Census Tract 801.03, Dutchess County, New York",4610,255,4610,,4610,255,4610,,4094,279,88.8,4.1
1400000US36027080104,36027080104,"Census Tract 801.04, Dutchess County, New York",3960,457,3960,,3960,457,3960,,3684,385,93.0,3.4
1400000US36027080201,36027080201,"Census Tract 802.01, Dutchess County, New York",4402,265,4402,,4402,265,4402,,4066,343,92.4,4.7
1400000US36027080202,36027080202,"Census Tract 802.02, Dutchess County, New York",2802,215,2802,,2802,215,2802,,2531,265,90.3,5.3
1400000US36027090000,36027090000,"Census Tract 900, Dutchess County, New York",2418,171,2418,,2418,171,2418,,2249,171,93.0,4.8
1400000US36027100000,36027100000,"Census Tract 1000, Dutchess County, New York",3022,23,3022,,3022,23,3022,,2688,191,88.9,6.3
1400000US36027110003,36027110003,"Census Tract 1100.03, Dutchess County, New York",4051,226,4051,,4051,226,4051,,3715,285,91.7,4.6
1400000US36027110004,36027110004,"Census Tract 1100.04, Dutchess County, New York",2026,213,2026,,2026,213,2026,,1857,218,91.7,5.0
1400000US36027110005,36027110005,"Census Tract 1100.05, Dutchess County, New York",2366,202,2366,,2366,202,2366,,2072,184,87.6,7.1
1400000US36027120000,36027120000,"Census Tract 1200, Dutchess County, New York",2447,176,2447,,2447,176,2447,,2308,194,94.3,4.7
1400000US36027130003,36027130003,"Census Tract 1300.03, Dutchess County, New York",5331,281,5331,,5331,281,5331,,4978,339,93.4,4.0
1400000US36027130004,36027130004,"Census Tract 1300.04, Dutchess County, New York",1681,177,1681,,1681,177,1681,,1659,176,98.7,2.3
1400000US36027130005,36027130005,"Census Tract 1300.05, Dutchess County, New York",2648,248,2648,,2648,248,2648,,2374,225,89.7,6.6
1400000US36027140101,36027140101,"Census Tract 1401.01, Dutchess County, New York",6510,585,6510,,6510,585,6510,,5407,509,83.1,3.3
1400000US36027140200,36027140200,"Census Tract 1402, Dutchess County, New York",7363,496,7363,,7363,496,7363,,5512,582,74.9,6.4
1400000US36027140300,36027140300,"Census Tract 1403, Dutchess County, New York",6306,584,6306,,6306,584,6306,,4564,533,72.4,7.2
1400000US36027140400,36027140400,"Census Tract 1404, Dutchess County, New York",5063,297,5063,,5063,297,5063,,3991,380,78.8,8.0
1400000US36027140500,36027140500,"Census Tract 1405, Dutchess County, New York",2741,258,2741,,2741,258,2741,,1925,300,70.2,9.8
1400000US36027140602,36027140602,"Census Tract 1406.02, Dutchess County, New York",2651,218,2651,,2651,218,2651,,2424,216,91.4,4.9
1400000US36027140700,36027140700,"Census Tract 1407, Dutchess County, New York",6860,358,6860,,6860,358,6860,,5795,337,84.5,2.9
1400000US36027140801,36027140801,"Census Tract 1408.01, Dutchess County, New York",2553,274,2553,,2553,274,2553,,2053,287,80.4,11.6
1400000US36027150003,36027150003,"Census Tract 1500.03, Dutchess County, New York",3163,267,3163,,3163,267,3163,,2817,259,89.1,3.8
1400000US36027150004,36027150004,"Census Tract 1500.04, Dutchess County, New York",3697,259,3697,,3697,259,3697,,3507,253,94.9,3.9
1400000US36027150005,36027150005,"Census Tract 1500.05, Dutchess County, New York",2633,215,2633,,2633,215,2633,,2567,215,97.5,3.1
1400000US36027150006,36027150006,"Census Tract 1500.06, Dutchess County, New York",1798,152,1798,,1798,152,1798,,1698,152,94.4,2.9
1400000US36027160003,36027160003,"Census Tract 1600.03, Dutchess County, New York",2589,188,2589,,2589,188,2589,,2439,206,94.2,3.3
1400000US36027160004,36027160004,"Census Tract 1600.04, Dutchess County, New York",2336,193,2336,,2336,193,2336,,2299,190,98.4,1.9
1400000US36027160005,36027160005,"Census Tract 1600.05, Dutchess County, New York",2658,18,2658,,2658,18,2658,,2546,75,95.8,2.8
1400000US36027170000,36027170000,"Census Tract 1700, Dutchess County, New York",3825,20,3825,,3825,20,3825,,3314,283,86.6,7.4
1400000US36027180001,36027180001,"Census Tract 1800.01, Dutchess County, New York",4887,26,4887,,4887,26,4887,,4808,66,98.4,1.2
1400000US36027190101,36027190101,"Census Tract 1901.01, Dutchess County, New York",4270,313,4270,,4270,313,4270,,3096,328,72.5,7.5
1400000US36027190102,36027190102,"Census Tract 1901.02, Dutchess County, New York",1723,204,1723,,1723,204,1723,,1341,227,77.8,11.0
1400000US36027190203,36027190203,"Census Tract 1902.03, Dutchess County, New York",2529,217,2529,,2529,217,2529,,2013,231,79.6,7.6
1400000US36027190204,36027190204,"Census Tract 1902.04, Dutchess County, New York",5160,307,5160,,5160,307,5160,,4182,282,81.0,5.0
1400000US36027190301,36027190301,"Census Tract 1903.01, Dutchess County, New York",3396,252,3396,,3396,252,3396,,2584,329,76.1,9.8
1400000US36027190401,36027190401,"Census Tract 1904.01, Dutchess County, New York",2182,195,2182,,2182,195,2182,,2063,194,94.5,3.3
1400000US36027190402,36027190402,"Census Tract 1904.02, Dutchess County, New York",3269,283,3269,,3269,283,3269,,2686,378,82.2,8.2
1400000US36027200001,36027200001,"Census Tract 2000.01, Dutchess County, New York",3227,211,3227,,3227,211,3227,,3179,213,98.5,1.5
1400000US36027200002,36027200002,"Census Tract 2000.02, Dutchess County, New York",1502,211,1502,,1502,211,1502,,1415,210,94.2,4.8
1400000US36027210101,36027210101,"Census Tract 2101.01, Dutchess County, New York",4865,312,4865,,4865,312,4865,,3805,411,78.2,7.1
1400000US36027210201,36027210201,"Census Tract 2102.01, Dutchess County, New York",4604,349,4604,,4604,349,4604,,2873,373,62.4,6.1
1400000US36027210301,36027210301,"Census Tract 2103.01, Dutchess County, New York",4198,256,4198,,4198,256,4198,,3393,299,80.8,4.7
1400000US36027220100,36027220100,"Census Tract 2201, Dutchess County, New York",4343,590,4343,,4343,590,4343,,2358,500,54.3,8.7
1400000US36027220201,36027220201,"Census Tract 2202.01, Dutchess County, New York",3279,323,3279,,3279,323,3279,,1638,293,50.0,7.4
1400000US36027220300,36027220300,"Census Tract 2203, Dutchess County, New York",4779,475,4779,,4779,475,4779,,1195,317,25.0,7.0
1400000US36027220700,36027220700,"Census Tract 2207, Dutchess County, New York",2679,268,2679,,2679,268,2679,,1360,261,50.8,8.6
1400000US36027220801,36027220801,"Census Tract 2208.01, Dutchess County, New York",4066,395,4066,,4066,395,4066,,2711,354,66.7,7.3
1400000US36027220901,36027220901,"Census Tract 2209.01, Dutchess County, New York",4099,420,4099,,4099,420,4099,,2090,281,51.0,6.8
1400000US36027221001,36027221001,"Census Tract 2210.01, Dutchess County, New York",4142,315,4142,,4142,315,4142,,3003,322,72.5,8.6
1400000US36027221100,36027221100,"Census Tract 2211, Dutchess County, New York",3785,522,3785,,3785,522,3785,,1523,418,40.2,9.1
1400000US36027300000,36027300000,"Census Tract 3000, Dutchess County, New York",5301,259,5301,,5301,259,5301,,3306,679,62.4,11.8
1400000US36027410000,36027410000,"Census Tract 4100, Dutchess County, New York",3834,429,3834,,3834,429,3834,,3041,412,79.3,4.1
1400000US36027610000,36027610000,"Census Tract 6100, Dutchess County, New York",1876,151,1876,,1876,151,1876,,417,95,22.2,4.7
1400000US36027640001,36027640001,"Census Tract 6400.01, Dutchess County, New York",757,157,757,,757,157,757,,250,91,33.0,8.0
1400000US36027640002,36027640002,"Census Tract 6400.02, Dutchess County, New York",1765,398,1765,,1765,398,1765,,462,103,26.2,5.3
1400000US36047000100,36047000100,"Census Tract 1, Kings County, New York",4610,442,4610,,4610,442,4610,,3673,459,79.7,6.0
1400000US36047000200,36047000200,"Census Tract 2, Kings County, New York",1612,332,1612,,1612,332,1612,,508,240,31.5,14.3
1400000US36047000301,36047000301,"Census Tract 3.01, Kings County, New York",4214,656,4214,,4214,656,4214,,3653,490,86.7,4.7
1400000US36047000501,36047000501,"Census Tract 5.01, Kings County, New York",4400,468,4400,,4400,468,4400,,3617,450,82.2,5.7
1400000US36047000502,36047000502,"Census Tract 5.02, Kings County, New York",2543,293,2543,,2543,293,2543,,2217,269,87.2,4.3
1400000US36047000700,36047000700,"Census Tract 7, Kings County, New York",3827,341,3827,,3827,341,3827,,3603,327,94.1,2.2
1400000US36047000900,36047000900,"Census Tract 9, Kings County, New York",4351,396,4351,,4351,396,4351,,3523,354,81.0,4.4
1400000US36047001100,36047001100,"Census Tract 11, Kings County, New York",580,69,580,,580,69,580,,345,80,59.5,14.5
1400000US36047001300,36047001300,"Census Tract 13, Kings County, New York",2561,298,2561,,2561,298,2561,,1680,226,65.6,7.2
1400000US36047001500,36047001500,"Census Tract 15, Kings County, New York",4529,469,4529,,4529,469,4529,,1817,275,40.1,6.1
1400000US36047001800,36047001800,"Census Tract 18, Kings County, New York",2308,342,2308,,2308,342,2308,,772,160,33.4,3.9
1400000US36047002000,36047002000,"Census Tract 20, Kings County, New York",1397,285,1397,,1397,285,1397,,477,142,34.1,10.5
1400000US36047002100,36047002100,"Census Tract 21, Kings County, New York",3831,363,3831,,3831,363,3831,,3179,338,83.0,5.5
1400000US36047002200,36047002200,"Census Tract 22, Kings County, New York",4666,443,4666,,4666,443,4666,,2204,495,47.2,9.3
1400000US36047002300,36047002300,"Census Tract 23, Kings County, New York",3892,398,3892,,3892,398,3892,,368,134,9.5,3.6
1400000US36047002901,36047002901,"Census Tract 29.01, Kings County, New York",3383,478,3383,,3383,478,3383,,471,260,13.9,6.8
1400000US36047003000,36047003000,"Census Tract 30, Kings County, New York",1932,283,1932,,1932,283,1932,,1439,214,74.5,11.6
1400000US36047003100,36047003100,"Census Tract 31, Kings County, New York",2660,423,2660,,2660,423,2660,,741,206,27.9,5.2
1400000US36047003300,36047003300,"Census Tract 33, Kings County, New York",2948,304,2948,,2948,304,2948,,1872,329,63.5,8.0
1400000US36047003400,36047003400,"Census Tract 34, Kings County, New York",3331,509,3331,,3331,509,3331,,2619,485,78.6,11.7
1400000US36047003500,36047003500,"Census Tract 35, Kings County, New York",1506,151,1506,,1506,151,1506,,488,133,32.4,8.4
1400000US36047003600,36047003600,"Census Tract 36, Kings County, New York",4306,501,4306,,4306,501,4306,,3138,444,72.9,7.9
1400000US36047003700,36047003700,"Census Tract 37, Kings County, New York",729,96,729,,729,96,729,,591,86,81.1,6.4
1400000US36047003800,36047003800,"Census Tract 38, Kings County, New York",1730,234,1730,,1730,234,1730,,1351,227,78.1,11.9
1400000US36047003900,36047003900,"Census Tract 39, Kings County, New York",2490,349,2490,,2490,349,2490,,1615,268,64.9,9.6
1400000US36047004100,36047004100,"Census Tract 41, Kings County, New York",3593,374,3593,,3593,374,3593,,2760,292,76.8,5.7
1400000US36047004300,36047004300,"Census Tract 43, Kings County, New York",3080,294,3080,,3080,294,3080,,2185,271,70.9,7.5
1400000US36047004400,36047004400,"Census Tract 44, Kings County, New York",2506,230,2506,,2506,230,2506,,2273,264,90.7,4.9
1400000US36047004500,36047004500,"Census Tract 45, Kings County, New York",3305,232,3305,,3305,232,3305,,3055,249,92.4,3.0
1400000US36047004600,36047004600,"Census Tract 46, Kings County, New York",1388,140,1388,,1388,140,1388,,1302,155,93.8,4.2
1400000US36047004700,36047004700,"Census Tract 47, Kings County, New York",1524,196,1524,,1524,196,1524,,912,214,59.8,12.5
1400000US36047004900,36047004900,"Census Tract 49, Kings County, New York",2425,264,2425,,2425,264,2425,,1872,242,77.2,6.4
1400000US36047005000,36047005000,"Census Tract 50, Kings County, New York",2298,191,2298,,2298,191,2298,,2194,206,95.5,3.6
1400000US36047005100,36047005100,"Census Tract 51, Kings County, New York",2112,235,2112,,2112,235,2112,,1796,257,85.0,7.0
1400000US36047005201,36047005201,"Census Tract 52.01, Kings County, New York",1698,199,1698,,1698,199,1698,,1376,212,81.0,9.2
1400000US36047005202,36047005202,"Census Tract 52.02, Kings County, New York",2418,205,2418,,2418,205,2418,,2207,215,91.3,6.3
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",2359,417,2359,,2359,417,2359,,1099,244,46.6,11.3
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",3454,358,3454,,3454,358,3454,,2899,335,83.9,7.4
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",2630,251,2630,,2630,251,2630,,2137,360,81.3,10.9
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",1854,306,1854,,1854,306,1854,,1415,208,76.3,13.1
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",3397,403,3397,,3397,403,3397,,2831,386,83.3,5.8
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",1278,236,1278,,1278,236,1278,,832,177,65.1,15.8
1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",2703,306,2703,,2703,306,2703,,2310,307,85.5,5.7
1400000US36047006200,36047006200,"Census Tract 62, Kings County, New York",2738,306,2738,,2738,306,2738,,1785,262,65.2,9.2
1400000US36047006300,36047006300,"Census Tract 63, Kings County, New York",1756,183,1756,,1756,183,1756,,1505,201,85.7,7.4
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",3879,438,3879,,3879,438,3879,,3071,448,79.2,8.0
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",5072,495,5072,,5072,495,5072,,4692,491,92.5,3.5
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",3695,457,3695,,3695,457,3695,,2795,385,75.6,7.5
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",3498,305,3498,,3498,305,3498,,3349,302,95.7,2.0
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",5336,577,5336,,5336,577,5336,,3770,511,70.7,8.1
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",3653,445,3653,,3653,445,3653,,3108,330,85.1,8.0
1400000US36047007000,36047007000,"Census Tract 70, Kings County, New York",2580,330,2580,,2580,330,2580,,1748,343,67.8,11.2
1400000US36047007100,36047007100,"Census Tract 71, Kings County, New York",4792,381,4792,,4792,381,4792,,1506,308,31.4,5.9
1400000US36047007200,36047007200,"Census Tract 72, Kings County, New York",2087,309,2087,,2087,309,2087,,555,220,26.6,12.3
1400000US36047007400,36047007400,"Census Tract 74, Kings County, New York",6121,653,6121,,6121,653,6121,,2308,580,37.7,9.5
1400000US36047007500,36047007500,"Census Tract 75, Kings County, New York",4812,575,4812,,4812,575,4812,,3610,623,75.0,11.1
1400000US36047007600,36047007600,"Census Tract 76, Kings County, New York",4140,510,4140,,4140,510,4140,,1627,400,39.3,9.4
1400000US36047007700,36047007700,"Census Tract 77, Kings County, New York",4423,450,4423,,4423,450,4423,,3469,528,78.4,8.0
1400000US36047007800,36047007800,"Census Tract 78, Kings County, New York",5479,565,5479,,5479,565,5479,,2986,613,54.5,10.7
1400000US36047008000,36047008000,"Census Tract 80, Kings County, New York",4378,576,4378,,4378,576,4378,,1824,461,41.7,10.2
1400000US36047008200,36047008200,"Census Tract 82, Kings County, New York",4353,456,4353,,4353,456,4353,,1446,355,33.2,8.3
1400000US36047008400,36047008400,"Census Tract 84, Kings County, New York",3665,465,3665,,3665,465,3665,,1643,403,44.8,11.9
1400000US36047008500,36047008500,"Census Tract 85, Kings County, New York",7033,503,7033,,7033,503,7033,,1138,393,16.2,5.6
1400000US36047008600,36047008600,"Census Tract 86, Kings County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36047008800,36047008800,"Census Tract 88, Kings County, New York",3072,400,3072,,3072,400,3072,,1820,377,59.2,10.8
1400000US36047009000,36047009000,"Census Tract 90, Kings County, New York",3214,342,3214,,3214,342,3214,,815,271,25.4,8.2
1400000US36047009200,36047009200,"Census Tract 92, Kings County, New York",5106,525,5106,,5106,525,5106,,1703,392,33.4,8.4
1400000US36047009400,36047009400,"Census Tract 94, Kings County, New York",5833,641,5833,,5833,641,5833,,1473,389,25.3,6.6
1400000US36047009600,36047009600,"Census Tract 96, Kings County, New York",6090,673,6090,,6090,673,6090,,2906,641,47.7,8.7
1400000US36047009800,36047009800,"Census Tract 98, Kings County, New York",7585,722,7585,,7585,722,7585,,1627,469,21.5,6.1
1400000US36047010000,36047010000,"Census Tract 100, Kings County, New York",6373,654,6373,,6373,654,6373,,1533,366,24.1,5.7
1400000US36047010100,36047010100,"Census Tract 101, Kings County, New York",4208,382,4208,,4208,382,4208,,2471,357,58.7,7.7
1400000US36047010200,36047010200,"Census Tract 102, Kings County, New York",5321,515,5321,,5321,515,5321,,1182,294,22.2,5.9
1400000US36047010400,36047010400,"Census Tract 104, Kings County, New York",6262,730,6262,,6262,730,6262,,565,308,9.0,4.8
1400000US36047010600,36047010600,"Census Tract 106, Kings County, New York",6176,546,6176,,6176,546,6176,,560,240,9.1,4.0
1400000US36047010800,36047010800,"Census Tract 108, Kings County, New York",4854,589,4854,,4854,589,4854,,852,291,17.6,6.1
1400000US36047011000,36047011000,"Census Tract 110, Kings County, New York",2552,342,2552,,2552,342,2552,,917,260,35.9,10.3
1400000US36047011200,36047011200,"Census Tract 112, Kings County, New York",6178,643,6178,,6178,643,6178,,3247,578,52.6,8.4
1400000US36047011400,36047011400,"Census Tract 114, Kings County, New York",4394,607,4394,,4394,607,4394,,3260,560,74.2,5.7
1400000US36047011600,36047011600,"Census Tract 116, Kings County, New York",4614,581,4614,,4614,581,4614,,730,229,15.8,5.1
1400000US36047011700,36047011700,"Census Tract 117, Kings County, New York",2568,331,2568,,2568,331,2568,,1992,354,77.6,8.6
1400000US36047011800,36047011800,"Census Tract 118, Kings County, New York",2555,488,2555,,2555,488,2555,,451,167,17.7,8.5
1400000US36047011900,36047011900,"Census Tract 119, Kings County, New York",1664,266,1664,,1664,266,1664,,1220,161,73.3,14.5
1400000US36047012000,36047012000,"Census Tract 120, Kings County, New York",1443,384,1443,,1443,384,1443,,68,42,4.7,3.6
1400000US36047012100,36047012100,"Census Tract 121, Kings County, New York",1980,327,1980,,1980,327,1980,,1316,333,66.5,15.4
1400000US36047012200,36047012200,"Census Tract 122, Kings County, New York",5015,525,5015,,5015,525,5015,,1599,441,31.9,8.6
1400000US36047012600,36047012600,"Census Tract 126, Kings County, New York",3113,376,3113,,3113,376,3113,,1323,279,42.5,9.5
1400000US36047012700,36047012700,"Census Tract 127, Kings County, New York",3712,317,3712,,3712,317,3712,,1072,203,28.9,5.2
1400000US36047012801,36047012801,"Census Tract 128.01, Kings County, New York",2131,224,2131,,2131,224,2131,,938,198,44.0,10.2
1400000US36047012901,36047012901,"Census Tract 129.01, Kings County, New York",2487,318,2487,,2487,318,2487,,1460,229,58.7,8.5
1400000US36047012902,36047012902,"Census Tract 129.02, Kings County, New York",2027,312,2027,,2027,312,2027,,1316,248,64.9,8.2
1400000US36047013000,36047013000,"Census Tract 130, Kings County, New York",4971,479,4971,,4971,479,4971,,3276,559,65.9,10.7
1400000US36047013100,36047013100,"Census Tract 131, Kings County, New York",4304,435,4304,,4304,435,4304,,2717,358,63.1,9.5
1400000US36047013200,36047013200,"Census Tract 132, Kings County, New York",2147,266,2147,,2147,266,2147,,1012,267,47.1,11.2
1400000US36047013300,36047013300,"Census Tract 133, Kings County, New York",4614,437,4614,,4614,437,4614,,3824,436,82.9,5.6
1400000US36047013400,36047013400,"Census Tract 134, Kings County, New York",4090,412,4090,,4090,412,4090,,3092,511,75.6,8.8
1400000US36047013500,36047013500,"Census Tract 135, Kings County, New York",3580,238,3580,,3580,238,3580,,2808,264,78.4,6.4
1400000US36047013600,36047013600,"Census Tract 136, Kings County, New York",3826,372,3826,,3826,372,3826,,3112,320,81.3,7.0
1400000US36047013700,36047013700,"Census Tract 137, Kings County, New York",3268,286,3268,,3268,286,3268,,2655,246,81.2,6.0
1400000US36047013800,36047013800,"Census Tract 138, Kings County, New York",4020,563,4020,,4020,563,4020,,3591,584,89.3,4.8
1400000US36047013900,36047013900,"Census Tract 139, Kings County, New York",3747,343,3747,,3747,343,3747,,2843,382,75.9,6.2
1400000US36047014000,36047014000,"Census Tract 140, Kings County, New York",1873,198,1873,,1873,198,1873,,1705,225,91.0,5.7
1400000US36047014100,36047014100,"Census Tract 141, Kings County, New York",3891,428,3891,,3891,428,3891,,2653,440,68.2,9.7
1400000US36047014200,36047014200,"Census Tract 142, Kings County, New York",2980,397,2980,,2980,397,2980,,2409,319,80.8,9.8
1400000US36047014300,36047014300,"Census Tract 143, Kings County, New York",3788,432,3788,,3788,432,3788,,1834,421,48.4,10.2
1400000US36047014500,36047014500,"Census Tract 145, Kings County, New York",4534,352,4534,,4534,352,4534,,2756,397,60.8,7.7
1400000US36047014700,36047014700,"Census Tract 147, Kings County, New York",2328,361,2328,,2328,361,2328,,1548,300,66.5,13.0
1400000US36047014800,36047014800,"Census Tract 148, Kings County, New York",1238,167,1238,,1238,167,1238,,1219,168,98.5,2.3
1400000US36047014900,36047014900,"Census Tract 149, Kings County, New York",5581,509,5581,,5581,509,5581,,4447,564,79.7,5.6
1400000US36047015000,36047015000,"Census Tract 150, Kings County, New York",1666,258,1666,,1666,258,1666,,1488,215,89.3,10.3
1400000US36047015100,36047015100,"Census Tract 151, Kings County, New York",3823,382,3823,,3823,382,3823,,3347,380,87.5,4.4
1400000US36047015200,36047015200,"Census Tract 152, Kings County, New York",2527,276,2527,,2527,276,2527,,1922,265,76.1,8.1
1400000US36047015300,36047015300,"Census Tract 153, Kings County, New York",2949,353,2949,,2949,353,2949,,2444,327,82.9,5.4
1400000US36047015400,36047015400,"Census Tract 154, Kings County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36047015500,36047015500,"Census Tract 155, Kings County, New York",3560,361,3560,,3560,361,3560,,3152,346,88.5,4.1
1400000US36047015700,36047015700,"Census Tract 157, Kings County, New York",4264,390,4264,,4264,390,4264,,3845,390,90.2,3.1
1400000US36047015900,36047015900,"Census Tract 159, Kings County, New York",5470,720,5470,,5470,720,5470,,4407,611,80.6,9.1
1400000US36047016000,36047016000,"Census Tract 160, Kings County, New York",4513,474,4513,,4513,474,4513,,3219,447,71.3,6.0
1400000US36047016100,36047016100,"Census Tract 161, Kings County, New York",3252,386,3252,,3252,386,3252,,2235,343,68.7,8.7
1400000US36047016200,36047016200,"Census Tract 162, Kings County, New York",2655,387,2655,,2655,387,2655,,1644,386,61.9,12.4
1400000US36047016300,36047016300,"Census Tract 163, Kings County, New York",3247,304,3247,,3247,304,3247,,2093,244,64.5,6.0
1400000US36047016400,36047016400,"Census Tract 164, Kings County, New York",789,340,789,,789,340,789,,473,128,59.9,28.6
1400000US36047016500,36047016500,"Census Tract 165, Kings County, New York",5295,413,5295,,5295,413,5295,,4598,464,86.8,4.3
1400000US36047016600,36047016600,"Census Tract 166, Kings County, New York",2072,285,2072,,2072,285,2072,,2030,291,98.0,1.9
1400000US36047016700,36047016700,"Census Tract 167, Kings County, New York",4910,571,4910,,4910,571,4910,,3993,596,81.3,8.2
1400000US36047016800,36047016800,"Census Tract 168, Kings County, New York",1571,195,1571,,1571,195,1571,,1224,214,77.9,8.8
1400000US36047016900,36047016900,"Census Tract 169, Kings County, New York",4771,434,4771,,4771,434,4771,,3215,497,67.4,9.5
1400000US36047017000,36047017000,"Census Tract 170, Kings County, New York",3698,492,3698,,3698,492,3698,,2134,315,57.7,9.6
1400000US36047017100,36047017100,"Census Tract 171, Kings County, New York",3862,303,3862,,3862,303,3862,,3465,337,89.7,4.2
1400000US36047017200,36047017200,"Census Tract 172, Kings County, New York",3269,560,3269,,3269,560,3269,,1675,394,51.2,13.8
1400000US36047017400,36047017400,"Census Tract 174, Kings County, New York",1981,204,1981,,1981,204,1981,,1150,227,58.1,10.0
1400000US36047017500,36047017500,"Census Tract 175, Kings County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36047017600,36047017600,"Census Tract 176, Kings County, New York",1990,301,1990,,1990,301,1990,,1142,184,57.4,8.7
1400000US36047017700,36047017700,"Census Tract 177, Kings County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36047017800,36047017800,"Census Tract 178, Kings County, New York",2578,318,2578,,2578,318,2578,,1389,317,53.9,9.6
