Id,Id2,Geography,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78
1400000US36047043800,36047043800,"Census Tract 438, Kings County, New York",2636,292,2636,,2248,332,85.3,6.9
1400000US36047043900,36047043900,"Census Tract 439, Kings County, New York",4310,577,4310,,1704,619,39.5,11.7
1400000US36047044000,36047044000,"Census Tract 440, Kings County, New York",2528,288,2528,,2351,281,93.0,5.6
1400000US36047044100,36047044100,"Census Tract 441, Kings County, New York",6570,493,6570,,2112,483,32.1,6.9
1400000US36047044200,36047044200,"Census Tract 442, Kings County, New York",2504,338,2504,,2400,339,95.8,2.7
1400000US36047044300,36047044300,"Census Tract 443, Kings County, New York",6505,635,6505,,2899,561,44.6,8.1
1400000US36047044400,36047044400,"Census Tract 444, Kings County, New York",3128,411,3128,,2854,391,91.2,6.1
1400000US36047044500,36047044500,"Census Tract 445, Kings County, New York",4694,550,4694,,2321,536,49.4,9.0
1400000US36047044600,36047044600,"Census Tract 446, Kings County, New York",1809,216,1809,,1083,244,59.9,11.1
1400000US36047044700,36047044700,"Census Tract 447, Kings County, New York",2589,373,2589,,1046,310,40.4,12.4
1400000US36047044800,36047044800,"Census Tract 448, Kings County, New York",1835,205,1835,,1583,219,86.3,7.9
1400000US36047044900,36047044900,"Census Tract 449, Kings County, New York",3108,385,3108,,1323,319,42.6,11.1
1400000US36047045000,36047045000,"Census Tract 450, Kings County, New York",703,273,703,,509,228,72.4,20.5
1400000US36047045200,36047045200,"Census Tract 452, Kings County, New York",2499,422,2499,,2446,422,97.9,1.7
1400000US36047045300,36047045300,"Census Tract 453, Kings County, New York",1824,450,1824,,1014,229,55.6,16.1
1400000US36047045400,36047045400,"Census Tract 454, Kings County, New York",1883,314,1883,,1602,324,85.1,9.3
1400000US36047045600,36047045600,"Census Tract 456, Kings County, New York",2437,253,2437,,2229,276,91.5,5.5
1400000US36047045800,36047045800,"Census Tract 458, Kings County, New York",1509,221,1509,,1471,224,97.5,3.0
1400000US36047046000,36047046000,"Census Tract 460, Kings County, New York",3612,304,3612,,1991,390,55.1,9.7
1400000US36047046201,36047046201,"Census Tract 462.01, Kings County, New York",2468,351,2468,,1867,313,75.6,11.4
1400000US36047046202,36047046202,"Census Tract 462.02, Kings County, New York",2161,372,2161,,1888,430,87.4,10.0
1400000US36047046400,36047046400,"Census Tract 464, Kings County, New York",2732,254,2732,,2516,273,92.1,5.0
1400000US36047046800,36047046800,"Census Tract 468, Kings County, New York",2186,402,2186,,2121,389,97.0,2.7
1400000US36047047000,36047047000,"Census Tract 470, Kings County, New York",2998,521,2998,,2954,519,98.5,1.4
1400000US36047047200,36047047200,"Census Tract 472, Kings County, New York",3126,371,3126,,3126,371,100.0,1.0
1400000US36047047400,36047047400,"Census Tract 474, Kings County, New York",2774,365,2774,,2653,379,95.6,6.0
1400000US36047047600,36047047600,"Census Tract 476, Kings County, New York",3597,549,3597,,3549,556,98.7,1.8
1400000US36047047700,36047047700,"Census Tract 477, Kings County, New York",3184,224,3184,,2745,253,86.2,5.2
1400000US36047047800,36047047800,"Census Tract 478, Kings County, New York",4223,651,4223,,3384,718,80.1,9.9
1400000US36047048000,36047048000,"Census Tract 480, Kings County, New York",3640,418,3640,,2980,459,81.9,6.6
1400000US36047048100,36047048100,"Census Tract 481, Kings County, New York",2672,358,2672,,2306,339,86.3,6.5
1400000US36047048200,36047048200,"Census Tract 482, Kings County, New York",5587,511,5587,,3512,320,62.9,5.8
1400000US36047048400,36047048400,"Census Tract 484, Kings County, New York",5401,658,5401,,4045,708,74.9,7.2
1400000US36047048500,36047048500,"Census Tract 485, Kings County, New York",2794,376,2794,,2029,376,72.6,8.9
1400000US36047048600,36047048600,"Census Tract 486, Kings County, New York",3609,378,3609,,1289,373,35.7,8.7
1400000US36047048800,36047048800,"Census Tract 488, Kings County, New York",4072,401,4072,,2645,439,65.0,8.3
1400000US36047048900,36047048900,"Census Tract 489, Kings County, New York",4169,508,4169,,1313,498,31.5,10.3
1400000US36047049000,36047049000,"Census Tract 490, Kings County, New York",6125,661,6125,,3936,604,64.3,7.2
1400000US36047049100,36047049100,"Census Tract 491, Kings County, New York",5819,653,5819,,1898,441,32.6,7.1
1400000US36047049200,36047049200,"Census Tract 492, Kings County, New York",3533,650,3533,,1612,454,45.6,12.6
1400000US36047049300,36047049300,"Census Tract 493, Kings County, New York",7776,711,7776,,3995,735,51.4,8.9
1400000US36047049400,36047049400,"Census Tract 494, Kings County, New York",5667,599,5667,,3213,494,56.7,7.9
1400000US36047049500,36047049500,"Census Tract 495, Kings County, New York",2829,323,2829,,2501,333,88.4,5.1
1400000US36047049600,36047049600,"Census Tract 496, Kings County, New York",4155,425,4155,,1955,284,47.1,8.4
1400000US36047049700,36047049700,"Census Tract 497, Kings County, New York",2812,245,2812,,2572,255,91.5,4.5
1400000US36047049800,36047049800,"Census Tract 498, Kings County, New York",4373,532,4373,,2308,438,52.8,9.5
1400000US36047049900,36047049900,"Census Tract 499, Kings County, New York",1654,199,1654,,1487,160,89.9,7.4
1400000US36047050000,36047050000,"Census Tract 500, Kings County, New York",3557,339,3557,,2584,278,72.6,9.5
1400000US36047050100,36047050100,"Census Tract 501, Kings County, New York",2929,360,2929,,2541,355,86.8,7.5
1400000US36047050202,36047050202,"Census Tract 502.02, Kings County, New York",2349,197,2349,,2142,225,91.2,4.2
1400000US36047050300,36047050300,"Census Tract 503, Kings County, New York",2555,264,2555,,2303,266,90.1,5.5
1400000US36047050400,36047050400,"Census Tract 504, Kings County, New York",4555,397,4555,,3192,435,70.1,7.9
1400000US36047050500,36047050500,"Census Tract 505, Kings County, New York",4178,332,4178,,1786,398,42.7,8.5
1400000US36047050600,36047050600,"Census Tract 506, Kings County, New York",5597,565,5597,,1374,345,24.5,5.9
1400000US36047050700,36047050700,"Census Tract 507, Kings County, New York",2435,310,2435,,2014,318,82.7,7.8
1400000US36047050801,36047050801,"Census Tract 508.01, Kings County, New York",4134,467,4134,,390,287,9.4,7.1
1400000US36047050803,36047050803,"Census Tract 508.03, Kings County, New York",2258,415,2258,,372,159,16.5,7.5
1400000US36047050804,36047050804,"Census Tract 508.04, Kings County, New York",6138,591,6138,,858,264,14.0,4.3
1400000US36047050900,36047050900,"Census Tract 509, Kings County, New York",3697,368,3697,,3409,419,92.2,4.4
1400000US36047051001,36047051001,"Census Tract 510.01, Kings County, New York",3539,493,3539,,246,215,7.0,6.2
1400000US36047051002,36047051002,"Census Tract 510.02, Kings County, New York",4686,386,4686,,709,290,15.1,6.2
1400000US36047051100,36047051100,"Census Tract 511, Kings County, New York",3589,396,3589,,1736,439,48.4,9.6
1400000US36047051200,36047051200,"Census Tract 512, Kings County, New York",6022,409,6022,,857,298,14.2,4.7
1400000US36047051300,36047051300,"Census Tract 513, Kings County, New York",4151,372,4151,,3392,371,81.7,6.0
1400000US36047051400,36047051400,"Census Tract 514, Kings County, New York",7076,671,7076,,1264,355,17.9,5.3
1400000US36047051500,36047051500,"Census Tract 515, Kings County, New York",1395,259,1395,,1325,270,95.0,3.1
1400000US36047051601,36047051601,"Census Tract 516.01, Kings County, New York",5693,694,5693,,393,165,6.9,3.1
1400000US36047051602,36047051602,"Census Tract 516.02, Kings County, New York",3420,450,3420,,275,113,8.0,3.3
1400000US36047051700,36047051700,"Census Tract 517, Kings County, New York",1773,212,1773,,1336,241,75.4,12.8
1400000US36047051800,36047051800,"Census Tract 518, Kings County, New York",3417,434,3417,,1099,254,32.2,8.0
1400000US36047051900,36047051900,"Census Tract 519, Kings County, New York",3958,468,3958,,3362,425,84.9,6.6
1400000US36047052000,36047052000,"Census Tract 520, Kings County, New York",4216,412,4216,,1404,313,33.3,6.8
1400000US36047052300,36047052300,"Census Tract 523, Kings County, New York",6129,634,6129,,4689,582,76.5,6.1
1400000US36047052500,36047052500,"Census Tract 525, Kings County, New York",3296,447,3296,,2934,459,89.0,4.1
1400000US36047052600,36047052600,"Census Tract 526, Kings County, New York",4537,435,4537,,2152,378,47.4,8.7
1400000US36047052700,36047052700,"Census Tract 527, Kings County, New York",6672,718,6672,,4749,726,71.2,7.9
1400000US36047052800,36047052800,"Census Tract 528, Kings County, New York",2117,285,2117,,1017,181,48.0,9.6
1400000US36047052900,36047052900,"Census Tract 529, Kings County, New York",4042,525,4042,,3794,537,93.9,5.1
1400000US36047053000,36047053000,"Census Tract 530, Kings County, New York",3037,288,3037,,2159,314,71.1,6.7
1400000US36047053100,36047053100,"Census Tract 531, Kings County, New York",8258,711,8258,,8251,708,99.9,0.4
1400000US36047053200,36047053200,"Census Tract 532, Kings County, New York",2567,325,2567,,1674,266,65.2,13.2
1400000US36047053300,36047053300,"Census Tract 533, Kings County, New York",6879,710,6879,,6758,723,98.2,1.5
1400000US36047053400,36047053400,"Census Tract 534, Kings County, New York",3754,509,3754,,2519,478,67.1,7.7
1400000US36047053500,36047053500,"Census Tract 535, Kings County, New York",4051,484,4051,,3657,458,90.3,8.0
1400000US36047053700,36047053700,"Census Tract 537, Kings County, New York",3578,348,3578,,3495,343,97.7,1.0
1400000US36047053800,36047053800,"Census Tract 538, Kings County, New York",3925,377,3925,,2986,416,76.1,11.0
1400000US36047053900,36047053900,"Census Tract 539, Kings County, New York",2858,267,2858,,2699,316,94.4,3.5
1400000US36047054200,36047054200,"Census Tract 542, Kings County, New York",4294,505,4294,,3806,505,88.6,5.2
1400000US36047054300,36047054300,"Census Tract 543, Kings County, New York",220,107,220,,147,64,66.8,27.8
1400000US36047054400,36047054400,"Census Tract 544, Kings County, New York",2872,318,2872,,2596,336,90.4,3.5
1400000US36047054500,36047054500,"Census Tract 545, Kings County, New York",6618,719,6618,,5733,714,86.6,3.9
1400000US36047054600,36047054600,"Census Tract 546, Kings County, New York",4434,407,4434,,4143,429,93.4,3.9
1400000US36047054700,36047054700,"Census Tract 547, Kings County, New York",5081,526,5081,,4228,535,83.2,6.0
1400000US36047054800,36047054800,"Census Tract 548, Kings County, New York",2475,339,2475,,1959,318,79.2,9.8
1400000US36047054900,36047054900,"Census Tract 549, Kings County, New York",3402,438,3402,,2893,437,85.0,5.7
1400000US36047055000,36047055000,"Census Tract 550, Kings County, New York",3793,444,3793,,3271,432,86.2,10.8
1400000US36047055100,36047055100,"Census Tract 551, Kings County, New York",5243,539,5243,,4049,472,77.2,6.2
1400000US36047055200,36047055200,"Census Tract 552, Kings County, New York",3295,309,3295,,2358,265,71.6,8.0
1400000US36047055300,36047055300,"Census Tract 553, Kings County, New York",2737,296,2737,,2085,291,76.2,6.3
1400000US36047055400,36047055400,"Census Tract 554, Kings County, New York",3696,372,3696,,2932,327,79.3,9.1
1400000US36047055500,36047055500,"Census Tract 555, Kings County, New York",3789,346,3789,,2908,345,76.7,6.4
1400000US36047055600,36047055600,"Census Tract 556, Kings County, New York",3676,424,3676,,3438,438,93.5,3.2
1400000US36047055700,36047055700,"Census Tract 557, Kings County, New York",1925,234,1925,,1733,263,90.0,4.9
1400000US36047055800,36047055800,"Census Tract 558, Kings County, New York",2278,325,2278,,1958,359,86.0,9.1
1400000US36047056000,36047056000,"Census Tract 560, Kings County, New York",3083,340,3083,,2872,345,93.2,3.9
1400000US36047056100,36047056100,"Census Tract 561, Kings County, New York",2912,260,2912,,2724,272,93.5,3.1
1400000US36047056200,36047056200,"Census Tract 562, Kings County, New York",1683,227,1683,,1529,250,90.8,7.5
1400000US36047056300,36047056300,"Census Tract 563, Kings County, New York",4288,418,4288,,3011,424,70.2,7.7
1400000US36047056400,36047056400,"Census Tract 564, Kings County, New York",2511,238,2511,,2310,247,92.0,3.6
1400000US36047056500,36047056500,"Census Tract 565, Kings County, New York",3129,339,3129,,2763,375,88.3,5.1
1400000US36047056600,36047056600,"Census Tract 566, Kings County, New York",2838,353,2838,,1811,371,63.8,10.7
1400000US36047056800,36047056800,"Census Tract 568, Kings County, New York",1295,200,1295,,998,167,77.1,10.5
1400000US36047056900,36047056900,"Census Tract 569, Kings County, New York",1497,286,1497,,1417,285,94.7,2.8
1400000US36047057000,36047057000,"Census Tract 570, Kings County, New York",3325,250,3325,,2282,196,68.6,6.3
1400000US36047057100,36047057100,"Census Tract 571, Kings County, New York",4077,507,4077,,3984,512,97.7,1.6
1400000US36047057200,36047057200,"Census Tract 572, Kings County, New York",4615,451,4615,,1778,437,38.5,9.7
1400000US36047057300,36047057300,"Census Tract 573, Kings County, New York",2295,282,2295,,2079,265,90.6,7.0
1400000US36047057400,36047057400,"Census Tract 574, Kings County, New York",2842,345,2842,,1666,295,58.6,9.8
1400000US36047057500,36047057500,"Census Tract 575, Kings County, New York",3811,619,3811,,2816,560,73.9,11.9
1400000US36047057600,36047057600,"Census Tract 576, Kings County, New York",3304,309,3304,,2017,361,61.0,8.0
1400000US36047057800,36047057800,"Census Tract 578, Kings County, New York",3103,310,3103,,1975,258,63.6,6.8
1400000US36047057900,36047057900,"Census Tract 579, Kings County, New York",936,197,936,,785,159,83.9,7.5
1400000US36047058000,36047058000,"Census Tract 580, Kings County, New York",3638,340,3638,,1991,421,54.7,11.1
1400000US36047058200,36047058200,"Census Tract 582, Kings County, New York",2892,402,2892,,1701,397,58.8,10.7
1400000US36047058400,36047058400,"Census Tract 584, Kings County, New York",3506,402,3506,,2775,286,79.2,9.0
1400000US36047058600,36047058600,"Census Tract 586, Kings County, New York",2621,289,2621,,1059,269,40.4,9.3
1400000US36047058800,36047058800,"Census Tract 588, Kings County, New York",3581,377,3581,,2862,501,79.9,8.8
1400000US36047058900,36047058900,"Census Tract 589, Kings County, New York",1912,163,1912,,1653,182,86.5,8.0
1400000US36047059000,36047059000,"Census Tract 590, Kings County, New York",1807,259,1807,,550,160,30.4,9.8
1400000US36047059100,36047059100,"Census Tract 591, Kings County, New York",3647,310,3647,,3441,317,94.4,4.4
1400000US36047059200,36047059200,"Census Tract 592, Kings County, New York",4172,398,4172,,2669,332,64.0,8.5
1400000US36047059300,36047059300,"Census Tract 593, Kings County, New York",1717,251,1717,,1558,251,90.7,4.9
1400000US36047059401,36047059401,"Census Tract 594.01, Kings County, New York",7642,806,7642,,4909,677,64.2,9.3
1400000US36047059402,36047059402,"Census Tract 594.02, Kings County, New York",4584,517,4584,,3687,436,80.4,7.1
1400000US36047059600,36047059600,"Census Tract 596, Kings County, New York",2338,192,2338,,2257,194,96.5,3.0
1400000US36047059800,36047059800,"Census Tract 598, Kings County, New York",3284,434,3284,,2707,443,82.4,7.1
1400000US36047060000,36047060000,"Census Tract 600, Kings County, New York",5484,428,5484,,4918,454,89.7,3.4
1400000US36047060600,36047060600,"Census Tract 606, Kings County, New York",2628,261,2628,,1955,278,74.4,7.8
1400000US36047060800,36047060800,"Census Tract 608, Kings County, New York",3054,322,3054,,2826,342,92.5,4.9
1400000US36047061002,36047061002,"Census Tract 610.02, Kings County, New York",4563,487,4563,,4415,470,96.8,3.9
1400000US36047061003,36047061003,"Census Tract 610.03, Kings County, New York",1804,401,1804,,1028,409,57.0,21.6
1400000US36047061004,36047061004,"Census Tract 610.04, Kings County, New York",5917,595,5917,,5495,600,92.9,3.6
1400000US36047061200,36047061200,"Census Tract 612, Kings County, New York",1004,184,1004,,1004,184,100.0,3.2
1400000US36047061600,36047061600,"Census Tract 616, Kings County, New York",1727,243,1727,,1642,212,95.1,2.6
1400000US36047062000,36047062000,"Census Tract 620, Kings County, New York",2095,261,2095,,2073,262,98.9,1.4
1400000US36047062200,36047062200,"Census Tract 622, Kings County, New York",3171,362,3171,,2939,330,92.7,4.0
1400000US36047062600,36047062600,"Census Tract 626, Kings County, New York",2651,394,2651,,1930,344,72.8,11.9
1400000US36047062800,36047062800,"Census Tract 628, Kings County, New York",5375,420,5375,,5287,424,98.4,1.6
1400000US36047063200,36047063200,"Census Tract 632, Kings County, New York",1456,216,1456,,1277,179,87.7,11.3
1400000US36047063600,36047063600,"Census Tract 636, Kings County, New York",1236,140,1236,,1155,133,93.4,4.2
1400000US36047063800,36047063800,"Census Tract 638, Kings County, New York",1695,191,1695,,1300,208,76.7,12.5
1400000US36047064000,36047064000,"Census Tract 640, Kings County, New York",2021,323,2021,,1721,258,85.2,16.0
1400000US36047064200,36047064200,"Census Tract 642, Kings County, New York",2646,462,2646,,2478,446,93.7,4.3
1400000US36047064400,36047064400,"Census Tract 644, Kings County, New York",2534,425,2534,,2143,387,84.6,6.9
1400000US36047064600,36047064600,"Census Tract 646, Kings County, New York",2418,216,2418,,2140,274,88.5,8.8
1400000US36047064800,36047064800,"Census Tract 648, Kings County, New York",1869,336,1869,,1110,203,59.4,13.7
1400000US36047065000,36047065000,"Census Tract 650, Kings County, New York",1538,215,1538,,579,216,37.6,10.8
1400000US36047065200,36047065200,"Census Tract 652, Kings County, New York",1369,184,1369,,1075,195,78.5,9.5
1400000US36047065400,36047065400,"Census Tract 654, Kings County, New York",1629,130,1629,,1463,158,89.8,5.0
1400000US36047065600,36047065600,"Census Tract 656, Kings County, New York",1872,146,1872,,1585,198,84.7,10.1
1400000US36047065800,36047065800,"Census Tract 658, Kings County, New York",2157,241,2157,,1932,253,89.6,6.2
1400000US36047066000,36047066000,"Census Tract 660, Kings County, New York",1890,202,1890,,1692,220,89.5,7.4
1400000US36047066200,36047066200,"Census Tract 662, Kings County, New York",1771,266,1771,,1125,196,63.5,13.3
1400000US36047066600,36047066600,"Census Tract 666, Kings County, New York",0,12,0,,0,12,,
1400000US36047067000,36047067000,"Census Tract 670, Kings County, New York",2896,339,2896,,850,235,29.4,8.7
1400000US36047067200,36047067200,"Census Tract 672, Kings County, New York",1556,214,1556,,333,106,21.4,6.9
1400000US36047067400,36047067400,"Census Tract 674, Kings County, New York",1995,318,1995,,657,163,32.9,9.2
1400000US36047067600,36047067600,"Census Tract 676, Kings County, New York",2049,284,2049,,347,150,16.9,8.2
1400000US36047067800,36047067800,"Census Tract 678, Kings County, New York",2546,309,2546,,377,161,14.8,6.5
1400000US36047068000,36047068000,"Census Tract 680, Kings County, New York",2007,354,2007,,325,104,16.2,6.0
1400000US36047068200,36047068200,"Census Tract 682, Kings County, New York",2784,368,2784,,594,172,21.3,7.3
1400000US36047068600,36047068600,"Census Tract 686, Kings County, New York",1454,181,1454,,835,172,57.4,11.9
1400000US36047068800,36047068800,"Census Tract 688, Kings County, New York",1840,193,1840,,725,151,39.4,8.1
1400000US36047069000,36047069000,"Census Tract 690, Kings County, New York",1598,237,1598,,444,218,27.8,11.9
1400000US36047069200,36047069200,"Census Tract 692, Kings County, New York",2418,226,2418,,390,125,16.1,5.4
1400000US36047069601,36047069601,"Census Tract 696.01, Kings County, New York",4079,571,4079,,2585,524,63.4,8.7
1400000US36047069602,36047069602,"Census Tract 696.02, Kings County, New York",6274,582,6274,,4426,474,70.5,6.5
1400000US36047069800,36047069800,"Census Tract 698, Kings County, New York",1474,138,1474,,1404,147,95.3,4.5
1400000US36047070000,36047070000,"Census Tract 700, Kings County, New York",1842,212,1842,,1841,212,99.9,0.1
1400000US36047070201,36047070201,"Census Tract 702.01, Kings County, New York",6240,568,6240,,5984,633,95.9,4.3
1400000US36047070202,36047070202,"Census Tract 702.02, Kings County, New York",135,214,135,,135,214,100.0,21.2
1400000US36047070203,36047070203,"Census Tract 702.03, Kings County, New York",0,12,0,,0,12,,
1400000US36047070600,36047070600,"Census Tract 706, Kings County, New York",2785,243,2785,,2741,258,98.4,2.6
1400000US36047072000,36047072000,"Census Tract 720, Kings County, New York",2153,253,2153,,191,179,8.9,8.5
1400000US36047072200,36047072200,"Census Tract 722, Kings County, New York",3052,330,3052,,99,69,3.2,2.3
1400000US36047072400,36047072400,"Census Tract 724, Kings County, New York",2076,291,2076,,96,70,4.6,3.4
1400000US36047072600,36047072600,"Census Tract 726, Kings County, New York",2414,260,2414,,87,55,3.6,2.3
1400000US36047072800,36047072800,"Census Tract 728, Kings County, New York",3582,443,3582,,309,157,8.6,4.4
1400000US36047073000,36047073000,"Census Tract 730, Kings County, New York",2613,302,2613,,160,98,6.1,3.9
1400000US36047073200,36047073200,"Census Tract 732, Kings County, New York",2864,398,2864,,168,97,5.9,3.7
1400000US36047073400,36047073400,"Census Tract 734, Kings County, New York",2340,294,2340,,74,38,3.2,1.7
1400000US36047073600,36047073600,"Census Tract 736, Kings County, New York",3569,369,3569,,520,208,14.6,5.5
1400000US36047073800,36047073800,"Census Tract 738, Kings County, New York",3538,413,3538,,1454,408,41.1,9.9
1400000US36047074000,36047074000,"Census Tract 740, Kings County, New York",3595,423,3595,,590,250,16.4,7.1
1400000US36047074200,36047074200,"Census Tract 742, Kings County, New York",3597,269,3597,,1884,309,52.4,7.5
1400000US36047074400,36047074400,"Census Tract 744, Kings County, New York",2597,325,2597,,2293,318,88.3,6.7
1400000US36047074600,36047074600,"Census Tract 746, Kings County, New York",2061,208,2061,,1389,257,67.4,11.0
1400000US36047074800,36047074800,"Census Tract 748, Kings County, New York",1889,237,1889,,1383,187,73.2,9.2
1400000US36047075000,36047075000,"Census Tract 750, Kings County, New York",3242,348,3242,,2694,363,83.1,7.6
1400000US36047075200,36047075200,"Census Tract 752, Kings County, New York",980,143,980,,958,147,97.8,3.4
1400000US36047075400,36047075400,"Census Tract 754, Kings County, New York",1459,266,1459,,1453,266,99.6,0.4
1400000US36047075600,36047075600,"Census Tract 756, Kings County, New York",1974,270,1974,,1680,324,85.1,8.6
1400000US36047075800,36047075800,"Census Tract 758, Kings County, New York",1944,156,1944,,1758,200,90.4,7.3
1400000US36047076000,36047076000,"Census Tract 760, Kings County, New York",2483,238,2483,,2165,287,87.2,7.8
1400000US36047076200,36047076200,"Census Tract 762, Kings County, New York",4588,491,4588,,2580,406,56.2,8.2
1400000US36047076400,36047076400,"Census Tract 764, Kings County, New York",3773,614,3773,,1209,322,32.0,9.0
1400000US36047076600,36047076600,"Census Tract 766, Kings County, New York",2356,239,2356,,304,183,12.9,7.6
1400000US36047076800,36047076800,"Census Tract 768, Kings County, New York",3533,380,3533,,2831,368,80.1,7.2
1400000US36047077000,36047077000,"Census Tract 770, Kings County, New York",2727,434,2727,,437,151,16.0,5.3
1400000US36047077200,36047077200,"Census Tract 772, Kings County, New York",3649,546,3649,,1802,514,49.4,9.1
1400000US36047077400,36047077400,"Census Tract 774, Kings County, New York",2838,411,2838,,765,229,27.0,8.4
1400000US36047077600,36047077600,"Census Tract 776, Kings County, New York",4070,378,4070,,405,189,10.0,4.5
1400000US36047078000,36047078000,"Census Tract 780, Kings County, New York",2333,479,2333,,60,44,2.6,1.9
1400000US36047078200,36047078200,"Census Tract 782, Kings County, New York",4013,408,4013,,35,37,0.9,0.9
1400000US36047078400,36047078400,"Census Tract 784, Kings County, New York",2719,311,2719,,158,157,5.8,5.7
1400000US36047078600,36047078600,"Census Tract 786, Kings County, New York",4765,517,4765,,261,190,5.5,4.0
1400000US36047078800,36047078800,"Census Tract 788, Kings County, New York",3434,415,3434,,152,121,4.4,3.6
1400000US36047079000,36047079000,"Census Tract 790, Kings County, New York",5248,774,5248,,202,168,3.8,3.3
1400000US36047079200,36047079200,"Census Tract 792, Kings County, New York",3874,507,3874,,44,45,1.1,1.2
1400000US36047079400,36047079400,"Census Tract 794, Kings County, New York",2021,295,2021,,48,45,2.4,2.2
1400000US36047079601,36047079601,"Census Tract 796.01, Kings County, New York",4422,462,4422,,966,331,21.8,7.3
1400000US36047079602,36047079602,"Census Tract 796.02, Kings County, New York",4870,866,4870,,166,108,3.4,2.2
1400000US36047079801,36047079801,"Census Tract 798.01, Kings County, New York",3219,447,3219,,664,279,20.6,8.5
1400000US36047079802,36047079802,"Census Tract 798.02, Kings County, New York",5322,508,5322,,1001,288,18.8,5.7
1400000US36047080000,36047080000,"Census Tract 800, Kings County, New York",3825,442,3825,,770,236,20.1,6.0
1400000US36047080200,36047080200,"Census Tract 802, Kings County, New York",4793,629,4793,,434,180,9.1,3.9
1400000US36047080400,36047080400,"Census Tract 804, Kings County, New York",2925,431,2925,,406,194,13.9,6.9
1400000US36047080600,36047080600,"Census Tract 806, Kings County, New York",3797,783,3797,,1286,677,33.9,12.5
1400000US36047080800,36047080800,"Census Tract 808, Kings County, New York",1182,291,1182,,107,70,9.1,5.7
1400000US36047081000,36047081000,"Census Tract 810, Kings County, New York",2184,339,2184,,96,90,4.4,4.0
1400000US36047081400,36047081400,"Census Tract 814, Kings County, New York",2369,333,2369,,23,26,1.0,1.1
1400000US36047081600,36047081600,"Census Tract 816, Kings County, New York",2868,302,2868,,76,67,2.6,2.3
1400000US36047081800,36047081800,"Census Tract 818, Kings County, New York",4767,539,4767,,492,357,10.3,6.9
1400000US36047082000,36047082000,"Census Tract 820, Kings County, New York",5004,558,5004,,161,104,3.2,2.1
1400000US36047082200,36047082200,"Census Tract 822, Kings County, New York",6848,731,6848,,619,325,9.0,5.0
1400000US36047082400,36047082400,"Census Tract 824, Kings County, New York",4213,557,4213,,203,186,4.8,4.2
1400000US36047082600,36047082600,"Census Tract 826, Kings County, New York",5508,768,5508,,173,137,3.1,2.4
1400000US36047082800,36047082800,"Census Tract 828, Kings County, New York",3457,445,3457,,188,129,5.4,3.7
1400000US36047083000,36047083000,"Census Tract 830, Kings County, New York",6186,570,6186,,179,156,2.9,2.6
1400000US36047083200,36047083200,"Census Tract 832, Kings County, New York",2267,294,2267,,177,139,7.8,5.7
1400000US36047083400,36047083400,"Census Tract 834, Kings County, New York",1854,243,1854,,134,135,7.2,7.2
1400000US36047083600,36047083600,"Census Tract 836, Kings County, New York",2127,303,2127,,78,56,3.7,2.6
1400000US36047083800,36047083800,"Census Tract 838, Kings County, New York",2874,432,2874,,82,86,2.9,3.0
1400000US36047084000,36047084000,"Census Tract 840, Kings County, New York",2577,320,2577,,101,65,3.9,2.6
1400000US36047084600,36047084600,"Census Tract 846, Kings County, New York",1686,218,1686,,62,51,3.7,3.1
1400000US36047084800,36047084800,"Census Tract 848, Kings County, New York",1887,381,1887,,3,4,0.2,0.2
1400000US36047085000,36047085000,"Census Tract 850, Kings County, New York",1598,328,1598,,51,75,3.2,4.3
1400000US36047085200,36047085200,"Census Tract 852, Kings County, New York",8,13,8,,0,12,0.0,100.0
1400000US36047085400,36047085400,"Census Tract 854, Kings County, New York",1896,230,1896,,41,38,2.2,2.1
1400000US36047085600,36047085600,"Census Tract 856, Kings County, New York",3713,439,3713,,85,84,2.3,2.4
1400000US36047085800,36047085800,"Census Tract 858, Kings County, New York",2598,345,2598,,103,128,4.0,4.9
1400000US36047086000,36047086000,"Census Tract 860, Kings County, New York",3617,402,3617,,9,17,0.2,0.5
1400000US36047086200,36047086200,"Census Tract 862, Kings County, New York",2790,379,2790,,0,12,0.0,1.2
1400000US36047086400,36047086400,"Census Tract 864, Kings County, New York",2393,302,2393,,0,12,0.0,1.3
1400000US36047086600,36047086600,"Census Tract 866, Kings County, New York",3258,331,3258,,76,73,2.3,2.3
1400000US36047086800,36047086800,"Census Tract 868, Kings County, New York",3397,456,3397,,215,256,6.3,7.2
1400000US36047087000,36047087000,"Census Tract 870, Kings County, New York",3178,332,3178,,3,5,0.1,0.1
1400000US36047087200,36047087200,"Census Tract 872, Kings County, New York",2556,310,2556,,38,47,1.5,1.8
1400000US36047087401,36047087401,"Census Tract 874.01, Kings County, New York",3680,431,3680,,350,224,9.5,6.0
1400000US36047087600,36047087600,"Census Tract 876, Kings County, New York",1725,282,1725,,492,178,28.5,9.5
1400000US36047087800,36047087800,"Census Tract 878, Kings County, New York",3588,460,3588,,92,100,2.6,2.8
1400000US36047088000,36047088000,"Census Tract 880, Kings County, New York",2957,393,2957,,178,155,6.0,5.2
1400000US36047088200,36047088200,"Census Tract 882, Kings County, New York",6567,673,6567,,266,229,4.1,3.4
1400000US36047088400,36047088400,"Census Tract 884, Kings County, New York",5048,598,5048,,145,134,2.9,2.6
