area,size
1858,0.663765
1800,12.62448
1790,1.607915
1766,1.225062
1783,1.650921
1774,0.994401
1782,0.457138
1776,0.600688
1775,0.569323
1773,0.723007
1762,1.47289
1765,0.691438
1760,0.998968
1761,0.851666
1794,3.357947
1758,0.650756
1748,0.826485
1747,0.65659
1757,0.471942
1740,1.678783
1741,4.237551
1739,0.786891
1742,0.888516
1736,1.640389
745,3.731328
1738,1.823041
1737,0.684183
1518,2.434318
731,1.105844
1735,1.346956
605,6.912513
593,0.64377
604,0.497338
727,0.09552
725,0.237391
726,0.394174
1530,0.630719
1536,0.439938
1537,0.120926
1535,0.168694
1500,1.110851
1522,0.18301
1523,0.088387
1534,0.199095
1629,5.890782
1807,1.148149
1632,1.628392
1638,2.109991
1639,1.438727
1641,0.639657
1628,4.591542
1637,0.590003
1634,1.610276
1635,0.518128
1759,0.592933
1745,0.317442
1744,0.329312
1746,0.694268
1749,0.474236
1734,0.549164
1521,0.163909
1642,1.602148
1650,0.592147
1647,0.841088
685,0.803942
636,0.393367
1743,0.677014
1729,0.495162
1686,0.957236
1643,0.849147
1655,0.365043
1654,0.25899
1651,0.562149
1728,0.765264
1685,0.740755
1755,0.58532
1753,0.637132
1657,0.51324
1652,0.537789
1679,0.596829
1653,0.443919
1688,1.821902
1658,0.653317
1690,1.07139
1689,1.880237
1681,0.702595
1678,0.403751
1677,0.475652
1682,0.50627
1683,0.349135
1675,0.403814
1680,0.412343
1684,0.352687
1797,0.41628
1799,0.847382
1798,0.43746
741,0.673681
742,0.605701
1501,0.478024
1499,2.2568
1528,0.117755
743,0.671497
738,0.545034
735,0.428413
1795,1.004299
1796,0.433317
739,0.353499
736,0.641152
737,0.223644
740,0.898091
1023,2.801316
1010,0.134913
956,0.422916
955,0.367842
432,2.194271
494,0.129617
502,0.154285
505,0.112645
751,0.210867
534,0.318363
752,0.390768
538,0.221106
540,0.104855
542,0.085409
543,0.120294
566,0.28759
565,0.143872
471,0.193532
470,0.206282
487,0.11178
483,0.077103
420,0.177263
416,0.128081
413,0.133934
405,0.097348
403,0.075931
397,0.129065
396,0.185005
493,0.412771
533,0.797514
521,0.34471
522,0.322763
514,0.068479
496,0.074656
527,0.688081
529,0.687244
525,0.356978
526,0.374497
524,0.189613
608,0.382164
634,0.915341
632,0.376377
623,0.161363
622,0.145999
609,0.142227
606,0.283612
589,0.43156
601,0.327511
602,0.141097
603,0.168278
656,0.126524
655,0.165067
389,0.286388
342,0.164068
386,0.161759
343,0.268958
341,0.215722
388,0.165799
394,0.17821
391,0.131946
390,0.143177
395,0.115773
398,0.115006
399,0.112546
402,0.065233
499,0.056678
611,0.303218
520,0.404594
519,0.251068
523,0.235274
612,0.095089
624,0.16612
617,0.121332
639,0.386336
627,0.132197
637,0.335119
635,0.523488
633,0.510962
631,0.304372
638,0.325042
1627,0.550238
653,0.312364
377,0.056344
406,0.175413
555,0.127598
557,0.356108
556,0.38602
560,0.134427
550,0.165381
549,0.088264
513,0.09696
512,0.054959
515,0.119889
516,0.196162
509,0.062283
510,0.073025
518,0.208345
610,0.151615
616,0.075828
517,0.217536
1648,0.751731
599,0.299691
652,0.207212
659,0.1812
644,0.089171
647,0.22388
683,0.056773
645,0.085259
675,0.349287
649,0.152249
648,0.263797
650,0.201712
551,0.277906
537,0.210409
562,0.227643
615,0.049706
614,0.284781
507,0.081272
508,0.229992
613,0.142156
657,0.125534
658,0.163432
651,0.193517
674,0.334226
646,0.088795
676,0.086065
677,0.087661
678,0.090319
679,0.132241
750,0.169828
671,0.521018
552,0.215991
558,0.08214
559,0.269765
561,0.253754
563,0.427186
531,0.396434
530,0.265453
618,0.300972
620,0.194422
592,1.095136
591,0.560334
1178,1.216629
1177,0.431296
1176,0.184606
1172,0.12147
587,0.337227
1179,0.423165
1182,0.191955
1171,0.1192
578,0.226892
586,0.277831
588,0.123367
1187,0.061319
1175,0.115876
1183,0.178529
404,0.077098
412,0.076701
415,0.06031
423,0.064308
422,0.159769
486,0.138337
484,0.052669
481,0.165831
1170,0.225817
572,0.306024
573,0.128556
579,0.134004
414,0.12349
426,0.087319
421,0.107718
419,0.055989
485,0.066364
482,0.118518
475,0.164879
480,0.053053
479,0.111164
569,0.07218
468,0.938336
568,0.142686
585,0.220421
571,0.233732
1167,0.292877
749,1.048178
464,0.288385
465,0.094075
463,0.178223
640,0.075984
575,0.246201
641,0.165364
584,0.339212
1156,0.053256
1155,0.060932
477,0.204219
476,0.082884
478,0.122626
462,0.346428
459,0.095242
454,0.105386
453,0.186798
1169,0.158222
1144,0.248788
1145,0.061961
451,0.217766
466,0.121957
467,0.139751
452,0.220507
574,0.294514
577,0.155079
576,0.161328
642,0.056055
1153,0.076801
1152,0.117545
1151,0.055108
450,0.091261
1533,0.234273
1192,0.161618
1532,0.164095
1531,0.167836
1519,0.187801
1520,0.325431
1197,0.148489
1193,0.165934
1194,0.064047
1191,0.134713
1190,0.12922
1186,0.065849
1469,0.150445
1468,0.078365
1466,0.083991
1196,0.120741
1184,0.053067
1185,0.063131
1189,0.186547
1195,0.127344
1455,0.194714
1168,0.188644
1188,0.184635
1467,0.065342
1454,0.140762
1465,0.129427
1464,0.178859
1462,0.122444
1456,0.070816
1524,0.26292
1492,0.05641
1494,0.094541
1496,0.077623
1460,0.23784
1461,0.044234
1146,0.053882
1150,0.125441
1457,0.091794
1143,0.078545
1149,0.061865
1459,0.073242
1174,0.160048
1173,0.252016
1180,0.115383
1181,0.10772
373,0.090283
374,0.090945
378,0.104607
382,0.220029
433,0.163327
460,0.132526
440,0.3187
455,0.105805
456,0.24902
448,0.516867
436,0.09464
461,0.267589
434,0.140328
428,0.156603
383,0.129933
427,0.150535
409,0.080835
408,0.072992
387,0.098896
424,0.110499
457,0.08844
410,0.146342
411,0.130957
380,0.03784
429,0.077344
430,0.055282
431,0.110926
425,0.070158
417,0.061812
438,0.262599
443,0.154037
445,0.214385
444,0.134504
437,0.068716
435,0.092848
446,0.104284
449,0.111321
447,0.058579
379,0.075901
376,0.073121
381,0.162812
458,0.280539
392,0.13327
400,0.076198
393,0.131075
401,0.048619
418,0.106127
590,0.156342
600,0.221214
581,0.065594
594,0.232406
596,0.144642
597,0.153311
583,0.182219
582,0.213744
595,0.317078
580,0.191986
598,0.169095
544,0.130232
545,0.130921
567,0.122934
539,0.270354
535,0.164503
503,0.354854
536,0.296431
504,0.108338
497,0.057842
498,0.075803
501,0.164627
469,0.087916
532,0.211663
511,0.077766
506,0.219105
500,0.050877
570,0.084468
472,0.283948
474,0.149696
473,0.279074
495,0.089687
541,0.151562
548,0.149977
547,0.065996
546,0.128467
643,0.12932
684,0.068581
958,0.19256
957,0.290126
950,0.131363
951,0.061766
936,0.36058
940,0.204427
935,0.20894
933,0.327517
931,0.263703
932,0.06039
953,0.109635
952,0.132391
948,0.339653
921,0.205515
979,0.495265
946,0.163801
949,0.169824
938,0.205806
920,0.083746
919,0.128736
916,0.057825
917,0.096954
918,0.077305
927,0.104646
928,0.077184
912,0.071726
914,0.061195
929,0.045671
934,0.136339
937,0.045831
925,0.096992
923,0.080502
924,0.054328
907,0.133431
906,0.073341
926,0.137834
774,0.111886
905,0.189809
781,0.06235
782,0.021132
802,0.045316
803,0.128877
804,0.09555
847,0.051267
850,0.141102
849,0.035304
911,0.122475
1000,0.087613
993,0.079109
996,0.121446
989,0.048571
990,0.061944
998,0.150659
915,0.165613
913,0.035926
908,0.024827
909,0.121665
801,0.066953
799,0.090552
800,0.047791
785,0.040676
991,0.134988
969,0.05944
966,0.058591
965,0.102067
971,0.263632
978,0.129448
977,0.235612
987,0.213569
985,0.121514
976,0.178102
984,0.053989
983,0.076194
981,0.088266
982,0.036095
783,0.089117
798,0.082699
789,0.061215
791,0.088094
787,0.070487
786,0.070291
797,0.060502
821,0.054723
788,0.057309
767,0.068946
790,0.063973
792,0.0636
823,0.096968
964,0.078364
407,1.215006
338,0.227124
488,0.558537
491,0.558583
490,0.227918
779,0.03667
780,0.041094
778,0.084899
340,0.122258
339,0.053671
1025,0.644721
359,0.692944
319,0.078114
321,0.127358
322,0.140975
770,0.133481
758,0.121457
769,0.130782
784,0.05939
930,0.16085
776,0.509115
922,0.068997
775,0.03183
866,0.153514
863,0.031267
831,0.062898
864,0.064284
868,0.063699
865,0.048385
833,0.081349
869,0.059733
842,0.067409
887,0.070801
885,0.32445
876,0.049381
874,0.021605
873,0.057724
992,0.045609
961,0.062274
967,0.085026
851,0.08252
858,0.068066
862,0.197168
879,0.117215
846,0.062486
848,0.07336
854,0.077824
853,0.072078
796,0.223955
795,0.1134
794,0.063363
870,0.068304
843,0.066399
872,0.103106
875,0.066786
860,0.062898
861,0.07261
857,0.076926
844,0.091675
845,0.067119
871,0.058414
856,0.089753
834,0.078105
855,0.087893
968,0.076288
828,0.066724
816,0.077593
817,0.054302
832,0.057684
836,0.052845
838,0.096918
837,0.025836
840,0.052129
824,0.084475
825,0.097419
841,0.027575
839,0.053136
793,0.099127
822,0.059505
835,0.095203
318,0.116299
891,0.087762
888,0.076401
867,0.06424
886,0.087739
910,0.066925
852,0.115307
859,0.082545
883,0.081091
882,0.070261
881,0.12435
877,0.068766
878,0.049619
962,0.060505
963,0.059999
954,0.961664
489,0.17067
492,0.480445
939,0.142569
1008,0.358191
941,0.786144
995,0.151428
994,0.252585
942,0.181727
945,0.577592
959,0.475009
947,0.125005
944,0.1602
975,0.319958
973,0.045669
972,0.057058
980,0.286881
974,0.081686
986,0.07555
988,0.078126
943,0.069659
997,0.155928
970,0.188182
999,0.059845
1001,0.078989
732,0.204665
728,0.269062
730,0.150218
729,0.239305
1731,0.541642
1732,0.749471
724,0.282441
716,0.172816
1730,0.48294
733,0.299479
723,0.244775
722,0.156287
717,0.277525
691,0.577003
686,0.668994
688,0.436066
718,0.442541
715,0.183585
692,0.131043
693,0.302991
690,0.288407
1676,0.626018
1673,1.004002
1674,0.37579
1725,0.632606
1671,0.675565
1672,0.672847
1670,1.155454
714,0.181581
712,0.173398
719,0.15765
669,0.543514
713,0.165654
689,0.266118
1665,0.258677
698,0.302394
701,0.348885
706,0.118186
705,0.207869
711,0.151505
710,0.085036
672,0.351291
707,0.164329
703,0.13917
708,0.154187
709,0.063897
673,0.223802
681,0.250992
682,0.190142
702,0.20973
700,0.213419
697,0.231189
704,0.217981
734,0.133136
664,0.310951
663,0.290382
654,0.111918
721,0.143142
665,0.304426
666,0.20702
668,0.239625
720,0.195903
667,0.225129
661,0.272507
662,0.232232
660,0.13238
670,0.295991
626,0.261215
625,0.144306
630,0.30863
564,0.884843
621,0.065172
628,0.434728
629,0.292224
694,0.180883
695,0.187495
553,0.206825
680,0.245363
554,0.252079
696,0.086994
699,0.107826
619,0.121545
1726,0.593562
1727,0.661281
1733,0.630803
1649,0.471189
1645,0.192632
687,0.277067
1667,0.412689
1646,0.385338
1669,0.585725
1668,0.387819
1666,0.442427
1687,0.550954
1625,2.989205
1626,0.303134
1623,3.338655
1624,0.631877
1636,1.804324
1631,0.882505
1630,1.181183
528,0.251099
607,0.335729
960,0.614846
1633,1.179567
1787,1.683088
1785,0.568485
1784,0.639837
1786,0.789683
1789,1.223922
1779,0.955009
1780,0.885135
1822,1.443051
1821,1.019362
1819,2.635658
1810,7.225341
1723,0.817149
1713,0.761233
1711,0.823388
1719,0.76811
1721,0.555699
1722,1.110234
1778,0.598611
1640,1.005445
1644,5.539061
1659,0.691826
1656,0.562077
1661,1.209267
1823,0.665826
1820,0.447911
1717,0.791562
1720,0.768958
1709,0.870749
1710,0.812628
1705,0.78758
1712,0.568488
1664,1.463853
1663,0.68492
1662,0.489665
1698,3.028455
1824,1.652573
1704,2.309955
1703,0.760526
1828,1.849803
1825,0.920413
1829,0.782477
1837,0.831495
1836,0.846537
1835,0.336215
1843,0.606196
1839,1.077082
1838,1.726818
1716,0.853827
1827,0.792837
1714,0.571849
1826,0.805169
1830,0.589534
1715,0.538383
1772,0.346091
1771,0.682655
1764,0.715665
1770,0.672094
1767,0.683032
1763,0.777397
1756,0.760499
1702,0.513307
1707,0.714411
1701,0.60512
1700,0.938567
1699,0.592062
1708,0.720436
1697,0.677501
1696,0.442538
1695,0.406298
1691,0.735878
1694,0.512339
1693,0.436794
1750,0.444505
1754,0.48643
1752,0.589221
1751,0.640189
1660,0.940381
1692,0.468989
1769,0.556173
1781,0.876077
1777,0.604699
1768,0.53657
1706,0.204427
1806,1.086885
1803,1.066383
1802,1.491831
1860,1.114697
1855,1.069773
1854,1.427126
1793,1.848592
1853,0.542211
1846,0.852728
1851,1.054064
1792,0.741394
1852,0.605569
1845,0.574717
1842,0.874223
1841,0.559429
1850,0.657852
1849,0.639477
1724,0.625415
1788,0.406352
1718,0.906757
1848,0.657815
1791,1.002039
1917,0.927684
1844,0.513934
1871,0.74966
1885,4.948004
1818,1.188685
1816,2.36474
1873,1.191811
1832,2.403864
1833,0.599424
1834,0.567556
1831,0.374451
2353,26.214901
2339,12.731988
2354,17.402206
2355,14.314039
2362,5.800328
2361,21.911194
2366,28.02207
2369,23.498287
2365,8.039749
2360,2.572452
2368,7.338166
2367,0.367491
2275,5.49099
2300,1.322622
2278,5.628999
2272,4.347311
2276,0.77033
2277,0.619343
2298,8.320824
2299,6.286275
2296,4.49137
2297,0.79872
2279,4.323635
2662,6.358476
2715,0.970867
2700,1.317357
2703,3.225838
2721,4.606267
2668,2.109134
2669,2.064557
2667,3.177114
2701,2.748883
2364,5.072509
2381,2.27191
2370,4.694611
2371,2.304655
2373,5.687476
2640,2.500862
2639,0.599479
2638,2.771031
2641,1.906261
2642,2.769387
2631,1.052581
2630,0.832684
2632,3.001105
2626,3.731134
2242,14.225502
2244,6.310933
2245,3.947229
2243,1.474651
2241,1.057647
2240,3.099344
2229,14.472119
2223,1.781681
2222,7.679993
2312,13.931566
2310,13.090167
2238,2.676207
2239,1.667147
2313,34.85482
2387,14.614223
2388,9.45767
2384,18.779896
2315,35.492836
2311,28.368679
2445,1.607638
2410,1.073679
2424,1.222411
2386,2.738153
2409,6.181942
2408,5.494945
2404,3.158113
2422,1.152056
2407,3.142377
2402,2.483112
2403,4.165501
2401,2.337898
2400,4.301169
2418,0.497306
2419,0.735577
2421,1.569499
2397,1.810196
2391,5.365022
2398,6.881045
2399,1.736025
2414,0.502108
2413,0.323746
2389,2.677597
2390,8.769499
2432,8.04163
2629,0.604821
2637,4.893353
2643,4.254415
2236,4.505595
2308,12.482125
2309,5.002542
2237,3.92201
2383,3.618607
2423,0.677083
2415,0.260594
2420,0.28264
2416,0.255001
2304,8.605814
2305,10.62482
2303,12.782503
2636,6.088315
2635,1.004971
2307,10.100084
2306,8.481256
2267,13.962671
2380,47.411816
2292,29.710388
2290,2.540813
2741,24.946234
2372,11.312178
2281,3.250196
2274,2.981746
2273,3.902071
2693,25.909443
2702,8.592097
2743,7.987659
2284,4.871007
2289,3.539347
2293,6.326246
2723,5.284685
2291,4.305415
2283,6.147933
2736,3.435732
2730,6.54
2680,9.440108
2661,3.126107
2724,2.084357
2695,1.566396
2708,5.535704
2269,1.464531
2301,0.597075
2285,1.261943
2286,0.68087
3176,2.077118
2684,1.852715
2713,4.071584
2696,3.968996
2707,2.593521
2728,3.325414
2674,2.222207
2727,2.31492
2687,2.977593
2711,5.770424
2726,2.904907
2704,2.43392
2287,0.540944
2288,0.866359
2718,4.969474
2688,1.74498
2734,3.391446
2682,2.720161
2740,0.479197
2686,1.954366
2670,1.983549
2663,2.891565
2698,2.30717
2712,1.88337
2280,5.143148
2295,0.797111
2294,2.16976
2282,1.766308
2264,25.758774
2265,1.69185
2270,2.088507
2268,2.880662
2266,0.342729
2271,1.989266
2337,32.502892
2338,1.972212
2332,22.864101
2336,6.58561
2335,3.669729
2356,4.407533
2340,40.048428
2342,3.424627
2322,0.470933
2323,0.456624
2324,0.831364
2333,4.541163
2334,3.887642
2316,0.66999
2317,0.682127
2358,2.354512
2357,1.724684
2359,1.475171
2411,1.431907
2319,0.429745
2318,0.597291
2321,0.981542
2320,0.577332
2412,0.482169
2453,1.028238
2137,1.194818
2139,3.064633
2448,12.791269
2452,3.704301
2454,0.672512
2136,1.160213
2138,0.400399
2134,2.147576
2130,1.744909
2129,1.877307
2217,11.089439
2218,6.373484
2221,11.532125
2262,6.68883
2261,1.813557
2216,3.421709
2215,1.701224
2204,3.437866
2219,1.374574
2220,1.348645
2455,0.331317
2253,10.393066
2212,12.122983
2449,12.736949
2191,10.534253
2227,3.093728
2256,7.957953
2500,1.476154
2501,1.146307
2464,7.165546
2226,16.445272
2225,32.984245
2144,8.594657
2257,3.973315
2231,6.107113
2230,21.389328
2224,13.963298
2493,6.729398
2465,7.57398
2255,4.140759
2232,7.445181
2659,9.815292
2228,12.90064
2494,5.217358
2492,2.508467
2235,8.497044
2259,2.784192
2206,2.422008
2163,1.315111
2168,1.760041
2142,5.145675
2263,0.746638
2121,1.452011
2120,0.729742
2258,1.858856
2116,0.271878
2117,0.281124
2210,1.960523
2209,1.000446
2208,0.883679
2162,1.393943
2164,1.040802
2211,2.953845
2147,2.116988
2146,1.870505
2248,0.171711
2154,1.313751
2252,1.529201
2122,1.413271
2155,1.892336
2157,0.725001
2158,1.430379
2135,1.627944
2133,1.264697
2118,0.398317
2110,0.536943
2207,1.174002
2159,1.279904
2251,1.206311
2260,1.490221
2148,0.250279
2247,0.259689
2149,0.491463
2246,0.219102
2151,0.431544
2160,0.468885
2250,0.45211
2249,0.608774
2203,1.467816
2152,0.491125
2194,0.250777
2166,0.637997
2195,0.481222
2198,0.984586
2197,0.403812
2196,0.850963
2165,1.320663
2161,3.676622
2182,0.929105
2175,0.441663
2179,0.103165
2199,0.249454
2200,2.342558
2190,0.769462
2202,0.529713
2176,0.374738
2178,0.457229
2180,0.767529
2177,0.254428
2187,0.630221
2186,0.74321
2201,0.389847
2132,0.694506
2131,0.263334
2170,0.18775
2189,0.415601
2183,0.248235
2181,0.538022
2184,0.164455
2185,0.291389
2188,0.318131
2192,0.242878
2193,0.755613
2171,0.188784
2167,0.674129
2108,0.306099
2107,0.218612
2106,0.19048
2109,0.601209
2100,0.223797
2111,0.107244
2105,0.323296
2104,0.138423
1021,0.234592
2103,0.266382
2102,0.260498
2205,0.554943
2214,1.799615
2213,0.422833
2128,1.138709
2141,0.435236
2127,1.359398
2126,0.638158
2140,0.491392
2124,2.625345
2156,2.575246
2143,1.392026
2125,1.066403
2145,0.892881
2150,0.869938
2153,0.416741
2233,3.481065
2234,7.316269
2483,0.781934
2486,0.671866
2484,0.540268
2479,0.298974
2480,0.920238
2482,0.290827
2485,1.070803
2463,0.35007
2459,1.713977
2476,0.638345
2477,0.288138
2460,1.696052
2458,1.003887
2457,0.836016
2461,1.849739
2456,0.717058
2462,0.722163
2450,4.365285
2478,0.319746
2474,0.917756
2472,0.705985
2471,0.690455
2470,0.921348
2469,2.249274
2473,0.750993
2466,3.597776
2468,1.408837
2451,3.629375
2467,3.891127
2475,0.819702
2512,0.396176
2511,0.472215
2489,3.310487
2490,1.38075
2488,1.809808
2510,1.327649
2502,2.552579
2503,1.071694
2491,2.182666
2487,4.134005
2481,0.795557
2504,0.477196
2509,0.747426
2633,12.967299
2655,7.417086
2634,1.040705
2622,1.955401
2654,4.054421
2658,3.022556
2429,28.974358
2430,25.219591
2443,38.268936
2444,58.982525
2436,22.172968
2435,21.936481
2427,17.971525
2426,12.027706
2446,1.419938
2395,12.578314
2396,20.291626
2392,18.059851
2385,21.664257
2314,5.155716
2382,12.758905
2394,10.791273
2393,10.120244
2405,8.862411
2406,2.76341
2417,0.228401
2660,21.763649
2645,4.48252
2644,11.72281
2302,32.22155
2447,2.025653
2080,27.290367
2079,26.342533
2076,30.582851
2069,21.839621
2050,13.142415
2075,9.792882
2082,26.316624
2065,5.453007
2068,11.181707
2084,5.196223
2083,17.955828
2086,5.339523
1867,2.310962
1881,0.788457
1878,2.229892
1928,2.342422
1926,2.072836
1938,1.38488
1932,0.838281
1933,1.358427
1929,2.532771
1931,3.11134
1930,1.30183
1936,6.905663
2004,7.862455
1937,1.357279
1935,1.625818
1934,1.55006
2066,1.591282
2049,5.01723
2048,3.08828
2033,3.849916
1884,2.474797
1883,1.487725
1940,3.55297
2006,2.592037
2007,1.705142
2008,0.962425
2012,1.3505
2005,4.370972
2018,3.497011
2016,2.249206
2013,1.054514
2031,2.193883
2025,2.957581
2046,1.691357
2024,1.800987
2011,1.330455
2010,1.460651
2023,2.393164
2009,1.060487
2014,1.488144
2027,2.940289
2028,3.558954
2045,4.403873
2015,1.706686
2017,0.306293
2087,20.283426
2090,20.320251
2089,12.046038
2091,6.317025
2088,7.477525
2081,12.118354
2073,10.424427
2071,3.853728
2072,1.961718
2085,18.743309
2063,9.804578
2067,3.477924
2058,3.615593
2060,7.625593
1997,2.21885
1996,1.099535
1978,7.06924
1998,1.391633
1995,5.474391
1993,2.467916
1994,0.870721
1973,2.281619
1987,2.287078
1986,1.183724
1985,1.350061
1961,1.019966
1974,2.332682
1976,2.137543
1977,3.270538
1979,1.645125
1947,3.822016
2035,1.630524
1948,1.258883
1956,4.564714
1946,0.889191
1958,1.729079
2034,1.193042
2040,1.712
1957,1.048888
1975,1.413656
1972,0.868373
1964,1.208295
1966,3.024276
1965,0.34363
1962,0.879357
1952,0.706087
1953,3.78849
1967,1.421081
1959,1.416435
1960,1.772709
1969,1.233235
1968,0.665017
1954,0.981152
1955,1.173346
1963,0.856596
1984,0.451119
3585,0.826644
1906,1.678281
1941,0.555102
1943,2.603013
1942,3.138494
1944,2.270374
1950,1.782394
1949,1.232791
1939,1.419065
1951,2.337783
1905,2.017247
1902,1.50953
1904,1.216399
1903,1.06606
1925,1.488975
3586,1.082694
1922,1.286661
1924,0.913218
1909,2.650952
1910,0.677402
1920,1.747801
1915,1.008582
1908,1.400167
1901,0.874681
1898,1.068369
1907,0.550862
1880,2.012335
1889,1.269819
1992,1.6128
1991,1.231562
1970,0.712338
1971,0.621298
1990,1.895495
1989,1.138457
1945,3.384727
2056,2.253582
2057,2.395858
2053,1.778356
2055,2.121931
2003,2.011745
2002,2.301608
2059,2.219799
2001,2.161251
1980,0.801271
2061,1.622424
2062,2.922647
2054,2.572767
2052,3.44999
2043,1.697368
2051,2.824109
2037,0.833577
2038,1.750148
2000,1.361185
1999,1.854368
1983,3.043568
1982,1.860692
2042,1.704783
1981,0.82041
2041,1.108356
2039,2.310673
2036,3.234242
2044,1.093823
2047,3.42837
2074,7.084677
2064,2.548143
2070,2.147201
2650,17.525421
2651,0.749924
2647,2.450574
2612,11.740399
2649,13.831532
3524,10.960179
3476,2.85287
3495,2.185549
3526,7.542098
3498,14.973475
3514,17.286121
3469,6.85057
3468,7.51989
3491,1.630779
3497,2.004071
3496,5.589274
3519,16.95743
3513,7.60002
3505,2.847062
3521,18.216335
3517,11.236892
3518,7.766524
3522,11.271727
3520,6.668507
3515,3.199306
3499,2.31734
3424,1.597258
3500,1.396903
3501,0.683047
3422,0.959005
3421,1.475628
3503,1.590714
3502,1.905949
3467,6.389627
3492,3.96145
3455,1.954935
3456,1.362415
3457,0.621123
3466,6.673636
3493,5.308144
3420,0.723504
3394,6.222556
3395,8.330122
3523,9.759861
3454,20.939384
3453,12.097466
3393,0.778624
3535,32.84243
3529,9.48658
3533,5.05746
3494,2.456186
3504,1.515392
3465,1.57611
3464,10.424714
3532,1.862562
3537,6.282822
3463,4.941352
3531,3.338371
3462,1.50411
2030,3.799076
2032,7.173172
2621,8.820251
2615,0.299681
2617,3.905076
2620,5.199893
2602,3.801679
2601,2.334515
2600,1.310413
2607,3.355809
2618,3.145374
2597,1.296669
2598,0.709683
2596,0.679551
2595,0.705706
2591,0.527241
2594,3.246433
2589,0.744667
2592,0.57166
2593,0.846088
2549,0.699875
2548,0.406119
2550,0.126291
2547,0.327761
2546,0.644109
2544,1.408389
2555,0.433049
2545,2.054864
2536,2.04743
2537,0.554236
2543,0.606627
2523,1.868753
2522,3.310755
2524,6.796529
2529,6.430224
2619,4.031551
2609,4.930513
2608,3.188898
2599,1.070106
2590,0.461111
2542,0.493399
2538,0.585206
2534,2.094316
2533,8.657177
2539,1.290581
3392,1.245693
3389,2.584375
2019,4.10899
2527,4.00256
2526,2.597816
2535,1.216157
2611,6.346559
2610,7.994267
2603,3.259016
2604,3.742997
2606,2.922621
2605,1.828556
2530,1.52917
2531,1.600066
2532,4.540372
2554,0.169596
2576,1.288321
2575,0.446809
2574,0.79105
2563,0.200118
2569,0.264239
2573,0.574333
2564,0.192976
2568,0.357051
2561,0.065894
2559,0.226305
2558,0.115139
2557,0.217082
2565,0.267679
2556,0.254639
2572,0.702799
2577,0.152552
2578,0.199487
2570,0.560941
2567,0.352451
2566,0.505676
2571,1.162083
2541,0.294702
2540,1.017734
2588,0.546915
2587,0.077119
2583,0.182394
2582,0.341678
2584,0.203462
2580,0.165352
2581,0.128603
2579,0.504664
2562,0.403704
2560,0.077415
2552,0.128246
2551,0.21362
2553,0.243335
2586,0.136335
2585,0.158039
2020,4.985133
2021,2.653467
2026,4.376588
2022,3.104404
2029,10.330291
2616,5.175356
3423,1.265692
3397,0.824497
3399,0.349089
3398,0.274974
3396,0.268459
3400,0.385361
3440,1.096773
3441,0.53457
3442,0.862692
3438,1.210521
3439,0.080016
3435,2.22402
3434,0.814973
3433,1.759263
3432,2.132421
3436,1.322603
3450,4.506453
3388,2.387977
3451,5.534754
3449,3.55862
3437,2.457401
3448,3.558892
3406,1.499872
3405,0.71893
3452,6.708728
3390,1.57489
3408,1.390731
3407,0.735532
3425,1.221464
3426,1.029509
3430,3.940961
3431,4.373878
3428,0.633794
3427,1.130687
3429,1.95505
3391,2.42396
3446,0.61967
3447,0.522793
3445,0.722551
3444,0.767467
3443,1.946641
3403,0.613955
3401,0.286137
3414,0.494643
3458,1.117632
3402,0.303428
3404,0.379829
3411,0.408776
3412,0.379922
3460,0.910317
3459,0.592365
3461,1.042008
3413,0.564643
3409,0.587937
3410,0.625409
3418,0.401529
3419,0.485344
3417,0.350855
3416,0.212961
3415,0.25908
3528,8.238762
3539,13.430687
3538,7.053235
3540,18.516157
3560,1.728173
3558,1.784002
3559,1.875965
3534,2.724294
3570,3.702015
3571,7.570616
3569,9.127491
3551,1.556193
3565,1.278552
3525,8.567808
3527,5.796615
3536,8.008284
3568,2.611441
3567,2.234438
3556,1.937785
3541,0.444551
3546,0.713186
3545,0.32108
3554,0.43506
3555,1.078213
3530,3.38132
3557,0.255822
3566,0.894968
3553,0.888091
3552,0.682207
3543,0.187211
3544,0.211474
3561,0.749835
3547,1.125034
3562,0.750499
3563,1.444126
3549,0.292839
3548,0.420451
3564,1.671016
3550,0.683564
3542,0.259724
2078,24.505199
2077,2.39806
3516,7.916905
3511,4.89895
3509,1.885621
3510,1.988711
3512,7.99346
3506,1.522509
3508,1.613141
3507,2.058306
3475,2.070719
3477,0.783706
3479,1.316417
3487,2.998778
3474,0.342556
3488,3.981784
3486,0.390411
3473,0.159679
3483,5.100927
3484,0.730684
3485,0.262067
3482,1.668066
3489,0.521416
3490,0.297099
3478,0.350379
3480,0.247512
3481,0.191363
3472,0.086235
3470,0.058137
3471,0.139624
2093,13.136965
2094,30.367027
2092,29.699228
