area,size
3338,31.610315
3150,29.266516
3197,5.792676
3328,2.408352
3318,0.963836
3323,1.068152
3576,0.685823
3332,0.873564
3190,46.717896
3186,1.703699
3201,0.77821
3161,6.015621
3149,1.5362
3386,24.003347
3349,17.54591
3380,42.547691
3383,27.203976
2347,66.332573
2331,0.696201
2330,0.553735
2329,1.271697
2346,25.156775
2348,53.280247
3377,43.953545
3387,67.040161
3368,34.07151
3373,24.607691
3376,17.999439
3374,32.117844
3384,0.595364
3365,20.076515
3381,37.339325
3364,1.763076
3379,2.278782
3369,4.480345
3372,1.154184
3370,17.628647
3378,3.093263
3366,0.590489
3222,16.1147
3229,5.548557
3259,2.264373
3258,30.558329
3260,41.072418
3233,1.240544
3247,0.768082
3267,1.786972
3277,15.59342
3248,17.889988
3246,5.620892
3242,1.667616
3269,5.219036
3253,2.759224
3270,0.637915
3262,1.070507
3238,31.409832
773,0.990966
811,0.292695
753,0.286539
757,0.118447
759,0.053891
777,0.14665
772,0.090745
771,0.134709
827,0.117819
826,0.123702
813,0.066217
810,0.13068
807,0.115337
760,0.160371
761,0.158359
894,0.266685
897,0.102175
896,0.089455
892,0.076593
754,0.038644
755,0.044318
756,0.03375
806,0.125391
764,0.090398
765,0.085701
763,0.070511
762,0.082003
812,0.067287
809,0.057707
808,0.087504
805,0.082166
829,0.088714
815,0.142461
814,0.057749
830,0.078698
768,0.078608
766,0.102693
818,0.068633
819,0.065184
820,0.065902
744,2.969264
1502,1.718098
1430,0.348323
1445,0.184463
1503,0.273036
1504,0.215174
1429,0.23326
1452,0.075642
1433,0.124749
1431,0.096417
1446,0.110765
1026,0.69246
441,0.198315
442,0.22305
1027,0.018331
1061,0.122897
1062,0.15906
1066,0.058927
1069,0.103768
1031,0.072212
747,0.562495
384,0.433603
748,0.200616
385,0.457317
439,0.276729
328,0.251539
323,0.094183
357,0.07932
356,0.074679
332,0.062364
331,0.044465
320,0.096172
324,0.148903
325,0.066719
1529,0.136633
1527,0.124197
1525,0.218408
1526,0.193764
1515,0.126643
1514,0.080773
1506,0.122162
1161,0.120601
1162,0.113712
1166,0.130943
1063,0.062301
367,0.092055
369,0.028765
364,0.145226
366,0.085635
371,0.074651
368,0.097723
363,0.268739
358,0.547545
352,0.204403
351,0.115414
350,0.063719
349,0.156872
344,0.08348
375,0.14196
372,0.088806
370,0.153284
335,0.099933
336,0.080739
329,0.055734
326,0.094953
327,0.122759
1516,0.240242
1517,0.160733
1513,0.147906
1510,0.120433
1512,0.066941
1486,0.195273
1487,0.176881
1490,0.10797
1491,0.146096
1493,0.149008
1160,0.061711
1165,0.071726
1164,0.065392
1154,0.062161
1157,0.061488
348,0.084274
345,0.098733
346,0.103101
1498,0.114401
1159,0.057061
1158,0.063289
347,0.074652
337,0.07521
330,0.049879
333,0.048847
1475,0.065517
1290,0.131855
1497,0.201857
1495,0.066031
1148,0.057826
1147,0.059003
1138,0.132619
1133,0.07444
1463,0.089911
1273,0.072272
1289,0.052127
1272,0.132599
1139,0.135514
1136,0.064905
1458,0.146726
1141,0.062775
1142,0.094109
1269,0.097121
1271,0.055016
1270,0.117145
1127,0.078772
1140,0.060009
1125,0.048389
281,0.376058
277,0.133842
280,0.029594
279,0.056722
278,0.049877
305,0.159614
283,0.13019
294,0.268542
307,0.07163
308,0.055183
253,0.102003
284,0.024605
290,0.039847
288,0.023585
291,0.066594
292,0.062018
296,0.087698
302,0.062387
303,0.055594
304,0.046096
301,0.069072
276,0.831573
3280,29.986673
3235,1.020212
3274,0.24643
3276,1.323073
3271,1.062554
3257,1.383178
3237,1.774006
3288,26.252783
3249,59.046944
3307,1.436168
3306,3.531108
3289,41.060177
3296,24.796005
3301,0.394112
3292,0.604499
3311,1.146764
3297,0.800432
3286,2.758348
3304,0.622297
3295,0.921481
3241,0.573638
3244,1.993685
3309,0.649347
3284,0.590504
3272,2.206187
3266,3.216422
3240,5.909367
3273,0.099922
3239,1.213904
3230,0.260823
3265,11.028024
3254,0.096816
3263,8.187285
3236,0.590721
3264,0.905067
3234,0.422226
3281,2.88842
3250,0.351742
3243,0.533335
3275,1.308169
3232,1.428223
3255,5.20732
3000,6.558363
3126,12.305533
2950,0.735902
2959,0.325675
2969,0.45699
2971,0.153072
2972,0.146539
3131,10.793143
3136,2.639875
3137,1.221913
3141,9.100112
3129,2.688942
3135,3.984496
3124,4.339873
3143,0.176301
3125,4.811999
3252,1.407367
3278,1.872967
3251,1.071517
3065,0.589026
3053,0.44013
3052,0.541455
3062,1.27424
2952,0.136621
2960,0.128756
2961,0.116664
2970,0.143345
3138,9.066442
3142,6.726386
3132,4.01721
3056,0.491891
3041,0.569036
3054,0.333519
2905,0.364998
3049,0.503293
2907,0.134532
2908,0.068255
3061,0.3458
3060,0.285462
3057,0.330085
2912,0.149136
2909,0.079469
2910,0.130773
2992,0.160654
2913,0.189456
2911,0.176873
2915,0.090346
2914,0.100319
2918,0.092823
2919,0.104247
2984,0.160071
2965,0.117608
2966,0.053953
2933,0.079508
2932,0.063789
2916,0.081526
2964,0.064156
2934,0.104962
2963,0.088017
2967,0.059603
2962,0.069066
2940,0.118246
3128,0.658966
3055,0.448002
3059,0.222898
3004,0.373099
3010,0.095661
3005,0.214605
3011,0.164486
1322,0.291145
1228,1.196421
1305,0.037783
1306,0.103591
1302,0.229885
1295,0.14724
1292,0.051041
1293,0.071789
1307,0.049397
1308,0.059817
1304,0.077552
1299,0.062177
1303,0.063843
1488,0.128972
1489,0.066149
1298,0.085054
1313,0.182616
1312,0.133033
1248,0.084555
1321,0.074722
1309,0.074534
1311,0.127886
1250,0.061257
1253,0.059049
1352,0.062599
1353,0.14094
1410,0.129222
1409,0.117868
1477,0.072195
1484,0.059444
1485,0.131947
1511,0.071559
1422,0.133498
1424,0.186327
1413,0.062348
1402,0.075257
1354,0.068015
1369,0.066249
1370,0.075565
1423,0.072301
1412,0.101906
1355,0.061045
1356,0.07644
1368,0.064652
1408,0.140023
1426,0.074002
1361,0.066451
1407,0.146849
1414,0.131308
1411,0.034164
1367,0.064687
1373,0.130055
1366,0.065537
1374,0.147549
1365,0.088847
1379,0.068571
1364,0.086097
1427,0.078036
1425,0.062599
1381,0.073894
1621,4.966831
1620,1.515516
1617,1.330835
1611,1.314457
1597,1.783002
1613,1.241459
1614,0.956214
1615,0.841053
1616,0.98633
1578,5.543494
1563,1.679146
1579,1.571634
1594,0.571608
1595,0.552523
1557,0.134628
1560,0.353413
1561,0.378943
1564,0.588497
1574,0.924268
1556,0.23036
1576,0.179573
1573,0.456455
1571,0.100115
1570,0.202781
1569,0.061917
1539,0.136324
1541,0.723779
1549,0.245038
1552,0.29523
1610,0.350238
1612,1.160064
1562,0.20444
1558,0.215986
1559,0.186138
1567,0.35083
1550,0.312305
1554,0.176283
1553,0.121708
1572,0.205023
1545,0.44857
1540,0.213304
1551,0.279685
1555,0.641873
1543,0.13338
1542,0.185743
1544,0.534753
1547,0.341641
1546,0.222176
3228,23.024117
3204,4.357035
3219,4.776771
3208,30.137133
3210,1.836396
3223,1.549268
1619,2.282637
1618,0.674081
3212,2.737489
3139,5.143417
3130,2.14
3121,1.184177
3111,1.397653
3112,3.595931
3102,3.538581
3103,4.072618
3110,5.686986
3108,2.173959
3075,4.163048
3082,1.921042
3105,0.911245
3154,7.425398
3107,2.570144
3106,2.532935
3115,0.813396
3076,2.838004
3009,0.184228
3081,0.446344
3109,0.925201
3080,0.240322
3091,0.211848
3090,0.472262
3093,0.852628
3015,0.201053
3086,0.17924
3089,0.331838
3008,0.18686
3014,0.179895
3018,0.114561
3017,0.130888
3016,0.227711
3013,0.100474
3012,0.210287
2948,0.227323
2951,0.153669
2949,0.088786
3022,0.36351
3029,0.246611
2946,0.186967
2947,0.153035
3104,0.841734
3100,0.333398
3099,0.47796
3023,0.136104
3026,0.230182
3098,0.621161
3097,0.583059
3094,0.408315
2925,0.355738
3025,0.240743
3024,0.230211
3095,0.430755
2923,0.15305
3101,0.656897
3096,1.178221
3092,1.162605
2945,0.084955
2955,0.121216
2953,0.124038
3030,0.225036
2944,0.140341
2939,0.166736
2954,0.106497
3033,0.288614
2943,0.112333
2938,0.13181
2942,0.131962
2937,0.094849
2936,0.128688
3031,0.189316
3034,0.12238
3032,0.037544
3028,0.165083
3035,0.158087
2926,0.202071
3027,0.164899
2924,0.166429
2921,0.273592
2922,0.266518
2929,0.078129
2928,0.150263
3019,0.225972
2927,0.150103
3021,0.134575
3020,0.12
2958,0.082209
2941,0.077696
2957,0.066763
2956,0.140884
2920,0.111335
2917,0.128743
2931,0.078784
2930,0.055795
2935,0.057914
3117,1.940719
3116,2.032782
3120,2.97822
3118,0.251291
3113,1.217758
3066,0.88168
3067,0.660874
3068,0.255254
3070,0.300092
3071,0.864528
3114,0.713718
3069,0.19225
3077,1.801743
3078,0.311721
3079,0.384827
3058,0.393086
3002,0.304193
3001,0.182979
3083,0.20092
3074,0.41039
3073,0.172509
3072,0.421531
3084,0.18917
3003,0.301506
3006,0.235303
3007,0.181007
3085,0.227683
3087,0.154725
3088,0.229145
1591,0.679787
1599,1.611221
1593,0.162952
1592,0.268106
1588,0.315161
1577,0.291375
1575,0.29786
1581,0.393889
1582,0.453899
1596,1.565319
1606,0.539906
1607,1.032987
1601,1.01307
1600,0.275365
1604,0.319788
1603,0.424552
1598,0.901722
1602,0.949685
1608,0.796434
1605,0.516892
1622,0.395857
1609,0.555498
1584,0.412671
1585,0.134119
1587,0.986572
1590,0.241872
1583,0.309037
1568,0.514025
1586,0.438637
1548,0.261353
1580,1.179353
1565,0.469718
1566,0.411263
1589,0.299302
1386,0.348117
1382,0.261532
1383,0.04685
1385,0.120091
1389,0.224086
1390,0.049566
1391,0.143178
1392,0.088597
1387,0.395765
1538,0.345836
1291,0.814649
1323,0.380218
1324,0.153608
1325,0.096615
1328,0.125188
1388,0.166598
1384,0.089018
1329,0.083717
1332,0.081105
1440,0.155082
1330,0.082387
1331,0.085196
1327,0.121872
1336,0.100646
1335,0.192346
1344,0.060578
1341,0.062618
1338,0.132882
1333,0.062254
1340,0.069337
1339,0.133665
1371,0.126465
1337,0.067711
1318,0.071017
1372,0.18566
1378,0.203388
1375,0.206767
1294,0.039483
1301,0.098126
1314,0.122834
1315,0.153372
1316,0.10228
1326,0.124876
1320,0.110998
1317,0.157947
1300,0.077578
1296,0.073994
1297,0.057939
1399,0.211589
1342,0.161808
1334,0.12923
1319,0.072431
1343,0.146665
1428,0.459057
1396,0.116441
1398,0.091201
1453,0.236504
1393,0.149442
1397,0.119815
1435,0.122559
1443,0.127642
1447,0.219533
1432,0.097998
1394,0.130596
1438,0.12311
1437,0.232804
1434,0.157888
1436,0.066249
1444,0.119754
1449,0.137639
1448,0.263561
1442,0.136479
1439,0.181392
1441,0.218724
1450,0.235047
1418,0.140103
1417,0.072334
1416,0.057056
1419,0.132891
1451,0.153142
1348,0.118866
1347,0.3022
1349,0.061124
1345,0.055349
1415,0.122089
1395,0.196876
1376,0.253533
1346,0.106565
1377,0.207293
1505,0.141058
1507,0.070755
1508,0.134756
1509,0.07847
1421,0.146309
1420,0.135844
2886,0.478967
2890,0.202888
2891,0.223541
2889,0.17974
2888,0.107303
2887,0.085423
2785,0.240436
2797,1.432546
2783,0.139064
2784,0.033468
2786,0.051542
2808,2.051749
2796,0.176952
2782,0.2328
2781,0.141193
2816,0.354925
2813,0.261324
2807,0.170755
2803,0.083399
2834,7.058475
2846,0.585028
2835,0.461702
2836,0.134697
2833,0.168458
2830,0.097914
2699,2.578259
2692,4.642681
2840,0.269085
2838,0.086957
2839,0.116022
2832,0.343546
2837,0.104485
2716,2.803505
2995,0.224061
2994,0.141944
2996,0.240963
2997,0.23638
2999,0.153999
2880,0.050261
2879,0.044383
2876,0.05539
2875,0.061192
2872,0.077295
2771,0.059387
2780,0.104144
2770,0.16189
2755,1.323235
2904,4.137769
2855,1.230503
2747,0.171137
2750,0.173033
2757,0.050888
2842,0.217878
2729,1.176315
2665,4.063712
2697,1.722904
2671,3.802794
2993,0.178975
2906,0.295915
2991,0.04683
2881,0.041492
2878,0.126694
2885,0.165172
2762,0.087739
2758,0.180754
2759,0.053264
2752,0.123095
2753,0.089333
2760,0.087452
2769,0.135511
2751,0.085259
2856,0.078864
2748,0.098943
2873,0.082443
2874,0.058979
2877,0.07786
2883,0.050624
2884,0.047877
2903,1.205546
2902,0.697514
355,0.163015
334,0.082276
746,0.181824
353,0.047697
354,0.082542
361,0.067835
360,0.078014
31,0.334164
143,0.165002
142,0.032951
313,0.121234
81,0.11572
310,0.056837
77,0.297977
41,0.070431
39,0.049662
30,0.050544
28,0.051213
11,0.104673
178,0.079454
179,0.050694
185,0.069023
84,0.033672
82,0.034108
180,0.067378
183,0.063391
138,0.036169
137,0.033683
182,0.036531
311,0.033216
85,0.032758
86,0.033973
312,0.032266
122,0.028997
181,0.038611
116,0.032927
117,0.032939
109,0.033949
119,0.042928
120,0.028227
115,0.065808
121,0.02987
184,0.067833
113,0.034006
114,0.032511
110,0.032865
105,0.028468
317,0.250234
2821,1.674374
2827,0.235227
2826,0.112577
2822,0.105887
2820,0.148151
2829,0.185942
2828,0.366958
2824,0.112401
2819,0.23807
2823,0.07802
2818,0.373076
2804,0.608977
2798,0.310519
2802,0.141674
2805,0.083816
2806,0.089422
2809,0.239383
2811,0.298901
2976,0.742806
2977,0.685462
2974,0.142431
2975,1.49472
2973,0.082398
2810,0.146473
2812,0.104222
2815,0.113004
2825,0.325297
2845,0.288158
2843,0.049511
2982,0.351376
2968,0.122337
2983,0.313065
2981,0.173731
2980,0.074984
2978,0.099429
2979,0.079047
2844,0.079566
2841,0.101332
2989,0.20032
2987,0.340594
2988,0.1394
2990,0.060737
2985,0.126345
2986,0.080255
2817,0.806008
2814,0.389525
2789,0.6354
2799,0.144559
2776,0.426031
2790,0.145121
2792,0.117594
2766,0.456435
2767,0.083742
2778,0.079445
2777,0.11394
2801,0.057176
2794,0.063069
2800,0.076605
2779,0.091497
2795,0.154877
2793,0.083113
2791,0.093692
2756,0.169896
2768,0.073146
2725,1.003404
2681,2.128519
2737,3.098998
3040,0.499151
3039,0.47035
2831,0.285854
3046,0.603347
2998,0.386498
3047,0.36121
3048,0.287947
3045,0.32195
3044,0.350423
3043,0.409516
3042,0.476744
1208,0.179375
1227,0.150121
1209,0.084814
1222,0.113362
1223,0.058042
1207,0.135141
1198,0.867338
1202,0.09735
1226,0.1102
1081,0.313586
1073,0.183124
1080,0.115016
1082,0.06953
1083,0.054942
1199,0.059166
1200,0.149062
1074,0.383898
1077,0.070633
1032,0.249812
1050,0.098936
1053,0.061352
1098,0.04131
1096,0.073147
1236,0.086945
1225,0.064401
1229,0.147315
1224,0.058298
1203,0.059642
1204,0.06831
1205,0.065181
1075,0.061624
1076,0.061335
1078,0.066345
1097,0.031001
1095,0.077566
1099,0.095307
1255,0.758303
1230,0.140369
1233,0.114014
1232,0.075628
1359,0.140598
1350,0.128551
1219,0.058173
1221,0.062628
1085,0.06201
1201,0.064886
1086,0.064072
1087,0.065455
1079,0.053788
1088,0.1106
1112,0.065855
1100,0.103541
1090,0.052268
1113,0.06162
1358,0.068972
1357,0.067235
1351,0.066582
1360,0.076412
1363,0.1226
1091,0.064678
1051,0.062232
1115,0.05315
1114,0.07004
1116,0.092166
1056,0.06395
1117,0.032953
1118,0.046382
1120,0.106597
1131,0.121934
1163,0.060957
1132,0.06387
141,0.070964
45,0.103157
145,0.137839
44,0.076036
48,0.080254
49,0.036652
46,0.025143
7,0.066801
4,0.078883
5,0.0454
12,0.060873
13,0.073925
15,0.057632
42,0.040641
54,0.081088
55,0.042442
43,0.023148
14,0.060574
20,0.072933
24,0.055932
64,0.041717
63,0.044974
99,0.066043
96,0.065182
95,0.066981
100,0.066791
98,0.065342
108,0.033575
107,0.033208
83,0.03374
68,0.030463
88,0.061214
89,0.061142
65,0.077201
32,0.041601
35,0.053663
66,0.034004
33,0.043782
92,0.068131
91,0.065586
90,0.067169
1237,0.087817
1235,0.123746
1239,0.157494
1238,0.057901
1246,0.116668
1245,0.058175
1247,0.097028
1310,0.057263
3,0.29388
1243,0.058661
1241,0.130432
1240,0.043284
1244,0.060188
1252,0.058792
1251,0.058085
1242,0.042361
1254,0.055316
1249,0.058997
2764,0.255682
2899,0.109347
2900,0.05726
2901,0.04156
2894,0.180925
2765,0.222759
2763,0.233493
2761,0.127361
2773,0.062877
2772,0.056548
38,0.06431
29,0.063716
37,0.062228
25,0.076918
36,0.067549
34,0.045172
26,0.046901
2775,0.272409
2774,0.062483
2788,0.159304
2787,0.06759
2895,0.064906
2893,0.036764
2754,0.127631
2897,0.083985
2898,0.057692
2892,0.137792
2749,0.118935
2882,0.048491
2896,0.074578
2,0.116285
9,0.042115
8,0.048501
18,0.054852
10,0.049917
16,0.040573
6,0.027421
19,0.078387
17,0.037556
27,0.079129
22,0.061959
23,0.082472
1,0.076637
21,0.038781
40,0.065308
73,0.064176
80,0.066263
79,0.065005
78,0.065531
76,0.069187
74,0.063198
71,0.060618
72,0.063185
75,0.069794
111,0.064845
314,0.060045
309,0.06574
1218,0.067275
1275,0.911804
1220,0.056433
1259,0.05277
1260,0.061574
1279,0.074418
1276,0.158508
1400,0.090035
1405,0.066751
1234,0.094043
1231,0.082264
1109,0.067303
1110,0.060742
1108,0.068491
1111,0.055189
1478,0.086174
1404,0.080458
1403,0.071704
1280,0.066086
1283,0.067713
1278,0.11691
1285,0.140277
1277,0.094436
1261,0.046467
1104,0.094746
1105,0.062864
1106,0.076281
1401,0.070793
1471,0.063834
1286,0.07252
1470,0.057332
1282,0.061902
1281,0.059747
1284,0.140605
1287,0.231659
1262,0.057172
1258,0.125449
1257,0.05887
1274,0.127149
1479,0.087779
1267,0.07765
1264,0.107716
1362,0.070078
1406,0.055393
1380,0.057018
1213,0.098951
1217,0.065263
1206,0.062394
1084,0.060176
1210,0.051443
1089,0.05292
1212,0.06028
1214,0.067356
1215,0.069566
1093,0.063441
1102,0.074049
1256,0.11435
1211,0.048113
1092,0.052661
1094,0.063855
1101,0.066081
1103,0.1292
1216,0.058132
1482,0.263421
1483,0.183815
1481,0.078041
1480,0.084157
1473,0.060538
1472,0.070098
1474,0.122705
1476,0.060573
1288,0.120508
1107,0.065778
1130,0.062465
1123,0.050647
1121,0.064631
1135,0.065286
1134,0.0627
1122,0.108949
1124,0.053401
1126,0.05722
1266,0.115551
1137,0.062283
1268,0.070895
1265,0.117542
1263,0.065096
1119,0.060611
1128,0.054823
1129,0.109736
1028,0.263778
1033,0.07752
1034,0.066039
1036,0.097581
1043,0.125779
1046,0.075084
1045,0.065534
1044,0.051962
1029,0.168873
1039,0.065463
1035,0.071934
1030,0.073101
1038,0.068686
362,0.636386
365,0.182268
1037,0.050995
1041,0.134797
1052,0.067856
1057,0.052494
1049,0.050038
1058,0.066552
1047,0.054967
1048,0.048508
1055,0.072459
1042,0.105856
1054,0.100203
1040,0.127052
1065,0.126876
1072,0.067866
140,0.050371
125,0.060754
60,0.117446
124,0.145509
123,0.042445
315,0.083876
61,0.068473
62,0.060734
126,0.06616
127,0.068908
69,0.084098
67,0.067521
47,0.124643
56,0.01964
57,0.063872
50,0.03524
53,0.039797
58,0.043662
52,0.039227
51,0.023124
59,0.061272
70,0.032147
139,0.129495
130,0.067246
132,0.068921
134,0.034714
136,0.034679
131,0.064874
101,0.033078
133,0.033772
129,0.067432
93,0.066257
128,0.06862
102,0.041602
112,0.065456
97,0.065878
94,0.065527
103,0.02583
104,0.032463
106,0.038222
135,0.033079
1070,0.086551
1067,0.049737
1071,0.063239
1068,0.047935
1064,0.091068
1059,0.032952
1060,0.075204
2672,0.846211
2666,0.963529
2709,2.612657
2705,1.208276
2848,0.53544
2678,0.844384
2853,1.880513
176,0.413782
152,0.058533
144,0.050585
147,0.067818
146,0.066623
306,0.439464
299,0.031287
282,0.055634
295,0.066808
286,0.060007
285,0.057074
250,0.083129
226,0.049457
225,0.05377
224,0.059652
223,0.053057
222,0.017368
244,0.092202
217,0.087278
252,0.131107
227,0.083768
228,0.054653
275,0.083379
240,0.053544
248,0.068892
249,0.056952
221,0.055699
87,0.034295
2857,0.110052
2849,0.140383
2850,0.150005
2847,0.144245
2858,0.063715
2852,0.321046
2851,0.291851
2861,0.127418
2860,0.059546
2862,0.111863
2863,0.050132
2864,0.065712
2866,0.079377
2867,0.077333
2869,0.089577
2868,0.046831
2870,0.067366
2871,0.072827
2854,0.267067
2859,0.217881
2865,0.226701
216,0.048223
214,0.054264
173,0.052483
172,0.052498
316,0.053309
171,0.05758
170,0.052624
164,0.064626
163,0.060703
158,0.053315
157,0.056271
268,0.075518
267,0.098508
269,0.068257
254,0.114838
265,0.08235
266,0.058671
186,0.067296
187,0.068886
169,0.051099
167,0.026415
174,0.10149
213,0.044093
210,0.086865
215,0.069012
219,0.072142
218,0.043252
220,0.066017
263,0.085834
258,0.071904
261,0.049361
191,0.070021
193,0.069494
194,0.067763
188,0.067863
177,1.370041
148,0.033011
151,0.035267
154,0.025062
156,0.04419
160,0.033395
162,0.034899
166,0.032768
168,0.026803
175,0.068299
230,0.066062
229,0.047592
262,0.039971
260,0.078922
209,0.019387
208,0.048712
204,0.048169
203,0.020204
195,0.069286
189,0.070725
237,0.05713
231,0.050444
211,0.021036
212,0.017939
264,0.087709
201,0.019873
202,0.048676
233,0.069673
243,0.027062
235,0.068334
150,0.035618
161,0.035068
165,0.032703
153,0.033469
155,0.034315
159,0.033549
118,0.042059
149,0.033339
198,0.069908
256,0.041682
257,0.069219
197,0.06657
205,0.068057
255,0.028974
259,0.066599
206,0.048914
200,0.0413
199,0.028406
192,0.087653
196,0.02648
190,0.078163
207,0.019374
273,0.076519
274,0.056707
239,0.067152
251,0.014008
246,0.067022
238,0.057446
242,0.059118
245,0.068722
272,0.087046
271,0.067724
247,0.039521
241,0.07482
234,0.04952
236,0.070677
232,0.040018
270,0.062153
300,0.025531
298,0.07012
293,0.061044
289,0.063509
297,0.078091
287,0.0818
1857,0.716272
1856,1.440299
