Id,Id2,Geography,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01
1400000US36005036400,36005036400,"Census Tract 364, Bronx County, New York",2204,274,290,127,13.2,5.9
1400000US36005036501,36005036501,"Census Tract 365.01, Bronx County, New York",3751,408,1686,489,44.9,10.4
1400000US36005036502,36005036502,"Census Tract 365.02, Bronx County, New York",2100,208,1087,196,51.8,10.1
1400000US36005036700,36005036700,"Census Tract 367, Bronx County, New York",2278,224,1319,345,57.9,12.6
1400000US36005036800,36005036800,"Census Tract 368, Bronx County, New York",2099,277,350,221,16.7,9.9
1400000US36005036901,36005036901,"Census Tract 369.01, Bronx County, New York",2263,283,1228,361,54.3,14.3
1400000US36005036902,36005036902,"Census Tract 369.02, Bronx County, New York",2282,296,933,279,40.9,10.4
1400000US36005037000,36005037000,"Census Tract 370, Bronx County, New York",2438,287,153,67,6.3,2.9
1400000US36005037100,36005037100,"Census Tract 371, Bronx County, New York",3548,455,1198,343,33.8,9.7
1400000US36005037200,36005037200,"Census Tract 372, Bronx County, New York",2364,407,446,183,18.9,8.3
1400000US36005037300,36005037300,"Census Tract 373, Bronx County, New York",5166,580,1864,583,36.1,9.8
1400000US36005037400,36005037400,"Census Tract 374, Bronx County, New York",3511,465,1265,376,36.0,9.8
1400000US36005037504,36005037504,"Census Tract 375.04, Bronx County, New York",3801,469,1852,500,48.7,10.0
1400000US36005037600,36005037600,"Census Tract 376, Bronx County, New York",2617,439,311,189,11.9,7.0
1400000US36005037800,36005037800,"Census Tract 378, Bronx County, New York",3240,409,530,257,16.4,7.6
1400000US36005037900,36005037900,"Census Tract 379, Bronx County, New York",5129,445,2405,493,46.9,8.7
1400000US36005038000,36005038000,"Census Tract 380, Bronx County, New York",4295,680,1426,591,33.2,10.3
1400000US36005038100,36005038100,"Census Tract 381, Bronx County, New York",5903,664,2280,601,38.6,8.8
1400000US36005038200,36005038200,"Census Tract 382, Bronx County, New York",2714,344,506,193,18.6,7.5
1400000US36005038301,36005038301,"Census Tract 383.01, Bronx County, New York",4783,559,1973,626,41.3,11.3
1400000US36005038302,36005038302,"Census Tract 383.02, Bronx County, New York",5167,476,2659,501,51.5,9.9
1400000US36005038500,36005038500,"Census Tract 385, Bronx County, New York",4795,590,2455,513,51.2,7.9
1400000US36005038600,36005038600,"Census Tract 386, Bronx County, New York",8296,950,1420,670,17.1,8.1
1400000US36005038700,36005038700,"Census Tract 387, Bronx County, New York",2941,544,1249,500,42.5,11.8
1400000US36005038800,36005038800,"Census Tract 388, Bronx County, New York",2981,398,591,259,19.8,8.8
1400000US36005038900,36005038900,"Census Tract 389, Bronx County, New York",4953,577,2221,527,44.8,9.5
1400000US36005039000,36005039000,"Census Tract 390, Bronx County, New York",3213,385,871,286,27.1,8.8
1400000US36005039100,36005039100,"Census Tract 391, Bronx County, New York",6835,720,2931,676,42.9,9.0
1400000US36005039200,36005039200,"Census Tract 392, Bronx County, New York",1687,250,557,251,33.0,13.0
1400000US36005039300,36005039300,"Census Tract 393, Bronx County, New York",7584,853,3770,841,49.7,9.8
1400000US36005039400,36005039400,"Census Tract 394, Bronx County, New York",4333,423,1067,368,24.6,8.9
1400000US36005039500,36005039500,"Census Tract 395, Bronx County, New York",3698,448,1156,311,31.3,7.9
1400000US36005039600,36005039600,"Census Tract 396, Bronx County, New York",3913,537,1581,584,40.4,12.2
1400000US36005039700,36005039700,"Census Tract 397, Bronx County, New York",1105,207,519,162,47.0,12.3
1400000US36005039800,36005039800,"Census Tract 398, Bronx County, New York",2590,429,353,260,13.6,9.2
1400000US36005039901,36005039901,"Census Tract 399.01, Bronx County, New York",5169,508,1897,428,36.7,8.1
1400000US36005039902,36005039902,"Census Tract 399.02, Bronx County, New York",4768,505,1917,446,40.2,9.0
1400000US36005040100,36005040100,"Census Tract 401, Bronx County, New York",5187,698,1689,639,32.6,11.8
1400000US36005040302,36005040302,"Census Tract 403.02, Bronx County, New York",3685,427,1497,336,40.6,8.4
1400000US36005040303,36005040303,"Census Tract 403.03, Bronx County, New York",4171,545,1339,401,32.1,9.6
1400000US36005040304,36005040304,"Census Tract 403.04, Bronx County, New York",3788,503,1156,458,30.5,12.1
1400000US36005040400,36005040400,"Census Tract 404, Bronx County, New York",2797,407,397,175,14.2,6.4
1400000US36005040501,36005040501,"Census Tract 405.01, Bronx County, New York",4188,610,1481,516,35.4,12.3
1400000US36005040502,36005040502,"Census Tract 405.02, Bronx County, New York",5625,670,2363,654,42.0,10.1
1400000US36005040600,36005040600,"Census Tract 406, Bronx County, New York",3097,503,628,283,20.3,8.7
1400000US36005040701,36005040701,"Census Tract 407.01, Bronx County, New York",3142,300,956,262,30.4,8.0
1400000US36005040702,36005040702,"Census Tract 407.02, Bronx County, New York",7033,779,1547,446,22.0,7.1
1400000US36005040800,36005040800,"Census Tract 408, Bronx County, New York",4130,480,1240,464,30.0,10.1
1400000US36005040900,36005040900,"Census Tract 409, Bronx County, New York",3638,430,326,212,9.0,5.9
1400000US36005041100,36005041100,"Census Tract 411, Bronx County, New York",3062,530,1047,452,34.2,11.1
1400000US36005041300,36005041300,"Census Tract 413, Bronx County, New York",6980,685,2182,649,31.3,7.9
1400000US36005041400,36005041400,"Census Tract 414, Bronx County, New York",5021,614,516,243,10.3,4.7
1400000US36005041500,36005041500,"Census Tract 415, Bronx County, New York",5737,679,1447,501,25.2,8.1
1400000US36005041800,36005041800,"Census Tract 418, Bronx County, New York",3896,436,1112,330,28.5,8.1
1400000US36005041900,36005041900,"Census Tract 419, Bronx County, New York",6737,740,1876,543,27.8,8.3
1400000US36005042000,36005042000,"Census Tract 420, Bronx County, New York",3343,462,947,215,28.3,8.4
1400000US36005042100,36005042100,"Census Tract 421, Bronx County, New York",6004,754,1526,506,25.4,8.4
1400000US36005042200,36005042200,"Census Tract 422, Bronx County, New York",3288,451,447,317,13.6,9.2
1400000US36005042300,36005042300,"Census Tract 423, Bronx County, New York",4357,377,1435,431,32.9,9.3
1400000US36005042400,36005042400,"Census Tract 424, Bronx County, New York",2851,573,405,250,14.2,9.1
1400000US36005042500,36005042500,"Census Tract 425, Bronx County, New York",6499,876,2118,517,32.6,8.1
1400000US36005042600,36005042600,"Census Tract 426, Bronx County, New York",7823,826,1145,555,14.6,7.1
1400000US36005042800,36005042800,"Census Tract 428, Bronx County, New York",2078,267,294,214,14.1,9.3
1400000US36005042901,36005042901,"Census Tract 429.01, Bronx County, New York",3150,388,967,356,30.7,11.2
1400000US36005042902,36005042902,"Census Tract 429.02, Bronx County, New York",3829,399,1268,339,33.1,9.0
1400000US36005043000,36005043000,"Census Tract 430, Bronx County, New York",3261,400,394,187,12.1,6.2
1400000US36005043100,36005043100,"Census Tract 431, Bronx County, New York",10340,1278,2816,654,27.2,6.7
1400000US36005043400,36005043400,"Census Tract 434, Bronx County, New York",3496,444,673,245,19.3,6.9
1400000US36005043500,36005043500,"Census Tract 435, Bronx County, New York",16,24,0,12,0.0,74.1
1400000US36005043600,36005043600,"Census Tract 436, Bronx County, New York",2066,256,284,202,13.7,9.9
1400000US36005044200,36005044200,"Census Tract 442, Bronx County, New York",4081,649,1157,471,28.4,11.3
1400000US36005044400,36005044400,"Census Tract 444, Bronx County, New York",3569,347,450,189,12.6,5.3
1400000US36005044800,36005044800,"Census Tract 448, Bronx County, New York",2172,290,170,156,7.8,7.1
1400000US36005044901,36005044901,"Census Tract 449.01, Bronx County, New York",1561,261,94,50,6.0,3.4
1400000US36005044902,36005044902,"Census Tract 449.02, Bronx County, New York",2273,288,244,151,10.7,7.0
1400000US36005045101,36005045101,"Census Tract 451.01, Bronx County, New York",1476,249,74,64,5.0,4.2
1400000US36005045102,36005045102,"Census Tract 451.02, Bronx County, New York",1783,195,73,43,4.1,2.4
1400000US36005045600,36005045600,"Census Tract 456, Bronx County, New York",3207,542,556,466,17.3,13.7
1400000US36005045800,36005045800,"Census Tract 458, Bronx County, New York",5673,524,2647,549,46.7,9.0
1400000US36005046000,36005046000,"Census Tract 460, Bronx County, New York",2667,434,617,373,23.1,12.2
1400000US36005046201,36005046201,"Census Tract 462.01, Bronx County, New York",27368,1714,2640,790,9.6,2.8
1400000US36005046202,36005046202,"Census Tract 462.02, Bronx County, New York",7211,776,1338,443,18.6,5.8
1400000US36005048400,36005048400,"Census Tract 484, Bronx County, New York",3577,519,294,174,8.2,5.0
1400000US36005050400,36005050400,"Census Tract 504, Bronx County, New York",33,36,0,12,0.0,51.6
1400000US36005051600,36005051600,"Census Tract 516, Bronx County, New York",4125,564,266,131,6.4,3.4
1400000US36027010000,36027010000,"Census Tract 100, Dutchess County, New York",4333,57,468,299,10.8,6.9
1400000US36027020003,36027020003,"Census Tract 200.03, Dutchess County, New York",4296,320,301,219,7.0,5.1
1400000US36027020004,36027020004,"Census Tract 200.04, Dutchess County, New York",2778,192,65,55,2.3,2.0
1400000US36027020005,36027020005,"Census Tract 200.05, Dutchess County, New York",5604,291,191,163,3.4,2.9
1400000US36027030000,36027030000,"Census Tract 300, Dutchess County, New York",4294,42,411,219,9.6,5.1
1400000US36027040001,36027040001,"Census Tract 400.01, Dutchess County, New York",4780,294,448,260,9.4,5.4
1400000US36027040003,36027040003,"Census Tract 400.03, Dutchess County, New York",3826,300,278,187,7.3,4.7
1400000US36027050102,36027050102,"Census Tract 501.02, Dutchess County, New York",3566,272,234,168,6.6,4.6
1400000US36027050103,36027050103,"Census Tract 501.03, Dutchess County, New York",5511,278,179,153,3.2,2.8
1400000US36027050104,36027050104,"Census Tract 501.04, Dutchess County, New York",6544,375,124,105,1.9,1.6
1400000US36027050203,36027050203,"Census Tract 502.03, Dutchess County, New York",5592,279,407,217,7.3,3.9
1400000US36027050204,36027050204,"Census Tract 502.04, Dutchess County, New York",2811,222,29,43,1.0,1.5
1400000US36027050205,36027050205,"Census Tract 502.05, Dutchess County, New York",5107,275,62,46,1.2,0.9
1400000US36027060100,36027060100,"Census Tract 601, Dutchess County, New York",4643,420,243,168,5.2,3.6
1400000US36027060201,36027060201,"Census Tract 602.01, Dutchess County, New York",3060,258,29,22,0.9,0.8
1400000US36027060202,36027060202,"Census Tract 602.02, Dutchess County, New York",3985,356,367,291,9.2,7.1
1400000US36027060301,36027060301,"Census Tract 603.01, Dutchess County, New York",4535,431,196,174,4.3,3.7
1400000US36027060302,36027060302,"Census Tract 603.02, Dutchess County, New York",2302,220,17,16,0.7,0.7
1400000US36027060400,36027060400,"Census Tract 604, Dutchess County, New York",2248,264,204,123,9.1,5.5
1400000US36027070101,36027070101,"Census Tract 701.01, Dutchess County, New York",4174,307,468,273,11.2,6.3
1400000US36027070102,36027070102,"Census Tract 701.02, Dutchess County, New York",3379,249,147,126,4.4,3.7
1400000US36027070201,36027070201,"Census Tract 702.01, Dutchess County, New York",3220,269,435,229,13.5,6.6
1400000US36027070301,36027070301,"Census Tract 703.01, Dutchess County, New York",6254,405,197,102,3.1,1.6
1400000US36027070401,36027070401,"Census Tract 704.01, Dutchess County, New York",2715,221,353,160,13.0,5.6
1400000US36027080103,36027080103,"Census Tract 801.03, Dutchess County, New York",4580,238,219,120,4.8,2.6
1400000US36027080104,36027080104,"Census Tract 801.04, Dutchess County, New York",3944,459,216,233,5.5,6.1
1400000US36027080201,36027080201,"Census Tract 802.01, Dutchess County, New York",4402,265,28,30,0.6,0.7
1400000US36027080202,36027080202,"Census Tract 802.02, Dutchess County, New York",2802,215,85,54,3.0,1.9
1400000US36027090000,36027090000,"Census Tract 900, Dutchess County, New York",2408,168,73,49,3.0,2.0
1400000US36027100000,36027100000,"Census Tract 1000, Dutchess County, New York",3011,28,183,103,6.1,3.4
1400000US36027110003,36027110003,"Census Tract 1100.03, Dutchess County, New York",4051,226,68,43,1.7,1.0
1400000US36027110004,36027110004,"Census Tract 1100.04, Dutchess County, New York",1954,215,212,134,10.8,6.7
1400000US36027110005,36027110005,"Census Tract 1100.05, Dutchess County, New York",2308,201,241,117,10.4,4.7
1400000US36027120000,36027120000,"Census Tract 1200, Dutchess County, New York",2440,178,174,90,7.1,3.6
1400000US36027130003,36027130003,"Census Tract 1300.03, Dutchess County, New York",5309,283,304,155,5.7,2.9
1400000US36027130004,36027130004,"Census Tract 1300.04, Dutchess County, New York",1681,177,73,52,4.3,3.1
1400000US36027130005,36027130005,"Census Tract 1300.05, Dutchess County, New York",2648,248,318,194,12.0,7.5
1400000US36027140101,36027140101,"Census Tract 1401.01, Dutchess County, New York",3532,413,726,406,20.6,10.1
1400000US36027140200,36027140200,"Census Tract 1402, Dutchess County, New York",7202,507,821,467,11.4,6.2
1400000US36027140300,36027140300,"Census Tract 1403, Dutchess County, New York",6057,550,1010,527,16.7,8.0
1400000US36027140400,36027140400,"Census Tract 1404, Dutchess County, New York",5051,297,33,32,0.7,0.6
1400000US36027140500,36027140500,"Census Tract 1405, Dutchess County, New York",2716,258,352,188,13.0,6.7
1400000US36027140602,36027140602,"Census Tract 1406.02, Dutchess County, New York",2651,218,231,161,8.7,6.0
1400000US36027140700,36027140700,"Census Tract 1407, Dutchess County, New York",6835,353,219,179,3.2,2.6
1400000US36027140801,36027140801,"Census Tract 1408.01, Dutchess County, New York",2553,274,376,207,14.7,8.0
1400000US36027150003,36027150003,"Census Tract 1500.03, Dutchess County, New York",1657,229,289,136,17.4,7.1
1400000US36027150004,36027150004,"Census Tract 1500.04, Dutchess County, New York",3662,257,192,133,5.2,3.6
1400000US36027150005,36027150005,"Census Tract 1500.05, Dutchess County, New York",2538,217,90,66,3.5,2.7
1400000US36027150006,36027150006,"Census Tract 1500.06, Dutchess County, New York",1798,152,252,111,14.0,5.8
1400000US36027160003,36027160003,"Census Tract 1600.03, Dutchess County, New York",2184,182,95,57,4.3,2.5
1400000US36027160004,36027160004,"Census Tract 1600.04, Dutchess County, New York",2207,178,74,61,3.4,2.8
1400000US36027160005,36027160005,"Census Tract 1600.05, Dutchess County, New York",2484,114,239,129,9.6,5.1
1400000US36027170000,36027170000,"Census Tract 1700, Dutchess County, New York",3766,45,464,166,12.3,4.4
1400000US36027180001,36027180001,"Census Tract 1800.01, Dutchess County, New York",4887,26,182,135,3.7,2.8
1400000US36027190101,36027190101,"Census Tract 1901.01, Dutchess County, New York",4264,313,61,59,1.4,1.4
1400000US36027190102,36027190102,"Census Tract 1901.02, Dutchess County, New York",1723,204,61,90,3.5,5.0
1400000US36027190203,36027190203,"Census Tract 1902.03, Dutchess County, New York",2529,217,140,69,5.5,2.6
1400000US36027190204,36027190204,"Census Tract 1902.04, Dutchess County, New York",5136,303,147,96,2.9,1.9
1400000US36027190301,36027190301,"Census Tract 1903.01, Dutchess County, New York",3388,251,120,94,3.5,2.7
1400000US36027190401,36027190401,"Census Tract 1904.01, Dutchess County, New York",2171,197,27,35,1.2,1.6
1400000US36027190402,36027190402,"Census Tract 1904.02, Dutchess County, New York",3256,283,94,66,2.9,2.0
1400000US36027200001,36027200001,"Census Tract 2000.01, Dutchess County, New York",3106,220,143,105,4.6,3.3
1400000US36027200002,36027200002,"Census Tract 2000.02, Dutchess County, New York",1491,209,183,83,12.3,4.9
1400000US36027210101,36027210101,"Census Tract 2101.01, Dutchess County, New York",4696,309,593,245,12.6,5.3
1400000US36027210201,36027210201,"Census Tract 2102.01, Dutchess County, New York",4559,332,918,267,20.1,5.7
1400000US36027210301,36027210301,"Census Tract 2103.01, Dutchess County, New York",4198,256,347,260,8.3,6.0
1400000US36027220100,36027220100,"Census Tract 2201, Dutchess County, New York",3922,528,960,272,24.5,7.8
1400000US36027220201,36027220201,"Census Tract 2202.01, Dutchess County, New York",2935,302,840,238,28.6,8.0
1400000US36027220300,36027220300,"Census Tract 2203, Dutchess County, New York",4771,475,1942,479,40.7,9.0
1400000US36027220700,36027220700,"Census Tract 2207, Dutchess County, New York",2630,259,616,210,23.4,7.9
1400000US36027220801,36027220801,"Census Tract 2208.01, Dutchess County, New York",3875,393,957,241,24.7,5.8
1400000US36027220901,36027220901,"Census Tract 2209.01, Dutchess County, New York",4099,420,573,327,14.0,7.5
1400000US36027221001,36027221001,"Census Tract 2210.01, Dutchess County, New York",4142,315,272,213,6.6,4.9
1400000US36027221100,36027221100,"Census Tract 2211, Dutchess County, New York",3723,522,1344,432,36.1,10.1
1400000US36027300000,36027300000,"Census Tract 3000, Dutchess County, New York",5206,254,592,318,11.4,6.1
1400000US36027410000,36027410000,"Census Tract 4100, Dutchess County, New York",1777,201,339,173,19.1,9.7
1400000US36027610000,36027610000,"Census Tract 6100, Dutchess County, New York",0,12,0,12,,
1400000US36027640001,36027640001,"Census Tract 6400.01, Dutchess County, New York",0,12,0,12,,
1400000US36027640002,36027640002,"Census Tract 6400.02, Dutchess County, New York",373,426,194,367,52.0,52.0
1400000US36047000100,36047000100,"Census Tract 1, Kings County, New York",4610,442,775,229,16.8,4.8
1400000US36047000200,36047000200,"Census Tract 2, Kings County, New York",1581,328,564,251,35.7,14.6
1400000US36047000301,36047000301,"Census Tract 3.01, Kings County, New York",4186,655,520,248,12.4,5.6
1400000US36047000501,36047000501,"Census Tract 5.01, Kings County, New York",3655,437,406,217,11.1,6.0
1400000US36047000502,36047000502,"Census Tract 5.02, Kings County, New York",2448,282,144,101,5.9,4.0
1400000US36047000700,36047000700,"Census Tract 7, Kings County, New York",3803,341,184,117,4.8,3.0
1400000US36047000900,36047000900,"Census Tract 9, Kings County, New York",4065,375,316,159,7.8,3.7
1400000US36047001100,36047001100,"Census Tract 11, Kings County, New York",580,69,49,38,8.4,6.5
1400000US36047001300,36047001300,"Census Tract 13, Kings County, New York",2561,298,897,256,35.0,7.0
1400000US36047001500,36047001500,"Census Tract 15, Kings County, New York",4506,461,1296,380,28.8,6.7
1400000US36047001800,36047001800,"Census Tract 18, Kings County, New York",0,12,0,12,,
1400000US36047002000,36047002000,"Census Tract 20, Kings County, New York",1376,268,203,120,14.8,7.7
1400000US36047002100,36047002100,"Census Tract 21, Kings County, New York",3763,382,191,170,5.1,4.3
1400000US36047002200,36047002200,"Census Tract 22, Kings County, New York",4541,425,1291,380,28.4,8.1
1400000US36047002300,36047002300,"Census Tract 23, Kings County, New York",3892,398,1811,465,46.5,10.3
1400000US36047002901,36047002901,"Census Tract 29.01, Kings County, New York",3235,358,2193,358,67.8,8.0
1400000US36047003000,36047003000,"Census Tract 30, Kings County, New York",1932,283,180,112,9.3,5.9
1400000US36047003100,36047003100,"Census Tract 31, Kings County, New York",1530,183,65,65,4.2,4.3
1400000US36047003300,36047003300,"Census Tract 33, Kings County, New York",2941,302,552,268,18.8,8.2
1400000US36047003400,36047003400,"Census Tract 34, Kings County, New York",3323,513,465,452,14.0,12.3
1400000US36047003500,36047003500,"Census Tract 35, Kings County, New York",1506,151,124,96,8.2,6.3
1400000US36047003600,36047003600,"Census Tract 36, Kings County, New York",4288,501,423,354,9.9,7.8
1400000US36047003700,36047003700,"Census Tract 37, Kings County, New York",657,71,81,42,12.3,5.9
1400000US36047003800,36047003800,"Census Tract 38, Kings County, New York",1730,234,229,197,13.2,10.8
1400000US36047003900,36047003900,"Census Tract 39, Kings County, New York",2480,343,410,174,16.5,5.9
1400000US36047004100,36047004100,"Census Tract 41, Kings County, New York",3318,368,329,200,9.9,5.6
1400000US36047004300,36047004300,"Census Tract 43, Kings County, New York",2865,221,222,96,7.7,3.3
1400000US36047004400,36047004400,"Census Tract 44, Kings County, New York",2506,230,157,112,6.3,4.4
1400000US36047004500,36047004500,"Census Tract 45, Kings County, New York",3305,232,100,65,3.0,1.9
1400000US36047004600,36047004600,"Census Tract 46, Kings County, New York",1384,139,163,149,11.8,10.5
1400000US36047004700,36047004700,"Census Tract 47, Kings County, New York",1524,196,128,92,8.4,5.6
1400000US36047004900,36047004900,"Census Tract 49, Kings County, New York",1951,214,116,83,5.9,4.3
1400000US36047005000,36047005000,"Census Tract 50, Kings County, New York",2298,191,72,44,3.1,2.0
1400000US36047005100,36047005100,"Census Tract 51, Kings County, New York",2112,235,82,49,3.9,2.4
1400000US36047005201,36047005201,"Census Tract 52.01, Kings County, New York",1698,199,507,187,29.9,10.7
1400000US36047005202,36047005202,"Census Tract 52.02, Kings County, New York",2418,205,145,70,6.0,2.9
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",2359,417,516,195,21.9,7.9
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",3446,356,470,208,13.6,5.8
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",2630,251,295,169,11.2,6.5
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",1854,306,89,56,4.8,3.2
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",3375,401,584,306,17.3,8.7
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",1273,235,332,185,26.1,12.7
1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",2703,306,205,95,7.6,3.5
1400000US36047006200,36047006200,"Census Tract 62, Kings County, New York",2732,306,573,281,21.0,9.6
1400000US36047006300,36047006300,"Census Tract 63, Kings County, New York",1756,183,157,83,8.9,4.4
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",3879,438,499,240,12.9,6.0
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",5072,495,488,279,9.6,5.4
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",3695,457,502,264,13.6,7.1
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",3498,305,128,77,3.7,2.3
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",5327,577,1482,596,27.8,10.5
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",3639,443,251,119,6.9,3.4
1400000US36047007000,36047007000,"Census Tract 70, Kings County, New York",2580,330,339,163,13.1,6.5
1400000US36047007100,36047007100,"Census Tract 71, Kings County, New York",4792,381,1590,455,33.2,8.8
1400000US36047007200,36047007200,"Census Tract 72, Kings County, New York",2087,309,804,326,38.5,14.3
1400000US36047007400,36047007400,"Census Tract 74, Kings County, New York",6088,650,1853,629,30.4,9.0
1400000US36047007500,36047007500,"Census Tract 75, Kings County, New York",4812,575,96,78,2.0,1.7
1400000US36047007600,36047007600,"Census Tract 76, Kings County, New York",4140,510,1354,474,32.7,9.8
1400000US36047007700,36047007700,"Census Tract 77, Kings County, New York",4423,450,253,127,5.7,2.9
1400000US36047007800,36047007800,"Census Tract 78, Kings County, New York",5437,542,1433,487,26.4,9.1
1400000US36047008000,36047008000,"Census Tract 80, Kings County, New York",4354,568,1066,390,24.5,8.9
1400000US36047008200,36047008200,"Census Tract 82, Kings County, New York",4353,456,1305,413,30.0,9.2
1400000US36047008400,36047008400,"Census Tract 84, Kings County, New York",3665,465,1198,484,32.7,12.0
1400000US36047008500,36047008500,"Census Tract 85, Kings County, New York",7033,503,3474,760,49.4,9.7
1400000US36047008600,36047008600,"Census Tract 86, Kings County, New York",0,12,0,12,,
1400000US36047008800,36047008800,"Census Tract 88, Kings County, New York",3072,400,530,223,17.3,6.9
1400000US36047009000,36047009000,"Census Tract 90, Kings County, New York",3214,342,1137,357,35.4,10.3
1400000US36047009200,36047009200,"Census Tract 92, Kings County, New York",5084,536,1617,499,31.8,8.5
1400000US36047009400,36047009400,"Census Tract 94, Kings County, New York",5827,641,1979,568,34.0,9.1
1400000US36047009600,36047009600,"Census Tract 96, Kings County, New York",6090,673,1560,655,25.6,9.0
1400000US36047009800,36047009800,"Census Tract 98, Kings County, New York",7537,712,2928,572,38.8,7.8
1400000US36047010000,36047010000,"Census Tract 100, Kings County, New York",6343,652,2328,489,36.7,7.4
1400000US36047010100,36047010100,"Census Tract 101, Kings County, New York",4208,382,970,384,23.1,7.9
1400000US36047010200,36047010200,"Census Tract 102, Kings County, New York",5321,515,1015,313,19.1,5.8
1400000US36047010400,36047010400,"Census Tract 104, Kings County, New York",6214,712,2139,614,34.4,8.9
1400000US36047010600,36047010600,"Census Tract 106, Kings County, New York",6078,518,2659,558,43.7,8.6
1400000US36047010800,36047010800,"Census Tract 108, Kings County, New York",4854,589,1974,553,40.7,9.7
1400000US36047011000,36047011000,"Census Tract 110, Kings County, New York",2552,342,795,277,31.2,10.2
1400000US36047011200,36047011200,"Census Tract 112, Kings County, New York",6141,628,1932,464,31.5,8.4
1400000US36047011400,36047011400,"Census Tract 114, Kings County, New York",4252,594,1733,529,40.8,10.5
1400000US36047011600,36047011600,"Census Tract 116, Kings County, New York",4588,578,1358,576,29.6,11.6
1400000US36047011700,36047011700,"Census Tract 117, Kings County, New York",2568,331,300,228,11.7,9.0
1400000US36047011800,36047011800,"Census Tract 118, Kings County, New York",2491,456,762,331,30.6,12.5
1400000US36047011900,36047011900,"Census Tract 119, Kings County, New York",1656,265,161,101,9.7,5.7
1400000US36047012000,36047012000,"Census Tract 120, Kings County, New York",1315,308,574,228,43.7,15.0
1400000US36047012100,36047012100,"Census Tract 121, Kings County, New York",1962,325,157,75,8.0,4.2
1400000US36047012200,36047012200,"Census Tract 122, Kings County, New York",5015,525,1678,407,33.5,7.3
1400000US36047012600,36047012600,"Census Tract 126, Kings County, New York",3113,376,1336,375,42.9,10.3
1400000US36047012700,36047012700,"Census Tract 127, Kings County, New York",3703,317,867,257,23.4,7.2
1400000US36047012801,36047012801,"Census Tract 128.01, Kings County, New York",2118,219,341,176,16.1,8.1
1400000US36047012901,36047012901,"Census Tract 129.01, Kings County, New York",2487,318,345,223,13.9,8.7
1400000US36047012902,36047012902,"Census Tract 129.02, Kings County, New York",2015,310,300,203,14.9,9.6
1400000US36047013000,36047013000,"Census Tract 130, Kings County, New York",4971,479,1113,408,22.4,8.2
1400000US36047013100,36047013100,"Census Tract 131, Kings County, New York",4304,435,490,329,11.4,7.3
1400000US36047013200,36047013200,"Census Tract 132, Kings County, New York",2147,266,321,178,15.0,7.6
1400000US36047013300,36047013300,"Census Tract 133, Kings County, New York",4614,437,313,163,6.8,3.4
1400000US36047013400,36047013400,"Census Tract 134, Kings County, New York",4082,412,545,277,13.4,6.5
1400000US36047013500,36047013500,"Census Tract 135, Kings County, New York",3580,238,152,77,4.2,2.2
1400000US36047013600,36047013600,"Census Tract 136, Kings County, New York",3826,372,619,272,16.2,6.9
1400000US36047013700,36047013700,"Census Tract 137, Kings County, New York",3249,285,456,166,14.0,4.9
1400000US36047013800,36047013800,"Census Tract 138, Kings County, New York",4002,562,854,455,21.3,10.3
1400000US36047013900,36047013900,"Census Tract 139, Kings County, New York",3740,342,368,188,9.8,5.1
1400000US36047014000,36047014000,"Census Tract 140, Kings County, New York",1873,198,164,102,8.8,5.6
1400000US36047014100,36047014100,"Census Tract 141, Kings County, New York",3890,428,119,58,3.1,1.6
1400000US36047014200,36047014200,"Census Tract 142, Kings County, New York",2980,397,594,260,19.9,8.0
1400000US36047014300,36047014300,"Census Tract 143, Kings County, New York",3788,432,720,290,19.0,6.7
1400000US36047014500,36047014500,"Census Tract 145, Kings County, New York",4534,352,783,305,17.3,6.5
1400000US36047014700,36047014700,"Census Tract 147, Kings County, New York",2328,361,421,239,18.1,10.1
1400000US36047014800,36047014800,"Census Tract 148, Kings County, New York",1238,167,10,12,0.8,0.9
1400000US36047014900,36047014900,"Census Tract 149, Kings County, New York",5565,509,333,181,6.0,3.2
1400000US36047015000,36047015000,"Census Tract 150, Kings County, New York",1656,257,74,48,4.5,3.0
1400000US36047015100,36047015100,"Census Tract 151, Kings County, New York",3823,382,192,99,5.0,2.6
1400000US36047015200,36047015200,"Census Tract 152, Kings County, New York",2373,253,199,161,8.4,6.7
1400000US36047015300,36047015300,"Census Tract 153, Kings County, New York",2817,352,102,79,3.6,2.8
1400000US36047015400,36047015400,"Census Tract 154, Kings County, New York",0,12,0,12,,
1400000US36047015500,36047015500,"Census Tract 155, Kings County, New York",3557,361,133,83,3.7,2.4
