PlanPortion,Infrastructure,RtpId,ProjectCategory,Description,Sponsor,Ptype,County,Year,EstimatedCost,Geography
Vision,Roadways,MHSWC773V,MOBILITY,ITS AND SIGNALIZATION IMPROVEMENTS -YONKERS,LOCAL MUNICIPALITY,ITS,Westchester,,,"MULTIPOLYGON (((-73.867527 40.950457, -73.875732 40.930979, -73.884861 40.931925, -73.876341 40.950754, -73.867527 40.950457)))"
Vision,Transit,MHSWC783V,TRANSIT,WATERBORNE SERVICE EMPHASIS AREA (LI SOUND/RYE/MAMARONECK/LARCHMONT/NEW ROCHELLE),WESTCHESTER COUNTY,Ferry,Westchester,,,"MULTIPOLYGON (((-73.737505 40.943075, -73.737492 40.943029, -73.737432 40.943029, -73.736063 40.943048, -73.735926 40.943102, -73.73452 40.943117, -73.734419 40.943144, -73.734259 40.943121, -73.734165 40.943064, -73.734106 40.943048, -73.734028 40.943029, -73.733877 40.942987, -73.733681 40.942919, -73.733429 40.942839, -73.733625 40.942602, -73.733547 40.942537, -73.733232 40.94298, -73.733124 40.942942, -73.733351 40.942549, -73.732773 40.942446, -73.73259 40.94277, -73.732388 40.942686, -73.732437 40.942621, -73.732512 40.942514, -73.732592 40.9424, -73.732563 40.942377, -73.732483 40.942369, -73.732368 40.942324, -73.732304 40.942266, -73.732166 40.942244, -73.732065 40.942213, -73.731964 40.942167, -73.731848 40.942095, -73.731834 40.942022, -73.731718 40.941919, -73.731699 40.941755, -73.731691 40.941694, -73.731686 40.94153, -73.731672 40.941446, -73.731585 40.941381, -73.731361 40.941389, -73.73118 40.941427, -73.73105 40.941412, -73.730787 40.941507, -73.730671 40.941523, -73.730452 40.941458, -73.730278 40.941378, -73.730148 40.941366, -73.730045 40.941381, -73.729944 40.941389, -73.72983 40.941317, -73.729794 40.941248, -73.729845 40.941118, -73.729961 40.940981, -73.729963 40.940928, -73.729906 40.940847, -73.72979 40.940771, -73.72974 40.940699, -73.729727 40.94058, -73.729626 40.940462, -73.729481 40.940371, -73.729424 40.940275, -73.729366 40.940233, -73.729252 40.940222, -73.729206 40.94029, -73.729198 40.940336, -73.729292 40.940447, -73.729401 40.94055, -73.729471 40.940744, -73.729498 40.940989, -73.729395 40.941259, -73.728979 40.941351, -73.72892 40.941359, -73.728775 40.941355, -73.728443 40.941339, -73.728037 40.941298, -73.727757 40.941229, -73.727633 40.941149, -73.727518 40.940992, -73.727282 40.94079, -73.727144 40.940748, -73.726795 40.940748, -73.726528 40.940817, -73.726381 40.940905, -73.726213 40.941038, -73.726063 40.941057, -73.725954 40.940966, -73.725847 40.940737, -73.725805 40.940519, -73.725677 40.940294, -73.725359 40.940073, -73.725092 40.939966, -73.724834 40.93989, -73.724472 40.939734, -73.724073 40.939543, -73.723917 40.939417, -73.723558 40.939123, -73.723383 40.938986, -73.723118 40.938818, -73.722815 40.938658, -73.722418 40.938524, -73.722229 40.938471, -73.722071 40.938463, -73.72183 40.93852, -73.721663 40.938635, -73.721533 40.938597, -73.72147 40.938444, -73.721462 40.938345, -73.721552 40.938154, -73.721653 40.938028, -73.72172 40.937895, -73.721684 40.937853, -73.721611 40.937796, -73.721533 40.937723, -73.721613 40.937632, -73.721649 40.937647, -73.721714 40.937666, -73.721815 40.937738, -73.721859 40.937788, -73.72196 40.937819, -73.722061 40.937803, -73.722185 40.937738, -73.722279 40.937685, -73.722345 40.937624, -73.722469 40.937513, -73.722477 40.937422, -73.722355 40.937334, -73.722275 40.937323, -73.72216 40.93725, -73.722195 40.937243, -73.722391 40.937208, -73.722544 40.93722, -73.722595 40.937147, -73.722652 40.937059, -73.722719 40.937006, -73.722807 40.936941, -73.722757 40.936811, -73.722698 40.936792, -73.722576 40.9368, -73.722416 40.936827, -73.72233 40.936735, -73.72241 40.936583, -73.722498 40.936544, -73.722607 40.936544, -73.722811 40.936441, -73.722912 40.936422, -73.72299 40.936502, -73.723127 40.936602, -73.723221 40.936651, -73.723345 40.936628, -73.723404 40.936579, -73.72344 40.936449, -73.723499 40.936262, -73.723587 40.936087, -73.723646 40.935957, -73.723713 40.935785, -73.723743 40.935595, -73.723768 40.935381, -73.723783 40.935163, -73.723749 40.935045, -73.723671 40.934877, -73.72357 40.934675, -73.723412 40.934511, -73.723261 40.934366, -73.723001 40.934298, -73.72282 40.934206, -73.72254 40.934076, -73.722727 40.934053, -73.722906 40.934023, -73.723068 40.933996, -73.723257 40.933958, -73.723186 40.933805, -73.723106 40.933706, -73.723093 40.933668, -73.723122 40.933569, -73.723124 40.933466, -73.72311 40.93342, -73.723045 40.933207, -73.723047 40.933146, -73.723068 40.933119, -73.723192 40.933054, -73.723272 40.932978, -73.72336 40.932878, -73.723484 40.932676, -73.7236 40.932592, -73.723804 40.932497, -73.723928 40.932409, -73.724291 40.932291, -73.724316 40.932028, -73.724388 40.932001, -73.724546 40.931963, -73.724634 40.931936, -73.724737 40.93178, -73.724752 40.931688, -73.724718 40.931536, -73.724646 40.931406, -73.724567 40.931337, -73.724474 40.931292, -73.724329 40.931242, -73.724199 40.931211, -73.724003 40.931185, -73.723829 40.931189, -73.723692 40.931253, -73.723524 40.931349, -73.723429 40.931406, -73.723333 40.931593, -73.723303 40.931726, -73.72323 40.931822, -73.72307 40.931868, -73.722961 40.931856, -73.722782 40.931799, -73.722681 40.931822, -73.722593 40.93189, -73.722483 40.931997, -73.722389 40.932062, -73.7222 40.932177, -73.721937 40.932268, -73.721598 40.932344, -73.721518 40.932302, -73.72154 40.932215, -73.721577 40.932173, -73.721657 40.932138, -73.721716 40.932058, -73.721775 40.931955, -73.721861 40.931879, -73.721949 40.931822, -73.722101 40.931795, -73.722239 40.93173, -73.722399 40.931581, -73.722473 40.931452, -73.722496 40.931349, -73.722475 40.931112, -73.722521 40.931025, -73.722593 40.931002, -73.722752 40.931009, -73.722883 40.930948, -73.722935 40.930883, -73.722971 40.930796, -73.72303 40.930655, -73.723095 40.930559, -73.723248 40.930479, -73.7234 40.930494, -73.723516 40.930517, -73.723696 40.930563, -73.723791 40.93054, -73.723869 40.930662, -73.723869 40.930738, -73.723875 40.930826, -73.723911 40.930887, -73.723927 40.930922, -73.723991 40.930937, -73.724243 40.930983, -73.724417 40.93104, -73.724598 40.931131, -73.72472 40.9312, -73.724945 40.931234, -73.725039 40.931158, -73.725163 40.931013, -73.725281 40.930868, -73.725325 40.930769, -73.72534 40.930544, -73.725233 40.930407, -73.725197 40.930285, -73.725163 40.930101, -73.725105 40.929998, -73.72497 40.929865, -73.724941 40.929785, -73.72484 40.929667, -73.724674 40.929655, -73.724586 40.929655, -73.724516 40.929533, -73.724632 40.92948, -73.724792 40.929441, -73.724995 40.929361, -73.725098 40.929201, -73.725107 40.929041, -73.725063 40.928885, -73.725044 40.928751, -73.72506 40.928621, -73.72506 40.928492, -73.725046 40.928385, -73.725147 40.928324, -73.725365 40.928347, -73.725657 40.928198, -73.72613 40.927938, -73.726688 40.927687, -73.726856 40.927603, -73.727045 40.927488, -73.727226 40.927412, -73.727407 40.927374, -73.727581 40.927359, -73.727713 40.927332, -73.72785 40.927374, -73.728022 40.927435, -73.728153 40.927515, -73.728283 40.927603, -73.728455 40.927736, -73.728592 40.927847, -73.728815 40.927984, -73.729074 40.928068, -73.729321 40.928057, -73.729523 40.928137, -73.729668 40.928186, -73.729849 40.928213, -73.730022 40.928232, -73.730188 40.928255, -73.73037 40.928255, -73.730587 40.928267, -73.730841 40.928263, -73.731131 40.928251, -73.731398 40.928205, -73.731579 40.92816, -73.731754 40.928041, -73.731974 40.927874, -73.732119 40.92774, -73.732279 40.927557, -73.732418 40.927374, -73.732557 40.927172, -73.732676 40.926905, -73.732618 40.926744, -73.73254 40.926596, -73.732397 40.926321, -73.732269 40.9261, -73.732176 40.925936, -73.732121 40.925764, -73.732115 40.925566, -73.732138 40.925367, -73.732161 40.925203, -73.73217 40.924929, -73.732258 40.924738, -73.73241 40.924757, -73.732418 40.924623, -73.732456 40.924463, -73.732588 40.924326, -73.732725 40.924223, -73.73295 40.92412, -73.733154 40.924025, -73.73317 40.923941, -73.733084 40.92383, -73.73304 40.923693, -73.733072 40.923464, -73.733637 40.923449, -73.733644 40.923265, -73.733654 40.923101, -73.733685 40.922789, -73.733717 40.922487, -73.733755 40.922224, -73.733807 40.921984, -73.733894 40.921824, -73.734114 40.921682, -73.73436 40.921644, -73.734671 40.921625, -73.734932 40.92174, -73.735111 40.921885, -73.735275 40.922144, -73.735432 40.922453, -73.73551 40.922777, -73.735508 40.922892, -73.7355 40.923029, -73.735514 40.923178, -73.735519 40.923365, -73.735476 40.923479, -73.735411 40.923521, -73.735323 40.92362, -73.735308 40.923708, -73.735306 40.92383, -73.735312 40.924006, -73.73531 40.924185, -73.735317 40.924284, -73.735344 40.924566, -73.735334 40.924833, -73.735281 40.925097, -73.735178 40.925291, -73.735106 40.925459, -73.73498 40.925695, -73.734856 40.925943, -73.7346 40.926264, -73.734394 40.926561, -73.73435 40.926653, -73.734314 40.926737, -73.734255 40.926863, -73.734196 40.927057, -73.734158 40.927214, -73.734135 40.927366, -73.734097 40.927526, -73.734089 40.927675, -73.734074 40.927813, -73.734074 40.927893, -73.734123 40.92798, -73.73418 40.928064, -73.734238 40.928137, -73.734251 40.928278, -73.734207 40.928381, -73.734192 40.92848, -73.73419 40.928553, -73.734198 40.928602, -73.734232 40.928728, -73.734196 40.928843, -73.733919 40.928907, -73.733797 40.928953, -73.733637 40.928949, -73.733507 40.928938, -73.73337 40.928984, -73.733238 40.92906, -73.73313 40.929071, -73.733028 40.929056, -73.732899 40.929052, -73.732796 40.929045, -73.732754 40.929102, -73.732716 40.929178, -73.732664 40.929232, -73.732729 40.929289, -73.732801 40.929251, -73.732845 40.929178, -73.732883 40.92914, -73.733021 40.929152, -73.733034 40.929178, -73.733086 40.929216, -73.733019 40.929274, -73.732954 40.929327, -73.732882 40.92938, -73.732779 40.929483, -73.732561 40.929632, -73.732409 40.929674, -73.732321 40.929598, -73.732294 40.929499, -73.732309 40.929407, -73.732346 40.929312, -73.732376 40.929174, -73.732435 40.929037, -73.732531 40.928804, -73.732611 40.928671, -73.732735 40.928621, -73.732779 40.928667, -73.732813 40.928728, -73.732864 40.928728, -73.732864 40.928679, -73.732939 40.928564, -73.732939 40.928526, -73.732931 40.928408, -73.732983 40.928381, -73.733034 40.928377, -73.73315 40.928339, -73.733143 40.928286, -73.733091 40.928274, -73.733006 40.928255, -73.732925 40.928251, -73.732868 40.928312, -73.732845 40.928354, -73.732801 40.928408, -73.732765 40.928442, -73.732655 40.928541, -73.732584 40.92856, -73.732553 40.928545, -73.732483 40.928492, -73.732447 40.928484, -73.732416 40.92853, -73.732416 40.928576, -73.732466 40.928644, -73.732452 40.928686, -73.732328 40.928724, -73.732212 40.92869, -73.732105 40.928637, -73.731997 40.928625, -73.731787 40.92864, -73.731611 40.928667, -73.731445 40.928709, -73.731192 40.928698, -73.730894 40.92874, -73.730806 40.928823, -73.730778 40.928923, -73.730783 40.929087, -73.730833 40.929228, -73.73086 40.929373, -73.730896 40.929548, -73.730946 40.92967, -73.731039 40.929758, -73.731148 40.9298, -73.731262 40.929861, -73.731327 40.929968, -73.731405 40.93004, -73.731501 40.930014, -73.731617 40.929945, -73.731726 40.92993, -73.731747 40.929987, -73.731731 40.930105, -73.731758 40.930326, -73.731808 40.930403, -73.73188 40.930548, -73.731806 40.930662, -73.731756 40.930723, -73.731705 40.930815, -73.73171 40.930998, -73.731752 40.931051, -73.731752 40.93115, -73.731758 40.931223, -73.7318 40.931417, -73.731808 40.931536, -73.731974 40.931509, -73.732033 40.931337, -73.732077 40.931246, -73.732121 40.931158, -73.732216 40.931013, -73.732283 40.930845, -73.732393 40.930716, -73.732517 40.930609, -73.732807 40.930506, -73.733105 40.930422, -73.73325 40.930262, -73.7335 40.929922, -73.733652 40.929754, -73.73382 40.929655, -73.733944 40.929579, -73.734148 40.929487, -73.734371 40.929461, -73.734524 40.929399, -73.734612 40.929335, -73.734787 40.929197, -73.734917 40.929167, -73.735142 40.92914, -73.735352 40.929125, -73.735605 40.929098, -73.735788 40.928995, -73.736006 40.928869, -73.736238 40.928732, -73.73653 40.928518, -73.736959 40.928247, -73.737221 40.928049, -73.737461 40.927839, -73.737608 40.927691, -73.737709 40.927706, -73.737782 40.927702, -73.737934 40.927713, -73.738071 40.927652, -73.738131 40.927584, -73.738138 40.927435, -73.738073 40.927389, -73.737988 40.927378, -73.737885 40.927389, -73.737827 40.927351, -73.737886 40.927298, -73.737967 40.927298, -73.738068 40.927286, -73.738169 40.927263, -73.738277 40.927225, -73.738306 40.927309, -73.738306 40.927408, -73.738304 40.927534, -73.738224 40.927721, -73.73815 40.927862, -73.738068 40.928007, -73.738008 40.928171, -73.73773 40.928545, -73.737616 40.928728, -73.737419 40.928946, -73.737167 40.929228, -73.73702 40.929365, -73.736948 40.929449, -73.736761 40.929598, -73.736607 40.929716, -73.736437 40.929853, -73.736332 40.929987, -73.736225 40.930052, -73.735903 40.930277, -73.735821 40.930399, -73.735819 40.930498, -73.73584 40.930658, -73.735926 40.930811, -73.736017 40.931055, -73.735916 40.93117, -73.735785 40.931231, -73.735596 40.931269, -73.735342 40.93136, -73.735132 40.931444, -73.734913 40.931532, -73.734797 40.931643, -73.734789 40.931719, -73.734737 40.931868, -73.734585 40.931948, -73.73436 40.931986, -73.734055 40.932135, -73.733952 40.932215, -73.7339 40.932329, -73.733841 40.932592, -73.733833 40.932718, -73.733984 40.93281, -73.734056 40.932814, -73.734209 40.932821, -73.734413 40.932688, -73.734564 40.932646, -73.734716 40.932608, -73.734905 40.93252, -73.735117 40.932493, -73.735298 40.932447, -73.735464 40.932371, -73.735645 40.932333, -73.735704 40.932261, -73.735699 40.932085, -73.735641 40.932043, -73.735561 40.931974, -73.735519 40.931898, -73.735563 40.931845, -73.73562 40.931807, -73.735695 40.931734, -73.735775 40.931662, -73.73584 40.931612, -73.735971 40.931547, -73.73608 40.931494, -73.736233 40.931475, -73.73637 40.931475, -73.736464 40.931551, -73.73649 40.931662, -73.736431 40.931913, -73.7363 40.932055, -73.736126 40.93215, -73.736153 40.932268, -73.736305 40.932261, -73.736551 40.932196, -73.736723 40.932173, -73.736795 40.932161, -73.736893 40.932188, -73.736994 40.932249, -73.737123 40.932341, -73.737202 40.932421, -73.737318 40.932478, -73.737471 40.93244, -73.737507 40.932329, -73.737478 40.932264, -73.737371 40.932154, -73.737228 40.931982, -73.737127 40.931894, -73.736998 40.93178, -73.736904 40.931669, -73.736891 40.931581, -73.736883 40.931524, -73.736898 40.931383, -73.73695 40.931311, -73.737022 40.931234, -73.737082 40.931086, -73.737047 40.931017, -73.736967 40.930956, -73.736874 40.930887, -73.736788 40.930838, -73.736708 40.930758, -73.736731 40.930696, -73.736759 40.93067, -73.736832 40.930639, -73.736898 40.930632, -73.737 40.93062, -73.737194 40.930593, -73.73731 40.930593, -73.737448 40.930601, -73.737629 40.930567, -73.737717 40.930479, -73.737755 40.930372, -73.737719 40.930273, -73.73769 40.930216, -73.73764 40.930117, -73.738556 40.929541, -73.738607 40.929567, -73.738693 40.929651, -73.738787 40.929701, -73.738916 40.929785, -73.739105 40.929914, -73.739176 40.92996, -73.739321 40.929968, -73.739437 40.929945, -73.739546 40.929911, -73.739662 40.929827, -73.739801 40.929682, -73.739916 40.92964, -73.739939 40.929625, -73.739998 40.929518, -73.740042 40.929419, -73.74008 40.929235, -73.74011 40.929136, -73.740139 40.92901, -73.740061 40.928904, -73.740032 40.928804, -73.740076 40.928774, -73.740141 40.928785, -73.740257 40.928804, -73.740395 40.928785, -73.740431 40.92877, -73.740788 40.928579, -73.740889 40.928595, -73.741018 40.928602, -73.741085 40.928541, -73.741114 40.928465, -73.741108 40.928343, -73.741051 40.928251, -73.740864 40.928083, -73.741163 40.927794, -73.741367 40.92766, -73.741476 40.927523, -73.741446 40.927649, -73.741425 40.927767, -73.741467 40.927816, -73.741531 40.927809, -73.74159 40.927809, -73.741692 40.927774, -73.741728 40.927732, -73.7418 40.927637, -73.741875 40.927546, -73.741919 40.927572, -73.741953 40.927668, -73.741982 40.927744, -73.742075 40.927767, -73.74214 40.927816, -73.742277 40.927908, -73.742422 40.927965, -73.742531 40.927961, -73.742596 40.927916, -73.74272 40.927835, -73.742836 40.92782, -73.743002 40.927782, -73.743124 40.927813, -73.743328 40.927839, -73.743479 40.927919, -73.743666 40.928053, -73.743744 40.928198, -73.743795 40.928328, -73.743807 40.928488, -73.743799 40.928717, -73.743748 40.928862, -73.743658 40.92906, -73.743557 40.929182, -73.743431 40.92935, -73.743351 40.92948, -73.743242 40.929571, -73.743132 40.929686, -73.743059 40.929796, -73.742964 40.92988, -73.742826 40.929895, -73.742748 40.929861, -73.742733 40.929907, -73.74271 40.929972, -73.742674 40.930059, -73.742659 40.930178, -73.742729 40.930208, -73.742796 40.930189, -73.742825 40.930101, -73.742876 40.930056, -73.742868 40.930124, -73.742846 40.930197, -73.742802 40.930296, -73.742743 40.930395, -73.742641 40.93051, -73.742437 40.930674, -73.74235 40.930666, -73.74235 40.930742, -73.742472 40.930799, -73.742464 40.93091, -73.742456 40.931067, -73.742397 40.931162, -73.742304 40.931143, -73.742144 40.931112, -73.741941 40.931116, -73.741796 40.931116, -73.741695 40.931044, -73.741646 40.931009, -73.741587 40.931013, -73.741558 40.931032, -73.741566 40.931051, -73.741608 40.931162, -73.741571 40.9312, -73.74152 40.931257, -73.741528 40.931307, -73.74157 40.931322, -73.74165 40.931311, -73.741722 40.931246, -73.741796 40.931208, -73.741911 40.931204, -73.742012 40.931208, -73.742079 40.931215, -73.742193 40.931215, -73.742252 40.931238, -73.742289 40.931261, -73.742395 40.931314, -73.742445 40.931421, -73.742481 40.931513, -73.742588 40.931711, -73.742718 40.931898, -73.742716 40.931971, -73.742714 40.932219, -73.742773 40.932283, -73.742701 40.932272, -73.742634 40.932299, -73.742647 40.932436, -73.742756 40.932501, -73.742849 40.932535, -73.742966 40.932619, -73.743103 40.932726, -73.743217 40.932669, -73.743313 40.932604, -73.743441 40.932501, -73.743414 40.932482, -73.743271 40.932314, -73.743214 40.932226, -73.74317 40.93215, -73.743114 40.932028, -73.743086 40.93191, -73.743059 40.931787, -73.743032 40.931643, -73.743048 40.931467, -73.743021 40.931379, -73.742949 40.931303, -73.742878 40.931181, -73.742851 40.931005, -73.742853 40.930895, -73.742884 40.930784, -73.743071 40.930395, -73.743196 40.93017, -73.743568 40.929586, -73.743969 40.929377, -73.744097 40.928885, -73.744328 40.928633, -73.744747 40.928644, -73.74511 40.928766, -73.74515 40.928957, -73.745037 40.929266, -73.745087 40.929495, -73.745304 40.929605, -73.745646 40.929571, -73.745806 40.929502, -73.745924 40.929319, -73.745867 40.929041, -73.745623 40.928755, -73.745371 40.928598, -73.745176 40.928522, -73.744938 40.928442, -73.744764 40.928381, -73.744671 40.928267, -73.744606 40.928122, -73.744652 40.928026, -73.744854 40.927717, -73.745184 40.927595, -73.745836 40.927973, -73.745897 40.927969, -73.745943 40.927927, -73.745834 40.927782, -73.745638 40.92766, -73.745495 40.927561, -73.745373 40.927435, -73.745323 40.927347, -73.745331 40.927233, -73.745657 40.926882, -73.746067 40.92647, -73.745825 40.926413, -73.745474 40.926607, -73.745258 40.926886, -73.744915 40.927111, -73.744808 40.92729, -73.744625 40.927427, -73.74411 40.927637, -73.743858 40.927744, -73.743719 40.927752, -73.74349 40.927687, -73.743414 40.927526, -73.743689 40.927011, -73.744118 40.926348, -73.744843 40.92597, -73.745205 40.925997, -73.745544 40.925936, -73.745501 40.925711, -73.744183 40.92568, -73.743547 40.925577, -73.743635 40.925535, -73.743513 40.925451, -73.743757 40.925333, -73.74367 40.925097, -73.744091 40.924673, -73.744095 40.924318, -73.744711 40.923761, -73.744638 40.923605, -73.744394 40.923628, -73.744381 40.923578, -73.744617 40.923445, -73.744831 40.923025, -73.74486 40.922636, -73.744564 40.922472, -73.744131 40.922018, -73.743578 40.922163, -73.743355 40.922194, -73.743267 40.922117, -73.743332 40.921774, -73.743711 40.921434, -73.743988 40.920839, -73.744196 40.920763, -73.744144 40.9205, -73.744743 40.920343, -73.74473 40.920145, -73.744179 40.919958, -73.743744 40.919744, -73.743557 40.919363, -73.743599 40.919226, -73.744026 40.91913, -73.74369 40.918848, -73.743349 40.918871, -73.742929 40.91902, -73.742779 40.918768, -73.743069 40.918592, -73.743317 40.918417, -73.743189 40.918184, -73.743664 40.917891, -73.74379 40.917925, -73.743782 40.917772, -73.744089 40.917505, -73.744261 40.917536, -73.744389 40.917593, -73.744377 40.917463, -73.744595 40.917437, -73.744743 40.917543, -73.744785 40.917456, -73.744875 40.917479, -73.745083 40.91736, -73.745432 40.917574, -73.745567 40.917398, -73.745859 40.917246, -73.745722 40.917086, -73.746073 40.916792, -73.746422 40.91675, -73.746399 40.916693, -73.746546 40.916647, -73.746687 40.916792, -73.746771 40.917109, -73.746849 40.917509, -73.747072 40.917635, -73.747213 40.917589, -73.747761 40.917677, -73.748192 40.917574, -73.762638 40.930315, -73.759851 40.93252, -73.755859 40.936121, -73.753216 40.938437, -73.750525 40.940714, -73.747982 40.942808, -73.74464 40.945745, -73.74424 40.94615, -73.737673 40.943857, -73.737717 40.943823, -73.737505 40.943075)))"
Vision,Roadways,MHSPC698V,MOBILITY,BREWSTER VILLAGE WALKLABLE COMMUNITY INITIATIVE,PUTNAM CO.,Pedestrian,Putnam,,,"MULTIPOLYGON (((-73.60829 41.396509, -73.60755 41.396456, -73.607517 41.396624, -73.603386 41.397017, -73.603371 41.396067, -73.602642 41.396048, -73.602261 41.39554, -73.602047 41.394613, -73.602495 41.394514, -73.60327 41.394476, -73.603317 41.394777, -73.613035 41.393766, -73.61791 41.391123, -73.620445 41.392447, -73.624622 41.401472, -73.616915 41.403215, -73.613794 41.400187, -73.610567 41.397501, -73.610035 41.397116, -73.609411 41.396776, -73.608837 41.396616, -73.60829 41.396509)))"
Vision,Roadways,NYCM273V,RECONSTRUCTION,MILLER HIGHWAY RELOCATION,NYSDOT,Highway,New York,,,"MULTIPOLYGON (((-73.987152 40.780828, -73.992882 40.772654, -73.993975 40.773069, -73.988188 40.78124, -73.987152 40.780828)))"
Vision,Roadways,NYCM275V,RECONSTRUCTION,RECONSTRUCTION OF MID-BLOCK BLVD AND CROSS STREETS-HUDSON YARD VICINITY,NYCDOT,Highway,New York,,,"MULTIPOLYGON (((-73.999041 40.760328, -73.994551 40.758421, -73.994446 40.758535, -73.99296 40.757883, -73.993471 40.757151, -73.990559 40.755941, -73.991114 40.75519, -73.991594 40.755411, -73.993336 40.753119, -73.99287 40.75289, -73.993755 40.75157, -73.991039 40.750452, -73.991955 40.749014, -73.995256 40.750463, -73.995497 40.750051, -73.997869 40.751078, -73.998125 40.750704, -74.001217 40.751993, -74.001923 40.752371, -74.004177 40.753237, -74.002012 40.756159, -74.002012 40.756182, -74.001247 40.757265, -73.999041 40.760328)))"
Vision,Other,NYCM290V,STUDY,CHINATOWN ACCESS & TRANSPORTATION STUDY,NYCDOT,Study,New York,,,"MULTIPOLYGON (((-73.994558 40.713678, -73.997284 40.713465, -73.997599 40.713434, -73.997686 40.713453, -73.997808 40.713514, -73.998846 40.713423, -73.99889 40.713404, -73.998955 40.713392, -73.999121 40.713366, -73.999367 40.713331, -73.999771 40.713274, -74.000172 40.713221, -74.000864 40.713079, -74.000999 40.713049, -74.001919 40.712851, -74.002144 40.712801, -74.003963 40.713697, -74.003752 40.714144, -74.003735 40.714193, -74.003527 40.714762, -74.003496 40.714846, -74.003448 40.715086, -74.003405 40.715422, -74.00337 40.715567, -74.003334 40.715658, -74.003258 40.71578, -74.003088 40.715994, -74.002844 40.716311, -74.002365 40.716875, -74.001846 40.717455, -74.001266 40.718088, -74.000992 40.71839, -74.000797 40.718618, -74.000519 40.718431, -73.999956 40.718012, -73.999525 40.717707, -73.999298 40.717543, -73.998848 40.717241, -73.998713 40.717176, -73.998558 40.717115, -73.998442 40.717077, -73.998377 40.716997, -73.997772 40.716776, -73.997 40.716501, -73.996151 40.716219, -73.996094 40.716196, -73.996044 40.716177, -73.995832 40.716078, -73.995687 40.716002, -73.99551 40.715857, -73.995369 40.715704, -73.995293 40.715658, -73.995214 40.715498, -73.995136 40.715353, -73.995068 40.715223, -73.994972 40.715055, -73.994713 40.714598, -73.994614 40.714426, -73.994501 40.714243, -73.99419 40.713709, -73.994265 40.713701, -73.994352 40.713694, -73.994558 40.713678)))"
Vision,Other,NYCM292V,STUDY,CLINTON HELLS KITCHEN NEIGHBORHOOD TRANSPORTATION STUDY,NYCDOT,Study,New York,,,"MULTIPOLYGON (((-73.992962 40.752867, -73.993465 40.752203, -73.993879 40.752375, -73.996302 40.753393, -73.996964 40.753672, -73.997429 40.753862, -73.997522 40.753897, -73.997557 40.753912, -73.997599 40.753927, -74.00202 40.7558, -74.002243 40.755896, -74.004625 40.756903, -74.00481 40.756975, -74.005049 40.757097, -74.00565 40.757326, -73.994133 40.773157, -73.993204 40.772783, -73.990499 40.771639, -73.990442 40.771616, -73.990383 40.771593, -73.99029 40.771551, -73.987591 40.770422, -73.98605 40.769766, -73.984766 40.76922, -73.98193 40.76803, -73.982159 40.767702, -73.982384 40.767401, -73.982901 40.766703, -73.983027 40.766523, -73.983217 40.766249, -73.983356 40.766047, -73.983799 40.765425, -73.984264 40.764803, -73.984722 40.764174, -73.985182 40.763544, -73.985636 40.762915, -73.986082 40.762312, -73.98654 40.76166, -73.987019 40.761053, -73.987476 40.760412, -73.987902 40.75979, -73.988361 40.759169, -73.988829 40.758528, -73.98929 40.757902, -73.989773 40.757219, -73.990244 40.756571, -73.990721 40.755934, -73.991161 40.755323, -73.991585 40.754713, -73.99206 40.754099, -73.992292 40.753794, -73.992533 40.753469, -73.99275 40.75321, -73.992962 40.752867)))"
Vision,Other,NYCM300V,STUDY,GREENWICH STREET SOUTH PLANNING STUDY,NYCDOT,Study,New York,,,"MULTIPOLYGON (((-74.010948 40.714197, -74.011131 40.713568, -74.012287 40.713762, -74.01211 40.714376, -74.012054 40.714602, -74.011896 40.715059, -74.011765 40.715368, -74.011681 40.715696, -74.011507 40.716379, -74.011347 40.716993, -74.011198 40.717546, -74.011049 40.718191, -74.01092 40.718855, -74.010826 40.719492, -74.010691 40.720167, -74.01059 40.720823, -74.010466 40.721498, -74.010342 40.722174, -74.010237 40.722837, -74.010115 40.723482, -74.01001 40.724134, -74.009901 40.72468, -74.009897 40.724703, -74.009892 40.724756, -74.009888 40.724829, -74.009773 40.725492, -74.009682 40.725981, -74.009674 40.726015, -74.009672 40.726038, -74.009544 40.726786, -74.009422 40.727526, -74.009306 40.728251, -74.009172 40.728971, -74.007996 40.728857, -74.008003 40.72883, -74.008131 40.728132, -74.008247 40.727415, -74.008371 40.726671, -74.008495 40.725931, -74.008499 40.725908, -74.008509 40.725855, -74.0086 40.72537, -74.008707 40.724752, -74.008711 40.724695, -74.00872 40.724607, -74.008728 40.724558, -74.008837 40.724012, -74.008942 40.723364, -74.009064 40.722719, -74.009169 40.722059, -74.009293 40.721376, -74.009415 40.720705, -74.009518 40.720045, -74.009651 40.719374, -74.009745 40.71874, -74.00988 40.71805, -74.010035 40.717379, -74.010187 40.716814, -74.010345 40.716208, -74.010517 40.715525, -74.010616 40.715143, -74.010759 40.714808, -74.010899 40.714403, -74.010948 40.714197)))"
