distance,State,County,rdName,rdNumber,rdDirection,tmc,dYear,dMonth,dWeekday,HR24_passVeh,HR24_allVeh,HR24_freight,HR1_passVeh,HR1_allVeh,HR1_freight,HR2_passVeh,HR2_allVeh,HR2_freight,HR3_passVeh,HR3_allVeh,HR3_freight,HR4_passVeh,HR4_allVeh,HR4_freight,HR5_passVeh,HR5_allVeh,HR5_freight,HR6_passVeh,HR6_allVeh,HR6_freight,HR7_passVeh,HR7_allVeh,HR7_freight,HR8_passVeh,HR8_allVeh,HR8_freight,HR9_passVeh,HR9_allVeh,HR9_freight,HR10_passVeh,HR10_allVeh,HR10_freight,HR11_passVeh,HR11_allVeh,HR11_freight,HR12_passVeh,HR12_allVeh,HR12_freight,HR13_passVeh,HR13_allVeh,HR13_freight,HR14_passVeh,HR14_allVeh,HR14_freight,HR15_passVeh,HR15_allVeh,HR15_freight,HR16_passVeh,HR16_allVeh,HR16_freight,HR17_passVeh,HR17_allVeh,HR17_freight,HR18_passVeh,HR18_allVeh,HR18_freight,HR19_passVeh,HR19_allVeh,HR19_freight,HR20_passVeh,HR20_allVeh,HR20_freight,HR21_passVeh,HR21_allVeh,HR21_freight,HR22_passVeh,HR22_allVeh,HR22_freight,HR23_passVeh,HR23_allVeh,HR23_freight
1.629651,NJ,MIDDLESEX,"RIVER RD",622,EASTBOUND,120-07491,2019,01,Tuesday,37,37,NULL,34,34,33,39,39,NULL,39,39,NULL,35,34,33,31,31,33,31,31,38,34,34,32,34,34,33,37,37,35,36,36,35,35,34,31,35,35,35,38,37,36,35,35,30,35,35,35,37,36,35,36,36,35,36,36,NULL,35,35,NULL,38,38,NULL,37,37,NULL,55,43,33,55,44,32
0.064815,NJ,MIDDLESEX,"RIVER RD",622,EASTBOUND,120-07490,2019,01,Tuesday,45,33,28,40,33,28,39,28,27,34,31,27,34,33,32,34,31,28,31,31,30,30,29,25,28,27,25,30,30,29,32,30,27,33,32,28,32,32,31,33,32,31,32,31,27,34,33,30,31,30,26,29,29,25,29,29,26,32,31,28,32,31,29,33,31,28,35,32,30,35,31,27
0.536989,NY,KINGS,"COURT ST",0,SOUTHBOUND,120-18149,2019,01,Tuesday,16,16,NULL,17,17,NULL,21,21,NULL,13,13,NULL,15,15,NULL,11,11,NULL,12,12,NULL,9,9,NULL,11,11,NULL,12,12,NULL,10,10,14,10,10,8,10,10,NULL,10,10,15,12,12,NULL,11,11,NULL,12,12,NULL,11,11,NULL,11,11,NULL,13,13,NULL,16,16,NULL,15,15,NULL,15,15,NULL,17,17,NULL
0.03146,NY,"NEW YORK",NJ-495,495,WESTBOUND,120+04767,2019,01,Tuesday,40,40,NULL,41,41,NULL,34,34,NULL,38,38,NULL,46,45,32,41,42,35,39,39,36,34,34,27,30,30,25,30,29,24,35,34,27,33,33,32,30,30,28,32,32,26,27,27,24,24,24,26,24,24,28,25,25,24,31,31,30,36,36,32,36,36,34,38,38,32,40,39,34,40,40,32
0.528787,NY,KINGS,"COURT ST",0,SOUTHBOUND,120-18148,2019,01,Tuesday,18,18,NULL,20,20,NULL,19,19,NULL,10,10,NULL,14,14,NULL,14,14,NULL,15,15,NULL,12,12,NULL,14,14,NULL,12,12,NULL,13,13,13,13,13,8,12,12,8,14,14,19,15,15,NULL,13,13,NULL,13,13,NULL,13,13,NULL,14,14,NULL,16,16,NULL,13,13,NULL,17,17,NULL,18,18,NULL,18,18,NULL
0.464624,NJ,HUDSON,NJ-495,495,WESTBOUND,120+04769,2019,01,Tuesday,41,41,39,40,40,40,40,40,34,38,38,37,40,38,29,37,37,29,31,31,29,22,23,22,22,22,18,30,29,25,37,37,31,37,37,32,37,37,30,38,38,37,37,37,32,22,22,20,24,24,21,22,22,19,31,31,28,37,37,33,38,38,30,39,39,34,40,40,35,39,39,34
0.072607,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04763,2019,01,Tuesday,61,61,61,62,62,NULL,59,59,58,59,58,60,66,66,60,64,64,64,61,61,56,51,51,48,54,54,50,63,63,65,64,64,56,64,64,59,64,64,61,65,65,63,64,64,58,63,63,57,62,62,58,61,61,48,63,63,58,64,64,NULL,63,63,NULL,66,66,NULL,63,63,NULL,66,65,61
0.417015,NJ,SOMERSET,US-206,206,SOUTHBOUND,120-07499,2019,01,Tuesday,48,48,47,47,48,52,51,49,43,48,47,43,52,52,47,52,51,11,46,45,45,37,37,31,36,36,31,40,39,38,40,39,35,39,39,34,43,42,39,42,42,48,43,43,41,41,40,40,43,42,35,41,40,37,45,45,38,46,46,37,51,51,43,49,49,40,54,53,44,57,47,45
3.339422,NJ,SOMERSET,US-206,206,SOUTHBOUND,120-07498,2019,01,Tuesday,36,34,30,37,38,42,39,36,26,40,39,29,44,43,39,40,40,31,36,36,38,29,29,27,27,27,23,30,30,25,31,31,28,29,29,27,29,29,27,28,28,24,28,28,32,27,26,24,24,24,25,21,21,22,23,23,20,29,29,23,33,32,28,36,36,27,36,36,33,41,38,36
0.216958,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04764,2019,01,Tuesday,57,58,62,60,60,NULL,58,58,57,56,56,60,61,60,58,62,61,62,57,57,54,44,44,33,48,48,40,59,59,54,62,62,60,60,60,48,62,61,47,62,62,60,61,61,62,59,59,48,56,56,62,56,56,35,59,59,58,60,60,NULL,59,59,NULL,62,62,NULL,61,61,NULL,65,65,62
0.132464,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04765,2019,01,Tuesday,58,59,64,60,60,NULL,62,61,56,58,59,63,62,62,63,64,63,55,56,56,51,41,41,30,41,41,32,58,58,65,64,64,60,63,63,61,64,64,56,64,64,63,63,63,62,62,62,57,59,59,60,52,52,41,62,62,59,63,63,NULL,63,63,NULL,65,65,NULL,65,65,NULL,65,65,62
1.413004,NJ,SOMERSET,US-206,206,SOUTHBOUND,120-07497,2019,01,Tuesday,40,41,39,40,41,41,43,39,32,47,47,47,38,38,40,38,38,35,36,37,39,28,28,31,25,24,19,38,36,29,35,35,36,34,34,30,33,32,25,34,34,32,32,31,28,31,31,26,31,31,27,27,27,26,28,28,22,34,34,30,34,34,26,36,36,25,43,42,33,44,43,41
1.108346,NJ,SOMERSET,US-206,206,SOUTHBOUND,120-07496,2019,01,Tuesday,40,42,46,41,41,41,41,39,31,46,43,38,42,42,NULL,39,40,40,38,38,40,28,28,24,29,29,31,36,36,34,39,38,35,37,37,35,38,38,36,38,38,35,37,37,36,37,37,33,30,30,26,30,30,30,29,29,30,35,35,34,39,39,36,41,41,34,44,43,41,46,42,38
0.714925,NJ,SOMERSET,US-206,206,SOUTHBOUND,120-07495,2019,01,Tuesday,36,38,40,44,40,32,39,39,NULL,36,37,38,41,41,NULL,44,43,34,36,37,42,34,34,32,34,34,36,39,39,30,38,38,37,38,38,37,37,37,37,36,36,33,39,39,39,35,35,32,35,35,27,35,35,29,32,31,27,33,33,31,38,38,38,42,40,7,38,39,46,46,41,37
3.034534,NJ,SOMERSET,US-206,206,SOUTHBOUND,120-07494,2019,01,Tuesday,36,38,41,41,41,42,35,35,NULL,46,42,38,41,41,NULL,47,47,43,42,42,40,34,34,33,32,32,34,39,39,33,42,42,39,43,43,42,43,42,38,41,41,35,42,41,38,40,40,40,39,39,39,38,38,33,38,38,33,39,39,39,40,39,39,42,42,NULL,44,44,45,46,43,41
0.182727,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04760,2019,01,Tuesday,57,58,61,59,59,NULL,62,62,64,59,58,54,64,64,70,64,64,62,60,60,52,57,57,54,60,60,55,62,62,62,62,62,53,62,62,62,62,62,54,62,62,58,63,63,61,61,61,55,61,61,56,61,61,57,59,59,58,62,62,NULL,62,62,NULL,63,63,NULL,65,65,NULL,66,66,62
0.997108,NJ,SOMERSET,US-206,206,SOUTHBOUND,120-07493,2019,01,Tuesday,36,33,29,29,32,40,26,26,NULL,34,36,38,35,33,27,42,41,41,33,33,32,23,23,20,17,17,12,21,21,17,33,33,27,30,31,29,29,29,25,28,27,16,26,26,25,27,28,34,17,17,13,21,21,19,17,18,21,32,31,28,32,32,34,37,37,NULL,39,39,39,36,37,38
0.464232,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04761,2019,01,Tuesday,59,59,61,59,59,NULL,62,62,59,59,59,56,65,65,88,63,63,63,61,61,55,55,54,48,58,58,46,63,63,61,63,63,56,63,63,58,63,63,56,64,64,56,64,64,61,62,62,58,62,62,57,62,62,54,62,62,58,63,63,NULL,64,64,NULL,66,66,NULL,63,63,NULL,67,66,62
0.017684,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04762,2019,01,Tuesday,62,61,61,60,60,NULL,60,60,58,58,58,63,66,66,70,64,64,61,61,60,56,53,53,49,56,56,52,63,63,60,64,63,57,63,63,60,63,63,62,64,64,56,64,64,58,63,63,61,61,61,57,61,61,54,62,62,58,63,63,NULL,62,62,NULL,66,66,NULL,62,62,NULL,66,66,61
0.871181,NJ,SOMERSET,US-206,206,SOUTHBOUND,120-07492,2019,01,Tuesday,35,37,38,42,41,41,NULL,NULL,NULL,40,37,31,NULL,26,26,34,36,39,31,31,34,25,25,26,27,27,24,26,26,26,25,25,27,26,26,19,24,24,29,23,24,21,25,25,25,22,22,23,25,26,23,20,20,18,22,22,19,26,26,25,31,31,32,34,34,NULL,36,35,28,34,33,31
0.27633,NY,BRONX,"GRAND CONCOURSE",0,SOUTHBOUND,120-19470,2019,01,Tuesday,22,22,NULL,21,21,NULL,26,26,NULL,17,17,NULL,19,19,NULL,20,20,NULL,23,23,NULL,19,19,NULL,18,18,NULL,18,18,NULL,19,19,NULL,18,18,NULL,15,15,NULL,16,16,NULL,16,16,NULL,12,12,NULL,15,15,NULL,16,16,NULL,19,19,NULL,19,19,NULL,17,17,NULL,21,21,NULL,20,20,NULL,18,18,NULL
0.009681,NY,"NEW YORK","1ST AVE",0,NORTHBOUND,120P06965,2019,01,Tuesday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,22,NULL,15,15,NULL,NULL,NULL,NULL,12,12,NULL,16,16,NULL,16,16,NULL,17,17,NULL,23,23,NULL,15,15,NULL,11,11,NULL,18,18,NULL,20,20,NULL,16,16,NULL,20,20,NULL,19,19,NULL,22,22,NULL,21,21,NULL,18,18,NULL,18,18,NULL,19,19,NULL,11,11,NULL
0.215491,NJ,MIDDLESEX,"POSSUMTOWN RD",1600,WESTBOUND,120+16759,2019,01,Tuesday,32,28,23,34,34,NULL,38,32,30,34,34,NULL,37,33,22,37,32,24,35,33,22,29,29,16,30,29,24,34,30,25,33,31,29,30,29,27,32,31,24,31,30,26,33,31,23,32,31,24,29,28,20,26,26,13,28,27,21,32,32,NULL,32,32,21,32,32,32,41,41,NULL,26,31,36
1.009305,NY,SUFFOLK,"N COUNTRY RD",25,WESTBOUND,120-18145,2019,01,Tuesday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,29,17,29,29,NULL,28,28,NULL,35,35,NULL,34,34,NULL,26,26,31,30,30,NULL,35,35,NULL,31,31,NULL,29,29,NULL,31,31,NULL,39,39,NULL,14,14,NULL,38,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3.390703,NY,SUFFOLK,"N COUNTRY RD",25,WESTBOUND,120-18144,2019,01,Tuesday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,27,NULL,28,28,NULL,27,27,NULL,28,28,NULL,33,33,28,31,31,NULL,28,28,NULL,31,31,32,31,31,NULL,31,31,NULL,26,25,19,31,31,NULL,30,30,NULL,28,28,NULL,29,29,NULL,29,29,NULL,33,33,NULL,36,36,NULL,42,42,NULL,20,20,NULL
0.012688,NY,"NEW YORK","W 66TH ST",0,WESTBOUND,120P17617,2019,01,Tuesday,9,9,NULL,10,10,NULL,11,11,NULL,20,20,NULL,19,19,NULL,12,12,NULL,8,8,NULL,9,9,NULL,7,7,NULL,9,9,NULL,8,8,NULL,10,10,NULL,8,8,NULL,7,7,NULL,6,6,NULL,8,8,NULL,9,9,NULL,11,11,NULL,8,8,NULL,8,8,NULL,10,10,NULL,8,8,NULL,10,10,NULL,14,14,NULL
0.107926,NY,KINGS,"JAMAICA AVE",0,WESTBOUND,120-19476,2019,01,Tuesday,21,21,NULL,20,20,NULL,22,22,NULL,13,13,NULL,22,22,NULL,18,18,NULL,11,11,NULL,12,12,NULL,11,11,NULL,10,10,NULL,11,11,NULL,11,11,NULL,12,12,NULL,12,12,NULL,11,11,NULL,11,11,NULL,10,10,NULL,11,11,NULL,9,9,NULL,13,13,NULL,16,16,NULL,19,19,NULL,15,15,NULL,21,21,NULL
0.614405,NY,BRONX,"GRAND CONCOURSE",0,SOUTHBOUND,120-19471,2019,01,Tuesday,16,16,NULL,20,20,NULL,23,23,NULL,15,15,NULL,22,22,19,24,23,21,22,22,NULL,14,14,NULL,14,14,NULL,15,15,NULL,14,14,NULL,13,13,NULL,14,14,NULL,11,11,NULL,12,12,NULL,12,12,NULL,13,13,NULL,12,12,NULL,16,16,NULL,17,17,NULL,15,15,NULL,13,13,NULL,16,16,NULL,15,15,NULL
1.021963,NJ,BERGEN,"PALISADES INTERSTATE PKWY",445,NORTHBOUND,120+04778,2019,01,Tuesday,63,63,NULL,61,61,NULL,65,65,NULL,62,62,NULL,59,59,NULL,59,59,NULL,61,61,NULL,64,64,NULL,63,63,NULL,64,64,NULL,64,64,NULL,64,64,NULL,64,64,NULL,64,64,NULL,64,64,38,64,64,NULL,61,61,NULL,57,57,NULL,56,56,NULL,60,60,NULL,61,61,NULL,62,62,NULL,63,63,NULL,63,63,NULL
1.018253,NY,KINGS,"CROPSEY AVE",0,SOUTHBOUND,120-18159,2019,01,Tuesday,21,21,NULL,15,15,11,19,19,NULL,16,16,NULL,12,12,NULL,13,13,16,12,12,NULL,11,11,11,12,12,NULL,12,12,12,12,12,11,13,13,NULL,12,12,NULL,12,12,NULL,12,12,NULL,13,13,5,13,13,NULL,13,13,NULL,13,13,NULL,15,15,NULL,13,13,NULL,14,14,12,14,13,12,18,18,NULL
0.453825,NJ,BERGEN,"PALISADES INTERSTATE PKWY",445,NORTHBOUND,120+04779,2019,01,Tuesday,65,65,NULL,64,64,NULL,67,67,NULL,63,63,NULL,62,62,NULL,65,65,NULL,66,66,NULL,69,69,NULL,69,69,NULL,66,66,NULL,67,67,NULL,67,67,NULL,67,67,NULL,67,67,NULL,68,68,NULL,68,68,NULL,66,66,NULL,62,62,NULL,59,59,NULL,62,62,NULL,64,64,NULL,65,65,NULL,65,65,NULL,65,65,NULL
1.425966,NJ,HUNTERDON,I-78,78,WESTBOUND,120-06178,2019,01,Tuesday,66,65,65,66,65,65,65,64,63,67,65,65,65,65,64,66,65,64,66,65,64,68,65,64,68,66,64,66,64,63,66,65,63,67,65,63,67,65,63,68,66,63,68,66,63,66,64,62,58,57,55,57,56,54,63,61,58,65,63,61,67,65,63,68,66,64,68,65,63,66,64,63
0.497606,NJ,BERGEN,"PALISADES INTERSTATE PKWY",445,NORTHBOUND,120+04774,2019,01,Tuesday,46,46,NULL,49,49,NULL,44,44,NULL,52,52,NULL,42,42,NULL,50,50,NULL,46,46,NULL,43,43,NULL,40,40,NULL,43,43,NULL,44,44,NULL,42,42,NULL,42,42,NULL,43,43,NULL,44,44,51,40,40,NULL,39,39,22,39,39,NULL,38,38,NULL,43,43,NULL,45,45,NULL,45,45,NULL,43,43,NULL,47,47,NULL
0.147812,NJ,SOMERSET,I-78,78,WESTBOUND,120-06179,2019,01,Tuesday,66,65,64,66,65,65,65,64,64,67,66,65,66,64,64,67,65,64,68,65,64,68,65,63,69,66,63,67,64,62,67,65,64,68,66,64,68,66,64,68,66,63,69,66,63,66,64,62,57,55,53,58,56,54,64,61,59,66,63,61,69,66,65,69,67,64,68,65,64,66,65,64
1.466802,NJ,BERGEN,"PALISADES INTERSTATE PKWY",445,NORTHBOUND,120+04775,2019,01,Tuesday,58,58,NULL,56,56,NULL,57,57,NULL,55,55,NULL,54,54,NULL,56,56,NULL,55,55,NULL,56,56,NULL,56,56,NULL,56,56,NULL,56,56,NULL,59,59,NULL,57,57,NULL,57,57,NULL,56,57,56,55,55,NULL,54,54,46,50,50,NULL,49,49,NULL,54,54,NULL,53,53,NULL,55,55,NULL,57,57,NULL,55,55,NULL
1.85624,NJ,HUNTERDON,I-78,78,WESTBOUND,120-06176,2019,01,Tuesday,64,61,61,63,63,62,64,61,60,63,62,61,62,62,62,63,62,60,63,62,61,65,62,60,66,63,61,65,62,61,65,63,61,66,63,61,65,63,61,66,63,60,67,64,61,64,62,59,56,54,52,56,54,52,63,59,57,64,61,59,66,62,60,65,63,61,64,62,60,64,62,61
5.436008,NJ,BERGEN,"PALISADES INTERSTATE PKWY",445,NORTHBOUND,120+04776,2019,01,Tuesday,63,63,NULL,61,61,NULL,64,64,NULL,61,61,NULL,58,58,NULL,62,62,NULL,62,62,NULL,64,64,NULL,64,64,NULL,62,62,NULL,62,62,NULL,64,64,NULL,61,61,NULL,62,62,NULL,63,63,61,62,62,NULL,61,61,54,55,55,56,54,54,NULL,59,59,NULL,61,61,NULL,61,61,NULL,61,61,NULL,61,61,NULL
3.737745,NJ,HUNTERDON,I-78,78,WESTBOUND,120-06177,2019,01,Tuesday,65,64,63,65,64,64,64,63,62,65,65,64,65,64,64,66,64,63,66,64,63,67,65,63,67,65,64,67,64,63,67,65,63,67,65,63,67,65,63,68,65,63,68,66,64,66,64,62,60,58,56,58,56,54,66,63,61,67,64,62,69,65,63,68,66,64,67,64,63,65,64,64
1.644371,NJ,BERGEN,"PALISADES INTERSTATE PKWY",445,NORTHBOUND,120+04777,2019,01,Tuesday,64,64,NULL,61,61,NULL,65,65,NULL,63,63,NULL,58,58,NULL,62,62,NULL,63,63,NULL,66,66,NULL,66,66,NULL,65,65,NULL,64,64,NULL,65,65,NULL,63,63,NULL,64,64,NULL,64,64,61,64,64,NULL,63,63,NULL,58,58,NULL,57,57,NULL,60,60,NULL,61,61,NULL,63,63,NULL,62,62,NULL,62,62,NULL
0.383765,NJ,HUDSON,NJ-495,495,WESTBOUND,120+04770,2019,01,Tuesday,45,45,36,44,44,38,45,44,37,44,44,45,44,43,41,44,43,42,36,36,34,30,30,25,28,28,22,32,32,29,40,40,36,41,41,40,41,41,38,40,40,38,39,39,35,31,31,30,31,31,29,29,29,26,31,31,27,39,39,33,41,41,29,43,43,39,43,43,39,44,44,32
0.09873,NJ,HUDSON,NJ-495,495,WESTBOUND,120+04771,2019,01,Tuesday,47,47,34,44,44,43,46,46,46,46,46,47,47,47,46,45,45,44,40,40,36,32,32,31,32,32,26,37,37,35,42,41,38,44,43,40,44,44,46,41,40,38,42,42,39,36,36,36,38,37,34,35,35,35,35,35,32,41,41,34,43,42,41,44,44,41,45,45,38,41,41,39
0.093802,NJ,HUDSON,NJ-495,495,WESTBOUND,120+04772,2019,01,Tuesday,47,47,52,48,48,44,47,47,46,47,47,45,47,47,47,45,45,45,41,41,42,36,36,32,35,35,29,40,40,37,45,45,44,47,47,44,47,47,47,46,46,48,46,46,42,42,42,41,40,40,40,37,37,36,37,37,36,43,43,49,45,45,38,46,46,44,47,47,45,44,44,41
0.059316,NJ,HUDSON,NJ-495,495,WESTBOUND,120+04773,2019,01,Tuesday,45,43,36,47,41,35,42,40,39,40,39,38,42,40,36,42,41,33,42,41,35,41,41,32,38,37,29,42,41,35,45,44,34,45,44,35,46,46,35,46,46,37,46,46,35,43,43,36,43,42,34,39,39,35,39,38,33,45,45,37,46,46,37,47,46,38,48,47,37,47,44,35
0.536889,NY,NASSAU,"POWELL AVE/PLAINVIEW RD",0,NORTHBOUND,120+16749,2019,01,Tuesday,30,30,NULL,36,36,NULL,40,40,NULL,NULL,NULL,NULL,35,35,NULL,37,37,NULL,35,35,NULL,30,30,NULL,19,19,NULL,34,34,NULL,35,35,NULL,38,38,NULL,35,35,NULL,33,33,NULL,36,36,NULL,37,37,NULL,36,36,NULL,33,33,NULL,32,32,NULL,34,34,NULL,34,34,NULL,37,37,NULL,40,40,NULL,39,39,NULL
0.791391,NY,QUEENS,"JUNCTION BLVD",0,SOUTHBOUND,120-19480,2019,01,Tuesday,18,18,NULL,21,21,NULL,17,17,NULL,20,20,NULL,15,15,NULL,17,17,14,13,13,8,13,13,NULL,12,12,14,11,11,10,11,11,13,11,11,6,9,9,NULL,11,11,11,12,12,NULL,12,12,NULL,13,13,NULL,12,12,NULL,14,14,NULL,14,14,NULL,13,13,NULL,15,15,NULL,16,16,NULL,16,16,NULL
0.299563,NY,KINGS,"COURT ST",0,SOUTHBOUND,120-18150,2019,01,Tuesday,14,14,NULL,16,16,NULL,9,9,NULL,22,22,NULL,14,14,NULL,9,9,NULL,15,15,NULL,9,9,NULL,11,11,NULL,7,7,NULL,6,6,NULL,6,6,5,6,6,5,9,9,11,8,8,8,9,9,NULL,10,10,NULL,10,10,NULL,10,10,NULL,10,10,14,10,10,NULL,11,11,NULL,13,13,NULL,10,10,NULL
0.287943,NY,KINGS,"CROPSEY AVE",0,SOUTHBOUND,120-18158,2019,01,Tuesday,16,16,NULL,21,21,NULL,20,20,NULL,17,17,NULL,17,17,NULL,20,20,NULL,11,11,21,11,11,7,13,13,NULL,14,14,11,14,14,NULL,15,15,NULL,14,14,7,13,13,NULL,14,14,NULL,15,15,NULL,14,14,NULL,14,14,NULL,13,13,NULL,18,18,NULL,17,17,NULL,19,19,NULL,20,20,12,18,18,NULL
0.009917,NY,NASSAU,"PORT WASHINGTON BLVD",101,NORTHBOUND,120P18954,2019,01,Tuesday,27,27,NULL,24,24,NULL,42,42,NULL,NULL,NULL,NULL,19,19,NULL,33,33,NULL,32,32,NULL,24,24,NULL,21,21,NULL,21,21,NULL,25,25,NULL,22,22,NULL,22,22,NULL,22,22,NULL,21,21,NULL,20,20,NULL,21,21,NULL,23,23,NULL,24,24,NULL,20,20,NULL,24,24,NULL,24,24,NULL,27,27,NULL,29,29,NULL
0.015224,NY,BRONX,"GRAND CONCOURSE",0,NORTHBOUND,120P16301,2019,01,Tuesday,11,11,NULL,5,5,NULL,11,11,NULL,16,16,NULL,4,4,NULL,8,8,NULL,13,13,NULL,13,13,NULL,12,12,NULL,10,10,12,15,15,NULL,16,16,NULL,20,20,NULL,19,19,NULL,15,15,NULL,13,13,NULL,11,11,NULL,11,11,NULL,12,12,NULL,20,20,NULL,17,17,NULL,15,15,NULL,18,18,NULL,12,12,NULL
0.542886,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04749,2019,01,Tuesday,56,56,NULL,65,65,NULL,58,59,64,62,62,NULL,60,60,60,69,68,64,64,64,NULL,64,64,59,65,65,62,66,66,64,64,64,60,63,63,58,64,64,65,64,64,57,65,65,56,66,66,67,64,64,66,64,64,63,64,64,64,65,64,59,63,63,NULL,66,66,NULL,65,65,NULL,65,65,NULL
0.012657,NY,BRONX,"GRAND CONCOURSE",0,NORTHBOUND,120P16302,2019,01,Tuesday,24,24,NULL,NULL,NULL,NULL,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,30,NULL,14,14,NULL,11,11,NULL,8,8,NULL,13,13,9,15,15,NULL,19,19,NULL,24,24,NULL,20,20,NULL,20,20,NULL,17,17,NULL,19,19,NULL,17,17,NULL,22,22,NULL,23,23,NULL,23,23,NULL,21,21,NULL,26,26,NULL,24,24,NULL
3.584049,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04745,2019,01,Tuesday,54,54,NULL,62,62,NULL,61,62,64,61,61,65,64,63,60,64,64,64,66,66,61,63,63,62,65,65,64,66,66,64,64,64,62,64,64,62,65,65,60,64,64,57,66,65,62,65,65,64,65,65,69,64,64,60,64,64,66,68,68,60,64,64,NULL,66,66,NULL,65,64,58,61,61,NULL
0.847407,NY,QUEENS,"ELIOT AVE",0,WESTBOUND,120-19459,2019,01,Tuesday,11,11,NULL,22,22,NULL,17,17,NULL,18,18,NULL,31,31,NULL,14,14,NULL,16,16,NULL,12,12,18,12,12,20,13,13,NULL,15,15,NULL,18,18,NULL,17,17,NULL,15,15,12,17,17,NULL,14,14,NULL,15,15,NULL,15,15,NULL,15,15,NULL,17,17,NULL,18,18,NULL,18,18,NULL,18,18,20,22,21,13
0.33879,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04746,2019,01,Tuesday,60,60,NULL,64,64,NULL,60,61,62,60,60,NULL,64,63,60,70,68,62,65,65,NULL,63,63,63,65,65,62,65,65,63,61,61,60,63,63,64,64,64,62,64,64,59,66,66,59,67,67,66,67,67,71,66,66,64,63,63,63,66,66,62,63,63,NULL,67,67,NULL,68,68,NULL,62,62,NULL
0.286154,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04747,2019,01,Tuesday,60,60,NULL,62,62,NULL,60,60,62,59,59,NULL,64,63,60,68,67,63,65,65,NULL,64,64,62,65,65,61,66,65,63,61,61,60,64,63,62,63,63,56,64,63,57,65,65,58,66,66,66,64,64,67,64,64,64,62,62,64,66,66,60,64,64,NULL,65,65,NULL,69,69,NULL,61,61,NULL
1.850673,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04748,2019,01,Tuesday,59,59,NULL,64,64,NULL,57,58,63,59,59,NULL,62,62,60,69,68,64,64,64,NULL,63,63,58,63,63,64,63,64,65,61,61,60,63,63,59,64,64,65,63,62,55,64,64,62,65,65,60,64,64,66,63,63,64,63,63,63,64,64,57,66,66,NULL,66,66,NULL,65,65,NULL,62,62,NULL
1.087785,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04741,2019,01,Tuesday,57,57,NULL,56,56,64,43,53,61,52,53,59,59,59,55,63,62,59,54,54,61,59,59,53,59,59,57,60,59,56,58,58,49,59,59,53,58,58,51,59,59,56,59,59,55,58,58,57,57,57,56,56,56,54,58,58,66,59,59,NULL,56,56,63,61,61,77,59,59,NULL,50,51,63
0.838758,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07477,2019,01,Tuesday,43,40,40,44,42,42,43,42,38,41,41,39,44,41,40,39,36,33,35,34,30,32,31,27,34,32,24,32,32,27,36,36,32,34,33,30,37,36,32,35,34,30,33,32,26,30,30,26,26,26,22,21,21,15,21,20,16,36,34,27,42,40,28,43,41,36,42,41,36,43,39,33
1.440543,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07476,2019,01,Tuesday,45,41,35,45,43,42,45,42,39,43,41,38,43,40,38,39,38,37,34,34,30,33,33,27,32,32,28,32,32,27,34,35,32,35,34,33,34,34,30,34,35,29,35,33,27,32,31,28,29,29,26,25,25,19,22,22,19,32,32,29,37,37,31,37,36,31,36,35,33,41,40,38
2.060578,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04742,2019,01,Tuesday,58,58,NULL,59,59,65,58,62,64,55,56,62,60,60,60,65,63,60,58,58,47,61,61,60,63,62,57,61,59,46,61,61,48,60,60,54,59,59,53,61,60,52,61,61,52,61,61,59,60,59,57,58,58,57,60,60,54,61,61,NULL,59,59,63,62,63,62,61,60,57,56,56,57
0.1349,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07475,2019,01,Tuesday,50,44,40,47,45,43,43,42,39,47,47,46,43,43,46,44,45,44,43,41,39,42,42,45,43,42,37,43,43,36,43,42,38,42,41,38,44,43,37,45,44,39,45,44,40,43,42,37,44,43,34,43,42,33,39,38,33,44,42,34,47,45,40,46,44,36,43,43,37,49,46,42
